,rmse_general,mae_general,rmse_spike,mae_spike,rmse_normal,mae_normal
0,47.45656243924919,27.80120129459754,103.04772665733155,57.76354497790666,26.65879136849323,22.281111850240137
1,39.9607515345793,27.86553830620708,76.76930837022618,55.05349020058311,27.971023163514356,22.71174141830222
2,44.23186009083683,28.729920207833356,77.55493763283202,53.3552644220571,34.49686961681474,24.079354660883087
3,54.90300997652356,29.729829709191176,88.18494577807408,56.795303504076635,46.24809228086022,24.754320454682293
4,36.587248391658036,27.512537458661633,61.93575197963949,48.34675368478121,30.066655017555217,23.886770243942024
5,34.760164964435546,26.41617279121813,64.18602002109336,50.36141152629124,26.653551009271464,22.321719755602576
6,36.52129020321402,28.147292681687695,66.86288479981782,53.13979920381901,29.247962329947626,24.33599019715583
7,36.586807249659216,28.879448070898523,65.42374464155719,51.82228246144667,29.999183343549962,25.4583580627146
8,33.07081229755067,24.83410118331446,65.86042151248975,52.89888945576751,24.557550018328648,20.589622122552328
9,31.241741832906676,23.9419494946934,59.494745327816396,48.249694016672954,23.727632495248898,20.025465263481284
10,33.08469536397761,24.39513802080221,63.37899364089633,51.625712315243334,24.622250026104858,19.84467069838897
11,36.366706374915225,23.865500572411577,73.76559514081929,61.407612233063944,28.186570497591845,19.052409333866407
