HDR,MARKET INDEX DATA
MID,APXMIDP,20200523,1,5.39,1093.850
MID,APXMIDP,20200523,2,4.00,1130.750
MID,APXMIDP,20200523,3,13.15,888.200
MID,APXMIDP,20200523,4,26.28,930.750
MID,APXMIDP,20200523,5,22.46,1023.950
MID,APXMIDP,20200523,6,19.08,888.100
MID,APXMIDP,20200523,7,16.28,950.700
MID,APXMIDP,20200523,8,10.36,703.350
MID,APXMIDP,20200523,9,7.90,935.800
MID,APXMIDP,20200523,10,4.34,950.650
MID,APXMIDP,20200523,11,4.52,810.200
MID,APXMIDP,20200523,12,4.87,691.600
MID,APXMIDP,20200523,13,7.79,797.000
MID,APXMIDP,20200523,14,10.93,820.950
MID,APXMIDP,20200523,15,13.80,923.800
MID,APXMIDP,20200523,16,19.08,1227.150
MID,APXMIDP,20200523,17,11.57,1337.800
MID,APXMIDP,20200523,18,5.05,1264.650
MID,APXMIDP,20200523,19,10.38,1598.250
MID,APXMIDP,20200523,20,14.14,1525.250
MID,APXMIDP,20200523,21,14.36,1725.050
MID,APXMIDP,20200523,22,12.36,1511.450
MID,APXMIDP,20200523,23,2.89,1401.650
MID,APXMIDP,20200523,24,4.05,1476.650
MID,APXMIDP,20200523,25,7.02,1836.700
MID,APXMIDP,20200523,26,7.49,1793.400
MID,APXMIDP,20200523,27,11.45,1620.100
MID,APXMIDP,20200523,28,13.26,1611.400
MID,APXMIDP,20200523,29,9.46,1920.450
MID,APXMIDP,20200523,30,6.66,1705.250
MID,APXMIDP,20200523,31,18.86,1432.400
MID,APXMIDP,20200523,32,17.60,1259.450
MID,APXMIDP,20200523,33,-7.27,1599.200
MID,APXMIDP,20200523,34,12.80,1663.900
MID,APXMIDP,20200523,35,24.60,1642.400
MID,APXMIDP,20200523,36,23.97,1854.200
MID,APXMIDP,20200523,37,2.76,2267.150
MID,APXMIDP,20200523,38,14.05,2090.300
MID,APXMIDP,20200523,39,22.87,1032.700
MID,APXMIDP,20200523,40,18.61,915.550
MID,APXMIDP,20200523,41,9.88,956.700
MID,APXMIDP,20200523,42,14.08,839.400
MID,APXMIDP,20200523,43,16.27,925.900
MID,APXMIDP,20200523,44,18.03,1092.150
MID,APXMIDP,20200523,45,21.93,1040.300
MID,APXMIDP,20200523,46,19.42,1203.900
MID,APXMIDP,20200523,47,12.39,1078.600
MID,APXMIDP,20200523,48,-0.49,625.500
MID,N2EXMIDP,20200523,1,0.00,0.000
MID,N2EXMIDP,20200523,2,0.00,0.000
MID,N2EXMIDP,20200523,3,0.00,0.000
MID,N2EXMIDP,20200523,4,0.00,0.000
MID,N2EXMIDP,20200523,5,0.00,0.000
MID,N2EXMIDP,20200523,6,0.00,0.000
MID,N2EXMIDP,20200523,7,0.00,0.000
MID,N2EXMIDP,20200523,8,0.00,0.000
MID,N2EXMIDP,20200523,9,0.00,0.000
MID,N2EXMIDP,20200523,10,0.00,0.000
MID,N2EXMIDP,20200523,11,0.00,0.000
MID,N2EXMIDP,20200523,12,0.00,0.000
MID,N2EXMIDP,20200523,13,0.00,0.000
MID,N2EXMIDP,20200523,14,0.00,0.000
MID,N2EXMIDP,20200523,15,0.00,0.000
MID,N2EXMIDP,20200523,16,0.00,0.000
MID,N2EXMIDP,20200523,17,0.00,0.000
MID,N2EXMIDP,20200523,18,0.00,0.000
MID,N2EXMIDP,20200523,19,0.00,0.000
MID,N2EXMIDP,20200523,20,0.00,0.000
MID,N2EXMIDP,20200523,21,0.00,0.000
MID,N2EXMIDP,20200523,22,0.00,0.000
MID,N2EXMIDP,20200523,23,0.00,0.000
MID,N2EXMIDP,20200523,24,0.00,0.000
MID,N2EXMIDP,20200523,25,0.00,0.000
MID,N2EXMIDP,20200523,26,0.00,0.000
MID,N2EXMIDP,20200523,27,0.00,0.000
MID,N2EXMIDP,20200523,28,0.00,0.000
MID,N2EXMIDP,20200523,29,0.00,0.000
MID,N2EXMIDP,20200523,30,0.00,0.000
MID,N2EXMIDP,20200523,31,0.00,0.000
MID,N2EXMIDP,20200523,32,0.00,0.000
MID,N2EXMIDP,20200523,33,0.00,0.000
MID,N2EXMIDP,20200523,34,0.00,0.000
MID,N2EXMIDP,20200523,35,0.00,0.000
MID,N2EXMIDP,20200523,36,0.00,0.000
MID,N2EXMIDP,20200523,37,0.00,0.000
MID,N2EXMIDP,20200523,38,0.00,0.000
MID,N2EXMIDP,20200523,39,0.00,0.000
MID,N2EXMIDP,20200523,40,0.00,0.000
MID,N2EXMIDP,20200523,41,0.00,0.000
MID,N2EXMIDP,20200523,42,0.00,0.000
MID,N2EXMIDP,20200523,43,0.00,0.000
MID,N2EXMIDP,20200523,44,0.00,0.000
MID,N2EXMIDP,20200523,45,0.00,0.000
MID,N2EXMIDP,20200523,46,0.00,0.000
MID,N2EXMIDP,20200523,47,0.00,0.000
MID,N2EXMIDP,20200523,48,0.00,0.000
FTR,96
