,dino_bin
2016031637,0
2016031638,0
2016031639,0
2016031640,1
2016031641,0
2016031642,0
2016031643,0
2016031644,0
2016031645,0
2016031646,0
2016031647,0
2016031648,1
201603171,1
201603172,0
201603173,1
201603174,0
201603175,0
201603176,0
201603177,1
201603178,0
201603179,0
2016031710,0
2016031711,1
2016031712,0
2016031713,0
2016031714,0
2016031715,0
2016031716,0
2016031717,0
2016031718,0
2016031719,0
2016031720,0
2016031721,0
2016031722,0
2016031723,0
2016031724,0
2016031725,1
2016031726,1
2016031727,0
2016031728,0
2016031729,0
2016031730,0
2016031731,0
2016031732,0
2016031733,0
2016031734,0
2016031735,0
2016031736,1
2016031737,0
2016031738,0
2016031739,0
2016031740,0
2016031741,0
2016031742,0
2016031743,0
2016031744,0
2016031745,0
2016031746,0
2016031747,0
2016031748,0
201603181,0
201603182,0
201603183,0
201603184,0
201603185,0
201603186,0
201603187,1
201603188,0
201603189,1
2016031810,0
2016031811,0
2016031812,1
2016031813,1
2016031814,0
2016031815,0
2016031816,0
2016031817,1
2016031818,0
2016031819,0
2016031820,0
2016031821,0
2016031822,0
2016031823,0
2016031824,0
2016031825,0
2016031826,0
2016031827,0
2016031828,1
2016031829,0
2016031830,0
2016031831,0
2016031832,0
2016031833,0
2016031834,0
2016031835,0
2016031836,0
2016031837,0
2016031838,0
2016031839,0
2016031840,0
2016031841,0
2016031842,0
2016031843,0
2016031844,0
2016031845,0
2016031846,0
2016031847,0
2016031848,0
201603191,0
201603192,0
201603193,1
201603194,0
201603195,0
201603196,1
201603197,1
201603198,0
201603199,0
2016031910,0
2016031911,0
2016031912,0
2016031913,0
2016031914,1
2016031915,0
2016031916,0
2016031917,0
2016031918,0
2016031919,0
2016031920,0
2016031921,1
2016031922,0
2016031923,0
2016031924,0
2016031925,0
2016031926,0
2016031927,0
2016031928,0
2016031929,0
2016031930,0
2016031931,0
2016031932,0
2016031933,0
2016031934,0
2016031935,0
2016031936,0
2016031937,0
2016031938,0
2016031939,0
2016031940,0
2016031941,0
2016031942,1
2016031943,1
2016031944,0
2016031945,0
2016031946,0
2016031947,0
2016031948,0
201603201,0
201603202,0
201603203,1
201603204,0
201603205,0
201603206,0
201603207,0
201603208,0
201603209,0
2016032010,0
2016032011,0
2016032012,0
2016032013,0
2016032014,1
2016032015,1
2016032016,1
2016032017,0
2016032018,0
2016032019,0
2016032020,0
2016032021,0
2016032022,0
2016032023,0
2016032024,0
2016032025,0
2016032026,0
2016032027,0
2016032028,0
2016032029,0
2016032030,0
2016032031,0
2016032032,0
2016032033,0
2016032034,0
2016032035,1
2016032036,0
2016032037,0
2016032038,1
2016032039,1
2016032040,0
2016032041,0
2016032042,0
2016032043,1
2016032044,0
2016032045,0
2016032046,0
2016032047,0
2016032048,0
201603211,0
201603212,0
201603213,0
201603214,0
201603215,0
201603216,0
201603217,0
201603218,0
201603219,0
2016032110,0
2016032111,0
2016032112,1
2016032113,1
2016032114,0
2016032115,0
2016032116,0
2016032117,0
2016032118,0
2016032119,0
2016032120,0
2016032121,0
2016032122,0
2016032123,0
2016032124,0
2016032125,0
2016032126,0
2016032127,0
2016032128,0
2016032129,0
2016032130,0
2016032131,0
2016032132,0
2016032133,0
2016032134,0
2016032135,0
2016032136,0
2016032137,1
2016032138,1
2016032139,0
2016032140,0
2016032141,0
2016032142,0
2016032143,0
2016032144,0
2016032145,0
2016032146,0
2016032147,1
2016032148,0
201603221,0
201603222,1
201603223,0
201603224,1
201603225,1
201603226,1
201603227,1
201603228,0
201603229,0
2016032210,0
2016032211,0
2016032212,0
2016032213,0
2016032214,1
2016032215,0
2016032216,0
2016032217,0
2016032218,1
2016032219,1
2016032220,0
2016032221,0
2016032222,0
2016032223,0
2016032224,0
2016032225,1
2016032226,0
2016032227,0
2016032228,0
2016032229,0
2016032230,0
2016032231,1
2016032232,0
2016032233,0
2016032234,0
2016032235,0
2016032236,0
2016032237,0
2016032238,0
2016032239,0
2016032240,0
2016032241,0
2016032242,0
2016032243,1
2016032244,1
2016032245,0
2016032246,0
2016032247,1
2016032248,1
201603231,1
201603232,1
201603233,1
201603234,0
201603235,0
201603236,0
201603237,0
201603238,0
201603239,0
2016032310,0
2016032311,0
2016032312,1
2016032313,0
2016032314,0
2016032315,0
2016032316,0
2016032317,1
2016032318,0
2016032319,0
2016032320,0
2016032321,0
2016032322,0
2016032323,0
2016032324,0
2016032325,0
2016032326,0
2016032327,0
2016032328,0
2016032329,0
2016032330,0
2016032331,0
2016032332,0
2016032333,0
2016032334,1
2016032335,0
2016032336,0
2016032337,0
2016032338,0
2016032339,0
2016032340,1
2016032341,0
2016032342,0
2016032343,0
2016032344,0
2016032345,0
2016032346,0
2016032347,0
2016032348,1
201603241,1
201603242,1
201603243,1
201603244,1
201603245,1
201603246,0
201603247,0
201603248,0
201603249,0
2016032410,0
2016032411,0
2016032412,1
2016032413,1
2016032414,0
2016032415,0
2016032416,0
2016032417,0
2016032418,0
2016032419,0
2016032420,0
2016032421,0
2016032422,0
2016032423,0
2016032424,0
2016032425,0
2016032426,0
2016032427,0
2016032428,0
2016032429,0
2016032430,0
2016032431,0
2016032432,0
2016032433,0
2016032434,0
2016032435,0
2016032436,0
2016032437,0
2016032438,0
2016032439,0
2016032440,0
2016032441,0
2016032442,0
2016032443,0
2016032444,0
2016032445,0
2016032446,0
2016032447,0
2016032448,1
201603251,0
201603252,0
201603253,0
201603254,0
201603255,0
201603256,0
201603257,0
201603258,0
201603259,0
2016032510,0
2016032511,0
2016032512,0
2016032513,1
2016032514,0
2016032515,0
2016032516,0
2016032517,0
2016032518,0
2016032519,0
2016032520,0
2016032521,0
2016032522,0
2016032523,0
2016032524,0
2016032525,0
2016032526,0
2016032527,0
2016032528,0
2016032529,0
2016032530,0
2016032531,0
2016032532,0
2016032533,1
2016032534,0
2016032535,0
2016032536,0
2016032537,0
2016032538,1
2016032539,0
2016032540,1
2016032541,0
2016032542,1
2016032543,1
2016032544,0
2016032545,0
2016032546,0
2016032547,0
2016032548,0
201603261,0
201603262,0
201603263,0
201603264,0
201603265,0
201603266,0
201603267,0
201603268,1
201603269,1
2016032610,0
2016032611,1
2016032612,0
2016032613,0
2016032614,0
2016032615,0
2016032616,0
2016032617,0
2016032618,0
2016032619,1
2016032620,0
2016032621,0
2016032622,1
2016032623,0
2016032624,0
2016032625,0
2016032626,0
2016032627,0
2016032628,0
2016032629,0
2016032630,0
2016032631,0
2016032632,0
2016032633,0
2016032634,0
2016032635,0
2016032636,0
2016032637,0
2016032638,0
2016032639,0
2016032640,0
2016032641,0
2016032642,0
2016032643,0
2016032644,0
2016032645,1
2016032646,1
2016032647,1
2016032648,0
201603271,1
201603272,1
201603273,1
201603274,1
201603275,0
201603276,0
201603277,1
201603278,1
201603279,0
2016032710,0
2016032711,1
2016032712,1
2016032713,0
2016032714,0
2016032715,0
2016032716,1
2016032717,0
2016032718,0
2016032719,0
2016032720,0
2016032721,0
2016032722,0
2016032723,0
2016032724,0
2016032725,0
2016032726,0
2016032727,0
2016032728,0
2016032729,0
2016032730,0
2016032731,0
2016032732,1
2016032733,1
2016032734,0
2016032735,0
2016032736,0
2016032737,0
2016032738,0
2016032739,0
2016032740,0
2016032741,0
2016032742,0
2016032743,0
2016032744,0
2016032745,0
2016032746,0
201603281,1
201603282,0
201603283,0
201603284,1
201603285,1
201603286,0
201603287,0
201603288,0
201603289,0
2016032810,1
2016032811,1
2016032812,0
2016032813,1
2016032814,1
2016032815,1
2016032816,0
2016032817,0
2016032818,0
2016032819,0
2016032820,0
2016032821,0
2016032822,0
2016032823,0
2016032824,0
2016032825,0
2016032826,0
2016032827,0
2016032828,0
2016032829,0
2016032830,0
2016032831,0
2016032832,0
2016032833,0
2016032834,0
2016032835,0
2016032836,1
2016032837,0
2016032838,0
2016032839,0
2016032840,1
2016032841,1
2016032842,0
2016032843,0
2016032844,0
2016032845,0
2016032846,0
2016032847,0
2016032848,0
201603291,0
201603292,0
201603293,0
201603294,0
201603295,0
201603296,0
201603297,0
201603298,0
201603299,0
2016032910,0
2016032911,0
2016032912,0
2016032913,1
2016032914,1
2016032915,0
2016032916,0
2016032917,1
2016032918,0
2016032919,0
2016032920,0
2016032921,0
2016032922,0
2016032923,1
2016032924,0
2016032925,1
2016032926,0
2016032927,0
2016032928,0
2016032929,0
2016032930,0
2016032931,0
2016032932,0
2016032933,0
2016032934,1
2016032935,1
2016032936,0
2016032937,0
2016032938,1
2016032939,1
2016032940,1
2016032941,1
2016032942,1
2016032943,1
2016032944,0
2016032945,0
2016032946,0
2016032947,0
2016032948,0
201603301,1
201603302,0
201603303,0
201603304,0
201603305,0
201603306,0
201603307,0
201603308,0
201603309,0
2016033010,0
2016033011,0
2016033012,0
2016033013,0
2016033014,0
2016033015,0
2016033016,0
2016033017,0
2016033018,0
2016033019,0
2016033020,0
2016033021,0
2016033022,0
2016033023,0
2016033024,0
2016033025,0
2016033026,0
2016033027,0
2016033028,0
2016033029,0
2016033030,0
2016033031,0
2016033032,0
2016033033,0
2016033034,0
2016033035,0
2016033036,0
2016033037,0
2016033038,1
2016033039,0
2016033040,1
2016033041,0
2016033042,0
2016033043,0
2016033044,0
2016033045,0
2016033046,0
2016033047,0
2016033048,0
201603311,0
201603312,0
201603313,0
201603314,0
201603315,0
201603316,0
201603317,0
201603318,0
201603319,0
2016033110,0
2016033111,0
2016033112,0
2016033113,1
2016033114,0
2016033115,0
2016033116,0
2016033117,1
2016033118,0
2016033119,1
2016033120,0
2016033121,0
2016033122,0
2016033123,0
2016033124,0
2016033125,0
2016033126,0
2016033127,0
2016033128,0
2016033129,0
2016033130,0
2016033131,0
2016033132,0
2016033133,0
2016033134,0
2016033135,0
2016033136,0
2016033137,0
2016033138,0
2016033139,0
2016033140,0
2016033141,0
2016033142,0
2016033143,0
2016033144,0
2016033145,0
2016033146,0
2016033147,1
2016033148,0
201604011,0
201604012,1
201604013,1
201604014,1
201604015,1
201604016,0
201604017,0
201604018,0
201604019,0
2016040110,0
2016040111,0
2016040112,0
2016040113,0
2016040114,0
2016040115,1
2016040116,0
2016040117,1
2016040118,1
2016040119,0
2016040120,0
2016040121,0
2016040122,0
2016040123,0
2016040124,0
2016040125,0
2016040126,0
2016040127,0
2016040128,0
2016040129,0
2016040130,0
2016040131,0
2016040132,0
2016040133,0
2016040134,0
2016040135,0
2016040136,0
2016040137,0
2016040138,0
2016040139,1
2016040140,1
2016040141,1
2016040142,0
2016040143,0
2016040144,0
2016040145,0
2016040146,0
2016040147,0
2016040148,0
201604021,0
201604022,1
201604023,0
201604024,1
201604025,1
201604026,1
201604027,0
201604028,0
201604029,0
2016040210,0
2016040211,0
2016040212,1
2016040213,1
2016040214,1
2016040215,0
2016040216,0
2016040217,0
2016040218,1
2016040219,1
2016040220,1
2016040221,1
2016040222,0
2016040223,0
2016040224,0
2016040225,0
2016040226,0
2016040227,0
2016040228,0
2016040229,0
2016040230,0
2016040231,0
2016040232,0
2016040233,0
2016040234,0
2016040235,0
2016040236,0
2016040237,1
2016040238,0
2016040239,0
2016040240,0
2016040241,0
2016040242,1
2016040243,1
2016040244,0
2016040245,0
2016040246,0
2016040247,0
2016040248,0
201604031,0
201604032,1
201604033,0
201604034,1
201604035,0
201604036,0
201604037,0
201604038,0
201604039,0
2016040310,0
2016040311,0
2016040312,0
2016040313,1
2016040314,0
2016040315,1
2016040316,1
2016040317,0
2016040318,0
2016040319,0
2016040320,0
2016040321,0
2016040322,0
2016040323,0
2016040324,0
2016040325,0
2016040326,0
2016040327,0
2016040328,0
2016040329,0
2016040330,0
2016040331,0
2016040332,0
2016040333,0
2016040334,0
2016040335,0
2016040336,0
2016040337,0
2016040338,1
2016040339,0
2016040340,0
2016040341,0
2016040342,1
2016040343,1
2016040344,0
2016040345,0
2016040346,0
2016040347,0
2016040348,0
201604041,0
201604042,0
201604043,0
201604044,0
201604045,0
201604046,1
201604047,0
201604048,0
201604049,0
2016040410,0
2016040411,0
2016040412,1
2016040413,0
2016040414,0
2016040415,0
2016040416,0
2016040417,1
2016040418,0
2016040419,0
2016040420,0
2016040421,1
2016040422,1
2016040423,1
2016040424,0
2016040425,0
2016040426,0
2016040427,0
2016040428,0
2016040429,0
2016040430,0
2016040431,0
2016040432,0
2016040433,0
2016040434,0
2016040435,0
2016040436,0
2016040437,0
2016040438,0
2016040439,0
2016040440,0
2016040441,0
2016040442,1
2016040443,1
2016040444,0
2016040445,0
2016040446,0
2016040447,0
2016040448,1
201604051,0
201604052,0
201604053,1
201604054,0
201604055,0
201604056,0
201604057,0
201604058,0
201604059,0
2016040510,0
2016040511,0
2016040512,1
2016040513,0
2016040514,0
2016040515,0
2016040516,0
2016040517,0
2016040518,0
2016040519,0
2016040520,0
2016040521,0
2016040522,0
2016040523,0
2016040524,0
2016040525,0
2016040526,0
2016040527,0
2016040528,0
2016040529,0
2016040530,0
2016040531,0
2016040532,0
2016040533,0
2016040534,0
2016040535,0
2016040536,0
2016040537,0
2016040538,0
2016040539,0
2016040540,0
2016040541,1
2016040542,0
2016040543,0
2016040544,0
2016040545,0
2016040546,0
2016040547,0
2016040548,0
201604061,1
201604062,1
201604063,0
201604064,0
201604065,1
201604066,0
201604067,0
201604068,0
201604069,1
2016040610,0
2016040611,0
2016040612,0
2016040613,0
2016040614,0
2016040615,0
2016040616,0
2016040617,0
2016040618,0
2016040619,0
2016040620,0
2016040621,0
2016040622,0
2016040623,0
2016040624,0
2016040625,0
2016040626,0
2016040627,0
2016040628,0
2016040629,0
2016040630,0
2016040631,0
2016040632,0
2016040633,0
2016040634,0
2016040635,0
2016040636,0
2016040637,0
2016040638,0
2016040639,0
2016040640,1
2016040641,1
2016040642,1
2016040643,1
2016040644,0
2016040645,0
2016040646,0
2016040647,1
2016040648,0
201604071,0
201604072,0
201604073,1
201604074,1
201604075,0
201604076,0
201604077,1
201604078,1
201604079,1
2016040710,0
2016040711,1
2016040712,0
2016040713,1
2016040714,1
2016040715,0
2016040716,0
2016040717,0
2016040718,0
2016040719,0
2016040720,0
2016040721,0
2016040722,0
2016040723,0
2016040724,0
2016040725,0
2016040726,0
2016040727,0
2016040728,0
2016040729,0
2016040730,0
2016040731,0
2016040732,0
2016040733,0
2016040734,0
2016040735,0
2016040736,0
2016040737,0
2016040738,0
2016040739,0
2016040740,1
2016040741,1
2016040742,0
2016040743,0
2016040744,0
2016040745,0
2016040746,0
2016040747,0
2016040748,0
201604081,0
201604082,1
201604083,0
201604084,1
201604085,0
201604086,0
201604087,0
201604088,0
201604089,0
2016040810,1
2016040811,1
2016040812,1
2016040813,1
2016040814,0
2016040815,0
2016040816,0
2016040817,0
2016040818,0
2016040819,1
2016040820,0
2016040821,0
2016040822,0
2016040823,0
2016040824,0
2016040825,0
2016040826,0
2016040827,0
2016040828,0
2016040829,0
2016040830,0
2016040831,0
2016040832,0
2016040833,0
2016040834,0
2016040835,0
2016040836,0
2016040837,0
2016040838,0
2016040839,0
2016040840,0
2016040841,0
2016040842,1
2016040843,0
2016040844,0
2016040845,0
2016040846,0
2016040847,0
2016040848,0
201604091,0
201604092,0
201604093,0
201604094,0
201604095,0
201604096,0
201604097,0
201604098,0
201604099,0
2016040910,0
2016040911,0
2016040912,0
2016040913,1
2016040914,0
2016040915,0
2016040916,0
2016040917,0
2016040918,0
2016040919,0
2016040920,0
2016040921,0
2016040922,0
2016040923,0
2016040924,0
2016040925,0
2016040926,0
2016040927,0
2016040928,0
2016040929,0
2016040930,0
2016040931,0
2016040932,0
2016040933,0
2016040934,0
2016040935,0
2016040936,1
2016040937,0
2016040938,0
2016040939,0
2016040940,0
2016040941,1
2016040942,0
2016040943,0
2016040944,0
2016040945,0
2016040946,0
2016040947,0
2016040948,0
201604101,0
201604102,0
201604103,1
201604104,0
201604105,0
201604106,0
201604107,0
201604108,0
201604109,0
2016041010,0
2016041011,0
2016041012,0
2016041013,0
2016041014,0
2016041015,0
2016041016,0
2016041017,0
2016041018,0
2016041019,0
2016041020,0
2016041021,0
2016041022,0
2016041023,0
2016041024,0
2016041025,0
2016041026,0
2016041027,0
2016041028,0
2016041029,0
2016041030,0
2016041031,0
2016041032,0
2016041033,0
2016041034,0
2016041035,0
2016041036,0
2016041037,0
2016041038,0
2016041039,0
2016041040,0
2016041041,0
2016041042,0
2016041043,0
2016041044,0
2016041045,0
2016041046,0
2016041047,0
2016041048,0
201604111,1
201604112,0
201604113,0
201604114,0
201604115,0
201604116,0
201604117,0
201604118,1
201604119,0
2016041110,1
2016041111,1
2016041112,1
2016041113,0
2016041114,0
2016041115,0
2016041116,0
2016041117,0
2016041118,0
2016041119,0
2016041120,0
2016041121,0
2016041122,0
2016041123,0
2016041124,0
2016041125,0
2016041126,0
2016041127,0
2016041128,0
2016041129,0
2016041130,0
2016041131,0
2016041132,0
2016041133,0
2016041134,0
2016041135,0
2016041136,1
2016041137,1
2016041138,1
2016041139,1
2016041140,1
2016041141,0
2016041142,0
2016041143,1
2016041144,0
2016041145,0
2016041146,0
2016041147,1
2016041148,1
201604121,1
201604122,1
201604123,1
201604124,1
201604125,1
201604126,1
201604127,0
201604128,0
201604129,1
2016041210,0
2016041211,0
2016041212,0
2016041213,0
2016041214,0
2016041215,1
2016041216,1
2016041217,1
2016041218,0
2016041219,1
2016041220,1
2016041221,0
2016041222,0
2016041223,0
2016041224,0
2016041225,0
2016041226,0
2016041227,0
2016041228,0
2016041229,0
2016041230,0
2016041231,0
2016041232,0
2016041233,0
2016041234,0
2016041235,0
2016041236,0
2016041237,0
2016041238,0
2016041239,0
2016041240,0
2016041241,0
2016041242,0
2016041243,1
2016041244,0
2016041245,0
2016041246,0
2016041247,0
2016041248,1
201604131,0
201604132,0
201604133,0
201604134,0
201604135,0
201604136,0
201604137,0
201604138,1
201604139,0
2016041310,0
2016041311,0
2016041312,1
2016041313,1
2016041314,0
2016041315,0
2016041316,0
2016041317,0
2016041318,0
2016041319,0
2016041320,0
2016041321,0
2016041322,0
2016041323,0
2016041324,0
2016041325,0
2016041326,0
2016041327,0
2016041328,0
2016041329,0
2016041330,0
2016041331,0
2016041332,0
2016041333,0
2016041334,0
2016041335,0
2016041336,0
2016041337,0
2016041338,0
2016041339,0
2016041340,1
2016041341,1
2016041342,0
2016041343,1
2016041344,0
2016041345,0
2016041346,0
2016041347,0
2016041348,0
201604141,0
201604142,1
201604143,0
201604144,1
201604145,0
201604146,0
201604147,0
201604148,0
201604149,0
2016041410,0
2016041411,1
2016041412,0
2016041413,0
2016041414,0
2016041415,0
2016041416,0
2016041417,0
2016041418,0
2016041419,1
2016041420,0
2016041421,0
2016041422,0
2016041423,0
2016041424,0
2016041425,0
2016041426,0
2016041427,0
2016041428,0
2016041429,0
2016041430,0
2016041431,0
2016041432,0
2016041433,0
2016041434,0
2016041435,1
2016041436,0
2016041437,0
2016041438,0
2016041439,0
2016041440,0
2016041441,0
2016041442,0
2016041443,1
2016041444,0
2016041445,0
2016041446,0
2016041447,0
2016041448,0
201604151,1
201604152,1
201604153,0
201604154,1
201604155,0
201604156,0
201604157,0
201604158,0
201604159,0
2016041510,0
2016041511,0
2016041512,1
2016041513,0
2016041514,0
2016041515,0
2016041516,1
2016041517,1
2016041518,1
2016041519,1
2016041520,1
2016041521,0
2016041522,0
2016041523,0
2016041524,0
2016041525,0
2016041526,0
2016041527,0
2016041528,0
2016041529,0
2016041530,0
2016041531,0
2016041532,0
2016041533,0
2016041534,0
2016041535,0
2016041536,1
2016041537,1
2016041538,0
2016041539,1
2016041540,1
2016041541,0
2016041542,0
2016041543,0
2016041544,0
2016041545,0
2016041546,1
2016041547,0
2016041548,0
201604161,1
201604162,0
201604163,1
201604164,1
201604165,0
201604166,1
201604167,1
201604168,0
201604169,1
2016041610,0
2016041611,0
2016041612,0
2016041613,1
2016041614,0
2016041615,0
2016041616,0
2016041617,0
2016041618,0
2016041619,0
2016041620,0
2016041621,0
2016041622,0
2016041623,0
2016041624,0
2016041625,0
2016041626,0
2016041627,0
2016041628,0
2016041629,0
2016041630,0
2016041631,0
2016041632,0
2016041633,0
2016041634,0
2016041635,0
2016041636,0
2016041637,0
2016041638,0
2016041639,0
2016041640,0
2016041641,1
2016041642,1
2016041643,1
2016041644,0
2016041645,0
2016041646,0
2016041647,1
2016041648,0
201604171,0
201604172,0
201604173,0
201604174,1
201604175,0
201604176,0
201604177,0
201604178,0
201604179,0
2016041710,0
2016041711,0
2016041712,1
2016041713,1
2016041714,1
2016041715,0
2016041716,0
2016041717,0
2016041718,0
2016041719,0
2016041720,0
2016041721,0
2016041722,0
2016041723,0
2016041724,0
2016041725,0
2016041726,0
2016041727,0
2016041728,0
2016041729,0
2016041730,0
2016041731,0
2016041732,0
2016041733,0
2016041734,0
2016041735,0
2016041736,1
2016041737,0
2016041738,0
2016041739,0
2016041740,0
2016041741,0
2016041742,1
2016041743,1
2016041744,0
2016041745,0
2016041746,1
2016041747,0
2016041748,0
201604181,1
201604182,1
201604183,0
201604184,0
201604185,0
201604186,0
201604187,0
201604188,0
201604189,0
2016041810,0
2016041811,1
2016041812,0
2016041813,1
2016041814,1
2016041815,1
2016041816,0
2016041817,0
2016041818,0
2016041819,0
2016041820,0
2016041821,0
2016041822,0
2016041823,0
2016041824,0
2016041825,0
2016041826,0
2016041827,0
2016041828,0
2016041829,0
2016041830,0
2016041831,0
2016041832,0
2016041833,0
2016041834,0
2016041835,1
2016041836,1
2016041837,1
2016041838,0
2016041839,1
2016041840,0
2016041841,0
2016041842,1
2016041843,1
2016041844,0
2016041845,0
2016041846,0
2016041847,0
2016041848,0
201604191,0
201604192,0
201604193,1
201604194,1
201604195,1
201604196,1
201604197,0
201604198,1
201604199,0
2016041910,0
2016041911,1
2016041912,0
2016041913,1
2016041914,1
2016041915,1
2016041916,0
2016041917,0
2016041918,0
2016041919,0
2016041920,0
2016041921,0
2016041922,0
2016041923,0
2016041924,0
2016041925,0
2016041926,0
2016041927,0
2016041928,0
2016041929,0
2016041930,0
2016041931,0
2016041932,0
2016041933,0
2016041934,0
2016041935,0
2016041936,0
2016041937,1
2016041938,1
2016041939,0
2016041940,0
2016041941,0
2016041942,0
2016041943,1
2016041944,0
2016041945,0
2016041946,0
2016041947,0
2016041948,0
201604201,0
201604202,1
201604203,1
201604204,1
201604205,0
201604206,0
201604207,0
201604208,0
201604209,0
2016042010,0
2016042011,0
2016042012,0
2016042013,0
2016042014,0
2016042015,0
2016042016,0
2016042017,0
2016042018,0
2016042019,0
2016042020,0
2016042021,0
2016042022,0
2016042023,0
2016042024,0
2016042025,0
2016042026,0
2016042027,0
2016042028,0
2016042029,0
2016042030,0
2016042031,0
2016042032,0
2016042033,0
2016042034,0
2016042035,0
2016042036,0
2016042037,0
2016042038,0
2016042039,0
2016042040,0
2016042041,0
2016042042,1
2016042043,1
2016042044,0
2016042045,0
2016042046,0
2016042047,0
2016042048,1
201604211,0
201604212,0
201604213,0
201604214,0
201604215,1
201604216,1
201604217,1
201604218,0
201604219,0
2016042110,1
2016042111,1
2016042112,1
2016042113,0
2016042114,0
2016042115,0
2016042116,0
2016042117,0
2016042118,0
2016042119,0
2016042120,0
2016042121,0
2016042122,0
2016042123,0
2016042124,0
2016042125,0
2016042126,0
2016042127,0
2016042128,0
2016042129,0
2016042130,0
2016042131,0
2016042132,0
2016042133,0
2016042134,1
2016042135,1
2016042136,0
2016042137,0
2016042138,0
2016042139,0
2016042140,0
2016042141,0
2016042142,0
2016042143,0
2016042144,0
2016042145,0
2016042146,0
2016042147,0
2016042148,0
201604221,0
201604222,1
201604223,1
201604224,1
201604225,1
201604226,0
201604227,0
201604228,0
201604229,0
2016042210,0
2016042211,0
2016042212,0
2016042213,1
2016042214,0
2016042215,0
2016042216,0
2016042217,0
2016042218,1
2016042219,1
2016042220,0
2016042221,0
2016042222,1
2016042223,0
2016042224,0
2016042225,0
2016042226,0
2016042227,0
2016042228,1
2016042229,0
2016042230,0
2016042231,0
2016042232,0
2016042233,0
2016042234,0
2016042235,0
2016042236,0
2016042237,0
2016042238,0
2016042239,0
2016042240,1
2016042241,1
2016042242,0
2016042243,0
2016042244,0
2016042245,0
2016042246,0
2016042247,0
2016042248,1
201604231,1
201604232,1
201604233,1
201604234,1
201604235,1
201604236,1
201604237,1
201604238,0
201604239,1
2016042310,0
2016042311,0
2016042312,1
2016042313,1
2016042314,1
2016042315,0
2016042316,0
2016042317,0
2016042318,0
2016042319,0
2016042320,0
2016042321,0
2016042322,0
2016042323,0
2016042324,0
2016042325,0
2016042326,0
2016042327,0
2016042328,0
2016042329,0
2016042330,0
2016042331,0
2016042332,0
2016042333,0
2016042334,0
2016042335,0
2016042336,0
2016042337,0
2016042338,0
2016042339,1
2016042340,0
2016042341,0
2016042342,0
2016042343,1
2016042344,0
2016042345,0
2016042346,0
2016042347,0
2016042348,0
201604241,0
201604242,0
201604243,0
201604244,0
201604245,0
201604246,1
201604247,1
201604248,0
201604249,1
2016042410,0
2016042411,0
2016042412,0
2016042413,0
2016042414,0
2016042415,0
2016042416,0
2016042417,0
2016042418,0
2016042419,0
2016042420,0
2016042421,0
2016042422,0
2016042423,0
2016042424,0
2016042425,0
2016042426,0
2016042427,0
2016042428,0
2016042429,0
2016042430,0
2016042431,0
2016042432,0
2016042433,0
2016042434,0
2016042435,0
2016042436,0
2016042437,0
2016042438,0
2016042439,0
2016042440,0
2016042441,0
2016042442,0
2016042443,0
2016042444,0
2016042445,0
2016042446,0
2016042447,0
2016042448,0
201604251,0
201604252,0
201604253,0
201604254,0
201604255,0
201604256,0
201604257,1
201604258,1
201604259,0
2016042510,1
2016042511,0
2016042512,1
2016042513,1
2016042514,1
2016042515,1
2016042516,1
2016042517,1
2016042518,0
2016042519,1
2016042520,0
2016042521,0
2016042522,1
2016042523,1
2016042524,0
2016042525,0
2016042526,0
2016042527,0
2016042528,0
2016042529,0
2016042530,1
2016042531,0
2016042532,1
2016042533,0
2016042534,0
2016042535,0
2016042536,0
2016042537,0
2016042538,0
2016042539,1
2016042540,1
2016042541,0
2016042542,1
2016042543,1
2016042544,0
2016042545,0
2016042546,0
2016042547,1
2016042548,0
201604261,0
201604262,1
201604263,0
201604264,0
201604265,0
201604266,0
201604267,1
201604268,1
201604269,0
2016042610,0
2016042611,0
2016042612,1
2016042613,1
2016042614,1
2016042615,1
2016042616,1
2016042617,0
2016042618,0
2016042619,0
2016042620,0
2016042621,0
2016042622,0
2016042623,0
2016042624,0
2016042625,0
2016042626,0
2016042627,0
2016042628,0
2016042629,1
2016042630,1
2016042631,1
2016042632,0
2016042633,1
2016042634,1
2016042635,1
2016042636,0
2016042637,1
2016042638,0
2016042639,0
2016042640,0
2016042641,0
2016042642,0
2016042643,1
2016042644,0
2016042645,0
2016042646,0
2016042647,0
2016042648,0
201604271,1
201604272,1
201604273,1
201604274,1
201604275,1
201604276,1
201604277,1
201604278,0
201604279,0
2016042710,0
2016042711,1
2016042712,1
2016042713,1
2016042714,0
2016042715,0
2016042716,0
2016042717,0
2016042718,0
2016042719,0
2016042720,0
2016042721,0
2016042722,0
2016042723,0
2016042724,0
2016042725,0
2016042726,0
2016042727,0
2016042728,0
2016042729,0
2016042730,0
2016042731,0
2016042732,0
2016042733,0
2016042734,1
2016042735,1
2016042736,1
2016042737,0
2016042738,0
2016042739,1
2016042740,1
2016042741,1
2016042742,1
2016042743,1
2016042744,1
2016042745,1
2016042746,0
2016042747,0
2016042748,0
201604281,0
201604282,0
201604283,0
201604284,0
201604285,0
201604286,0
201604287,0
201604288,0
201604289,0
2016042810,0
2016042811,0
2016042812,0
2016042813,0
2016042814,0
2016042815,0
2016042816,0
2016042817,0
2016042818,0
2016042819,0
2016042820,0
2016042821,0
2016042822,0
2016042823,0
2016042824,0
2016042825,0
2016042826,0
2016042827,0
2016042828,0
