,Offers
2016052406,57.9
2016052407,57.9
2016052408,57.9
2016052409,57.9
2016052410,57.9
2016052411,57.9
2016052412,160.0
2016052413,57.9
2016052414,110.0
2016052415,110.0
2016052416,40.0
2016052417,95.0
2016052418,105.0
2016052419,105.0
2016052420,105.0
2016052421,105.0
2016052422,140.0
2016052423,105.0
2016052424,110.0
2016052425,105.0
2016052426,105.0
2016052427,110.0
2016052428,110.0
2016052429,110.0
2016052430,110.0
2016052431,
2016052432,
2016052433,
2016052434,39.0
2016052435,110.0
2016052436,82.21
2016052437,110.0
2016052438,110.0
2016052439,110.0
2016052440,110.0
2016052441,150.0
2016052442,110.0
2016052443,150.0
2016052444,140.0
2016052445,110.0
2016052446,110.0
2016052447,120.0
2016052448,120.0
2016052501,120.0
2016052502,86.0
2016052503,85.0
2016052504,140.0
2016052505,69.9
2016052506,69.9
2016052507,69.9
2016052508,69.9
2016052509,69.9
2016052510,69.9
2016052511,69.9
2016052512,95.0
2016052513,95.0
2016052514,85.0
2016052515,110.0
2016052516,110.0
2016052517,36.0
2016052518,40.0
2016052519,40.0
2016052520,139.0
2016052521,140.0
2016052522,105.0
2016052523,105.0
2016052524,105.0
2016052525,
2016052526,105.0
2016052527,46.0
2016052528,110.0
2016052529,79.0
2016052530,
2016052531,
2016052532,110.0
2016052533,110.0
2016052534,160.0
2016052535,160.0
2016052536,160.0
2016052537,160.0
2016052538,160.0
2016052539,160.0
2016052540,160.0
2016052541,139.0
2016052542,70.0
2016052543,110.0
2016052544,110.0
2016052545,110.0
2016052546,110.0
2016052547,105.0
2016052548,69.9
2016052601,105.0
2016052602,69.9
2016052603,69.9
2016052604,69.9
2016052605,69.9
2016052606,69.9
2016052607,69.9
2016052608,69.9
2016052609,69.9
2016052610,69.9
2016052611,69.9
2016052612,140.0
2016052613,160.0
2016052614,69.9
2016052615,85.0
2016052616,69.9
2016052617,140.0
2016052618,95.0
2016052619,103.0
2016052620,103.0
2016052621,46.0
2016052622,
2016052623,46.0
2016052624,
2016052625,
2016052626,
2016052627,
2016052628,
2016052629,
2016052630,
2016052631,39.0
2016052632,46.0
2016052633,45.95
2016052634,110.0
2016052635,170.0
2016052636,170.0
2016052637,140.0
2016052638,140.0
2016052639,140.0
2016052640,140.0
2016052641,140.0
2016052642,82.47
2016052643,140.0
2016052644,140.0
2016052645,140.0
2016052646,110.0
2016052647,120.0
2016052648,120.0
2016052701,84.9
2016052702,84.9
2016052703,84.9
2016052704,84.9
2016052705,84.9
2016052706,84.9
2016052707,84.9
2016052708,84.9
2016052709,84.9
2016052710,99.99
2016052711,99.99
2016052712,99.99
2016052713,99.99
2016052714,110.0
2016052715,99.99
2016052716,99.99
2016052717,99.99
2016052718,105.0
2016052719,99.99
2016052720,99.99
2016052721,99.99
2016052722,99.99
2016052723,99.99
2016052724,99.99
2016052725,99.99
2016052726,99.99
2016052727,37.0
2016052728,
2016052729,39.0
2016052730,79.0
2016052731,140.0
2016052732,103.0
2016052733,105.0
2016052734,81.45
2016052735,65.0
2016052736,65.0
2016052737,140.0
2016052738,140.0
2016052739,140.0
2016052740,140.0
2016052741,39.95
2016052742,105.0
2016052743,50.0
2016052744,110.0
2016052745,110.0
2016052746,110.0
2016052747,85.0
2016052748,120.0
2016052801,120.0
2016052802,140.0
2016052803,85.0
2016052804,85.0
2016052805,85.0
2016052806,85.0
2016052807,85.0
2016052808,85.0
2016052809,85.0
2016052810,85.0
2016052811,85.0
2016052812,140.0
2016052813,160.0
2016052814,85.0
2016052815,85.0
2016052816,85.0
2016052817,94.95
2016052818,84.9
2016052819,84.9
2016052820,56.5
2016052821,56.5
2016052822,56.5
2016052823,56.5
2016052824,56.5
2016052825,56.5
2016052826,56.5
2016052827,56.5
2016052828,56.5
2016052829,56.5
2016052830,56.5
2016052831,56.5
2016052832,56.5
2016052833,56.5
2016052834,56.5
2016052835,56.5
2016052836,56.5
2016052837,56.5
2016052838,62.95
2016052839,140.0
2016052840,110.0
2016052841,110.0
2016052842,110.0
2016052843,56.5
2016052844,140.0
2016052845,140.0
2016052846,140.0
2016052847,140.0
2016052848,75.0
2016052901,85.0
2016052902,85.0
2016052903,140.0
2016052904,85.0
2016052905,85.0
2016052906,85.0
2016052907,85.0
2016052908,85.0
2016052909,85.0
2016052910,85.0
2016052911,85.0
2016052912,85.0
2016052913,85.0
2016052914,140.0
2016052915,160.0
2016052916,160.0
2016052917,110.0
2016052918,84.9
2016052919,110.0
2016052920,150.0
2016052921,110.0
2016052922,81.45
2016052923,56.5
2016052924,56.5
2016052925,81.45
2016052926,81.45
2016052927,56.5
2016052928,56.5
2016052929,56.5
2016052930,56.5
2016052931,56.5
2016052932,56.5
2016052933,56.5
2016052934,140.0
2016052935,56.5
2016052936,56.5
2016052937,56.5
2016052938,110.0
2016052939,110.0
2016052940,110.0
2016052941,56.5
2016052942,56.5
2016052943,110.0
2016052944,110.0
2016052945,95.0
2016052946,95.0
2016052947,160.0
2016052948,160.0
2016053001,160.0
2016053002,95.0
2016053003,95.0
2016053004,95.0
2016053005,95.0
2016053006,95.0
2016053007,160.0
2016053008,95.0
2016053009,95.0
2016053010,95.0
2016053011,160.0
2016053012,95.0
2016053013,140.0
2016053014,160.0
2016053015,110.0
2016053016,110.0
2016053017,110.0
2016053018,73.95
2016053019,110.0
2016053020,85.0
2016053021,89.0
2016053022,73.95
2016053023,110.0
2016053024,110.0
2016053025,105.0
2016053026,110.0
2016053027,105.0
2016053028,135.0
2016053029,135.0
2016053030,105.0
2016053031,110.0
2016053032,110.0
2016053033,47.75
2016053034,85.0
2016053035,85.0
2016053036,86.0
2016053037,170.0
2016053038,170.0
2016053039,170.0
2016053040,60.0
2016053041,140.0
2016053042,140.0
2016053043,110.0
2016053044,110.0
2016053045,110.0
2016053046,110.0
2016053047,120.0
2016053048,74.95
2016053101,140.0
2016053102,85.0
2016053103,160.0
2016053104,85.0
2016053105,160.0
2016053106,85.0
2016053107,85.0
2016053108,85.0
2016053109,140.0
2016053110,85.0
2016053111,85.0
2016053112,85.0
2016053113,85.0
2016053114,135.0
2016053115,110.0
2016053116,110.0
2016053117,150.0
2016053118,139.0
2016053119,140.0
2016053120,139.0
2016053121,78.45
2016053122,78.45
2016053123,110.0
2016053124,110.0
2016053125,150.0
2016053126,140.0
2016053127,139.0
2016053128,139.0
2016053129,85.0
2016053130,85.0
2016053131,110.0
2016053132,86.0
2016053133,139.0
2016053134,110.0
2016053135,110.0
2016053136,110.0
2016053137,170.0
2016053138,130.0
2016053139,130.0
2016053140,90.0
2016053141,90.0
2016053142,85.0
2016053143,70.0
2016053144,70.0
2016053145,70.0
2016053146,110.0
2016053147,74.95
2016053148,74.95
2016060101,74.95
2016060102,74.95
2016060103,85.0
2016060104,85.0
2016060105,85.0
2016060106,105.0
2016060107,85.0
2016060108,85.0
2016060109,85.0
2016060110,85.0
2016060111,105.0
2016060112,85.0
2016060113,110.0
2016060114,110.0
2016060115,140.0
2016060116,150.0
2016060117,110.0
2016060118,139.0
2016060119,140.0
2016060120,139.0
2016060121,135.0
2016060122,135.0
2016060123,135.0
2016060124,68.95
2016060125,68.95
2016060126,68.95
2016060127,56.4
2016060128,105.0
2016060129,139.0
2016060130,139.0
2016060131,110.0
2016060132,56.4
2016060133,51.95
2016060134,110.0
2016060135,110.0
2016060136,110.0
2016060137,110.0
2016060138,83.22
2016060139,150.0
2016060140,150.0
2016060141,110.0
2016060142,54.0
2016060143,140.0
2016060144,150.0
2016060145,110.0
2016060146,110.0
2016060147,120.0
2016060148,140.0
2016060201,85.0
2016060202,85.0
2016060203,74.95
2016060204,74.95
2016060205,85.0
2016060206,85.0
2016060207,85.0
2016060208,74.95
2016060209,74.95
2016060210,74.95
2016060211,74.95
2016060212,160.0
2016060213,160.0
2016060214,140.0
2016060215,140.0
2016060216,140.0
2016060217,140.0
2016060218,140.0
2016060219,139.0
2016060220,110.0
2016060221,89.89
2016060222,89.89
2016060223,44.9
2016060224,
2016060225,
2016060226,110.0
2016060227,36.0
2016060228,40.0
2016060229,49.95
2016060230,140.0
2016060231,140.0
2016060232,44.9
2016060233,139.0
2016060234,140.0
2016060235,139.0
2016060236,110.0
2016060237,139.0
2016060238,139.0
2016060239,139.0
2016060240,139.0
2016060241,139.0
2016060242,139.0
2016060243,110.0
2016060244,139.0
2016060245,139.0
2016060246,140.0
2016060247,82.5
2016060248,82.5
2016060301,140.0
2016060302,74.95
2016060303,74.95
2016060304,140.0
2016060305,74.95
2016060306,74.95
2016060307,74.95
2016060308,74.95
2016060309,74.95
2016060310,74.95
2016060311,140.0
2016060312,140.0
2016060313,140.0
2016060314,74.95
2016060315,110.0
2016060316,44.9
2016060317,
2016060318,95.0
2016060319,105.0
2016060320,95.0
2016060321,85.0
2016060322,
2016060323,110.0
2016060324,83.45
2016060325,45.45
2016060326,
2016060327,40.0
2016060328,40.0
2016060329,49.99
2016060330,
2016060331,110.0
2016060332,43.0
2016060333,110.0
2016060334,150.0
2016060335,110.0
2016060336,110.0
2016060337,110.0
2016060338,110.0
2016060339,105.0
2016060340,110.0
2016060341,110.0
2016060342,110.0
2016060343,110.0
2016060344,62.0
2016060345,110.0
2016060346,110.0
2016060347,140.0
2016060348,140.0
2016060401,160.0
2016060402,140.0
2016060403,139.0
2016060404,74.95
2016060405,74.95
2016060406,74.95
2016060407,86.0
2016060408,86.0
2016060409,85.0
2016060410,85.0
2016060411,85.0
2016060412,85.0
2016060413,110.0
2016060414,85.0
2016060415,140.0
2016060416,140.0
2016060417,140.0
2016060418,140.0
2016060419,160.0
2016060420,160.0
2016060421,130.0
2016060422,84.89
2016060423,110.0
2016060424,160.0
2016060425,139.0
2016060426,105.0
2016060427,140.0
2016060428,139.0
2016060429,59.0
2016060430,140.0
2016060431,
2016060432,
2016060433,139.0
2016060434,160.0
2016060435,160.0
2016060436,55.0
2016060437,160.0
2016060438,160.0
2016060439,55.0
2016060440,110.0
2016060441,110.0
2016060442,55.0
2016060443,55.0
2016060444,55.0
2016060445,55.0
2016060446,170.0
2016060447,160.0
2016060448,139.0
2016060501,85.0
2016060502,139.0
2016060503,160.0
2016060504,85.0
2016060505,85.0
2016060506,85.0
2016060507,85.0
2016060508,85.0
2016060509,85.0
2016060510,85.0
2016060511,85.0
2016060512,85.0
2016060513,85.0
2016060514,139.0
2016060515,139.0
2016060516,160.0
2016060517,140.0
2016060518,139.0
2016060519,140.0
2016060520,139.0
2016060521,139.0
2016060522,139.0
2016060523,130.0
2016060524,130.0
2016060525,130.0
2016060526,
2016060527,130.0
2016060528,130.0
2016060529,130.0
2016060530,130.0
2016060531,130.0
2016060532,130.0
2016060533,140.0
2016060534,110.0
2016060535,110.0
2016060536,140.0
2016060537,140.0
2016060538,325.0
2016060539,160.0
2016060540,139.0
2016060541,170.0
2016060542,170.0
2016060543,140.0
2016060544,170.0
2016060545,170.0
2016060546,139.0
2016060547,160.0
2016060548,140.0
2016060601,74.95
2016060602,140.0
2016060603,74.95
2016060604,74.95
2016060605,74.95
2016060606,74.95
2016060607,160.0
2016060608,74.95
2016060609,74.95
2016060610,85.0
2016060611,85.0
2016060612,74.95
2016060613,139.0
2016060614,140.0
2016060615,140.0
2016060616,140.0
2016060617,139.0
2016060618,105.0
2016060619,105.0
2016060620,
2016060621,39.0
2016060622,105.0
2016060623,140.0
2016060624,110.0
2016060625,110.0
2016060626,105.0
2016060627,105.0
2016060628,105.0
2016060629,105.0
2016060630,110.0
2016060631,110.0
2016060632,110.0
2016060633,110.0
2016060634,170.0
2016060635,170.0
2016060636,170.0
2016060637,139.0
2016060638,139.5
2016060639,139.5
2016060640,139.5
2016060641,110.0
2016060642,139.0
2016060643,150.0
2016060644,58.0
2016060645,139.0
2016060646,80.0
2016060647,80.0
2016060648,160.0
2016060701,140.0
2016060702,140.0
2016060703,80.0
2016060704,80.0
2016060705,80.0
2016060706,80.0
2016060707,80.0
2016060708,80.0
2016060709,80.0
2016060710,80.0
2016060711,80.0
2016060712,80.0
2016060713,80.0
2016060714,80.0
2016060715,75.0
2016060716,75.0
2016060717,75.0
2016060718,75.0
2016060719,75.0
2016060720,75.0
2016060721,75.0
2016060722,75.0
2016060723,42.95
2016060724,44.5
2016060725,44.5
2016060726,
2016060727,
2016060728,42.95
2016060729,
2016060730,110.0
2016060731,140.0
2016060732,140.0
2016060733,139.0
2016060734,160.0
2016060735,160.0
2016060736,160.0
2016060737,160.0
2016060738,140.0
2016060739,140.0
2016060740,140.0
2016060741,140.0
2016060742,140.0
2016060743,160.0
2016060744,150.0
2016060745,140.0
2016060746,57.0
2016060747,134.0
2016060748,140.0
2016060801,140.0
2016060802,80.0
2016060803,80.0
2016060804,80.0
2016060805,80.0
2016060806,80.0
2016060807,80.0
2016060808,80.0
2016060809,140.0
2016060810,80.0
2016060811,80.0
2016060812,140.0
2016060813,140.0
2016060814,140.0
2016060815,140.0
2016060816,125.0
2016060817,150.0
2016060818,150.0
2016060819,139.0
2016060820,139.0
2016060821,125.0
2016060822,110.0
2016060823,110.0
2016060824,
2016060825,39.0
2016060826,
2016060827,125.0
2016060828,
2016060829,125.0
2016060830,39.0
2016060831,
2016060832,140.0
2016060833,150.0
2016060834,140.0
2016060835,110.0
2016060836,
2016060837,105.0
2016060838,110.0
2016060839,170.0
2016060840,139.0
2016060841,139.0
2016060842,110.0
2016060843,110.0
2016060844,139.0
2016060845,139.0
2016060846,60.0
2016060847,80.0
2016060848,80.0
2016060901,160.0
2016060902,160.0
2016060903,80.0
2016060904,80.0
2016060905,95.0
2016060906,80.0
2016060907,80.0
2016060908,80.0
2016060909,80.0
2016060910,80.0
2016060911,80.0
2016060912,80.0
2016060913,160.0
2016060914,125.0
2016060915,160.0
2016060916,140.0
2016060917,139.0
2016060918,68.0
2016060919,68.0
2016060920,160.0
2016060921,68.0
2016060922,
2016060923,40.0
2016060924,83.45
2016060925,110.0
2016060926,50.0
2016060927,39.0
2016060928,
2016060929,
2016060930,39.0
2016060931,48.0
2016060932,140.0
2016060933,170.0
2016060934,160.0
2016060935,170.0
2016060936,170.0
2016060937,170.0
2016060938,170.0
2016060939,170.0
2016060940,170.0
2016060941,170.0
2016060942,150.0
2016060943,160.0
2016060944,139.0
2016060945,139.0
2016060946,139.0
2016060947,74.0
2016060948,140.0
2016061001,160.0
2016061002,55.0
2016061003,55.0
2016061004,44.1
2016061005,44.05
2016061006,44.45
2016061007,
2016061008,
2016061009,
2016061010,
2016061011,
2016061012,160.0
2016061013,160.0
2016061014,149.0
2016061015,150.0
2016061016,149.0
2016061017,149.0
2016061018,149.0
2016061019,149.0
2016061020,159.0
2016061021,149.0
2016061022,149.0
2016061023,149.0
2016061024,138.0
2016061025,110.0
2016061026,110.0
2016061027,45.0
2016061028,99.0
2016061029,
2016061030,
2016061031,39.0
2016061032,140.0
2016061033,110.0
2016061034,139.0
2016061035,139.0
2016061036,68.0
2016061037,
2016061038,110.0
2016061039,110.0
2016061040,149.0
2016061041,140.0
2016061042,140.0
2016061043,140.0
2016061044,137.0
2016061045,75.0
2016061046,140.0
2016061047,120.0
2016061048,40.0
2016061101,68.45
2016061102,160.0
2016061103,
2016061104,
2016061105,140.0
2016061106,64.95
2016061107,64.95
2016061108,140.0
2016061109,64.95
2016061110,45.0
2016061111,45.0
2016061112,160.0
2016061113,160.0
2016061114,160.0
2016061115,56.0
2016061116,140.0
2016061117,110.0
2016061118,160.0
2016061119,96.95
2016061120,110.0
2016061121,160.0
2016061122,137.0
2016061123,150.0
2016061124,86.0
2016061125,65.0
2016061126,65.0
2016061127,150.0
2016061128,150.0
2016061129,
2016061130,110.0
2016061131,39.0
2016061132,55.0
2016061133,110.0
2016061134,110.0
2016061135,110.0
2016061136,136.5
2016061137,136.5
2016061138,135.0
2016061139,160.0
2016061140,160.0
2016061141,110.0
2016061142,136.5
2016061143,136.5
2016061144,136.5
2016061145,136.5
2016061146,70.0
2016061147,70.0
2016061148,70.0
2016061201,85.0
2016061202,70.0
2016061203,70.0
2016061204,70.0
2016061205,70.0
2016061206,70.0
2016061207,70.0
2016061208,70.0
2016061209,70.0
2016061210,70.0
2016061211,70.0
2016061212,70.0
2016061213,70.0
2016061214,70.0
2016061215,86.0
2016061216,60.0
2016061217,60.0
2016061218,139.0
2016061219,110.0
2016061220,55.0
2016061221,110.0
2016061222,140.0
2016061223,160.0
2016061224,160.0
2016061225,160.0
2016061226,160.0
2016061227,139.0
2016061228,135.0
2016061229,110.0
2016061230,110.0
2016061231,110.0
2016061232,140.0
2016061233,140.0
2016061234,134.0
2016061235,140.0
2016061236,140.0
2016061237,160.0
2016061238,170.0
2016061239,170.0
2016061240,134.0
2016061241,134.0
2016061242,160.0
2016061243,59.0
2016061244,110.0
2016061245,110.0
2016061246,110.0
2016061247,95.0
2016061248,95.0
2016061301,95.0
2016061302,95.0
2016061303,95.0
2016061304,95.0
2016061305,95.0
2016061306,95.0
2016061307,95.0
2016061308,95.0
2016061309,95.0
2016061310,95.0
2016061311,95.0
2016061312,65.0
2016061313,65.0
2016061314,110.0
2016061315,110.0
2016061316,139.0
2016061317,135.0
2016061318,83.45
2016061319,135.0
2016061320,135.0
2016061321,135.0
2016061322,110.0
2016061323,139.0
2016061324,139.0
2016061325,125.0
2016061326,135.0
2016061327,125.0
2016061328,125.0
2016061329,135.0
2016061330,94.9
2016061331,100.0
2016061332,100.0
2016061333,110.0
2016061334,110.0
2016061335,110.0
2016061336,150.0
2016061337,170.0
2016061338,110.0
2016061339,140.0
2016061340,140.0
2016061341,65.0
2016061342,150.0
2016061343,150.0
2016061344,110.0
2016061345,160.0
2016061346,160.0
2016061347,140.0
2016061348,70.0
2016061401,70.0
2016061402,70.0
2016061403,70.0
2016061404,70.0
2016061405,70.0
2016061406,70.0
2016061407,70.0
2016061408,70.0
2016061409,70.0
2016061410,70.0
2016061411,140.0
2016061412,160.0
2016061413,160.0
2016061414,70.0
2016061415,170.0
2016061416,140.0
2016061417,137.0
2016061418,150.0
2016061419,150.0
2016061420,150.0
2016061421,85.0
2016061422,77.77
2016061423,77.77
2016061424,160.0
2016061425,160.0
2016061426,85.0
2016061427,140.0
2016061428,140.0
2016061429,140.0
2016061430,77.77
2016061431,77.77
2016061432,110.0
2016061433,110.0
2016061434,160.0
2016061435,99.0
2016061436,140.0
2016061437,160.0
2016061438,110.0
2016061439,140.0
2016061440,150.0
2016061441,110.0
2016061442,160.0
2016061443,160.0
2016061444,150.0
2016061445,160.0
2016061446,108.0
2016061447,73.45
2016061448,140.0
2016061501,140.0
2016061502,140.0
2016061503,70.0
2016061504,70.0
2016061505,70.0
2016061506,70.0
2016061507,70.0
2016061508,70.0
2016061509,160.0
2016061510,70.0
2016061511,70.0
2016061512,70.0
2016061513,160.0
2016061514,110.0
2016061515,140.0
2016061516,70.0
2016061517,70.0
2016061518,70.0
2016061519,110.0
2016061520,150.0
2016061521,84.8
2016061522,137.0
2016061523,110.0
2016061524,84.8
2016061525,110.0
2016061526,110.0
2016061527,140.0
2016061528,84.8
2016061529,140.0
2016061530,84.8
2016061531,140.0
2016061532,110.0
2016061533,110.0
2016061534,140.0
2016061535,135.0
2016061536,135.0
2016061537,135.0
2016061538,135.0
2016061539,77.0
2016061540,110.0
2016061541,110.0
2016061542,140.0
2016061543,110.0
2016061544,85.0
2016061545,60.0
2016061546,140.0
2016061547,160.0
2016061548,65.0
2016061601,160.0
2016061602,65.0
2016061603,65.0
2016061604,65.0
2016061605,65.0
2016061606,65.0
2016061607,65.0
2016061608,54.95
2016061609,54.95
2016061610,54.95
2016061611,54.95
2016061612,140.0
2016061613,160.0
2016061614,110.0
2016061615,150.0
2016061616,150.0
2016061617,140.0
2016061618,120.0
2016061619,120.0
2016061620,120.0
2016061621,170.0
2016061622,170.0
2016061623,139.0
2016061624,139.0
2016061625,139.0
2016061626,140.0
2016061627,130.0
2016061628,120.0
2016061629,120.0
2016061630,200.0
2016061631,139.0
2016061632,139.0
2016061633,200.0
2016061634,139.0
2016061635,66.0
2016061636,160.0
2016061637,150.0
2016061638,150.0
2016061639,140.0
2016061640,160.0
2016061641,140.0
2016061642,150.0
2016061643,71.0
2016061644,71.0
2016061645,71.0
2016061646,71.0
2016061647,80.0
2016061648,80.0
2016061701,80.0
2016061702,80.0
2016061703,160.0
2016061704,80.0
2016061705,80.0
2016061706,80.0
2016061707,80.0
2016061708,80.0
2016061709,80.0
2016061710,80.0
2016061711,140.0
2016061712,80.0
2016061713,160.0
2016061714,110.0
2016061715,103.0
2016061716,103.0
2016061717,103.0
2016061718,86.0
2016061719,86.0
2016061720,110.0
2016061721,110.0
2016061722,139.0
2016061723,139.0
2016061724,140.0
2016061725,72.0
2016061726,64.9
2016061727,85.0
2016061728,85.0
2016061729,85.0
2016061730,82.0
2016061731,84.0
2016061732,84.0
2016061733,82.0
2016061734,82.0
2016061735,82.0
2016061736,80.0
2016061737,80.0
2016061738,80.0
2016061739,80.0
2016061740,140.0
2016061741,140.0
2016061742,139.0
2016061743,140.0
2016061744,110.0
2016061745,140.0
2016061746,140.0
2016061747,140.0
2016061748,86.0
2016061801,86.0
2016061802,86.0
2016061803,86.0
2016061804,86.0
2016061805,86.0
2016061806,86.0
2016061807,86.0
2016061808,86.0
2016061809,86.0
2016061810,86.0
2016061811,86.0
2016061812,86.0
2016061813,140.0
2016061814,140.0
2016061815,140.0
2016061816,110.0
2016061817,150.0
2016061818,140.0
2016061819,140.0
2016061820,150.0
2016061821,105.0
2016061822,130.0
2016061823,160.0
2016061824,110.0
2016061825,110.0
2016061826,85.0
2016061827,
2016061828,138.0
2016061829,39.0
2016061830,110.0
2016061831,75.0
2016061832,105.0
2016061833,59.95
2016061834,66.0
2016061835,139.0
2016061836,105.0
2016061837,55.0
2016061838,150.0
2016061839,128.0
2016061840,128.0
2016061841,61.0
2016061842,128.0
2016061843,128.0
2016061844,128.0
2016061845,150.0
2016061846,61.0
2016061847,61.0
2016061848,128.0
2016061901,64.95
2016061902,64.95
2016061903,85.0
2016061904,85.0
2016061905,85.0
2016061906,85.0
2016061907,85.0
2016061908,95.0
2016061909,85.0
2016061910,85.0
2016061911,85.0
2016061912,85.0
2016061913,85.0
2016061914,85.0
2016061915,85.0
2016061916,65.0
2016061917,65.0
2016061918,73.0
2016061919,65.0
2016061920,65.0
2016061921,65.0
2016061922,110.0
2016061923,65.0
2016061924,65.0
2016061925,65.0
2016061926,65.0
2016061927,52.0
2016061928,52.0
2016061929,52.0
2016061930,51.95
2016061931,51.95
2016061932,51.95
2016061933,59.99
2016061934,59.99
2016061935,87.0
2016061936,110.0
2016061937,87.0
2016061938,87.0
2016061939,160.0
2016061940,87.0
2016061941,69.0
2016061942,110.0
2016061943,69.0
2016061944,86.0
2016061945,86.0
2016061946,89.0
2016061947,89.0
2016061948,120.0
2016062001,120.0
2016062002,120.0
2016062003,89.0
2016062004,89.0
2016062005,89.0
2016062006,89.0
2016062007,89.0
2016062008,89.0
2016062009,89.0
2016062010,89.0
2016062011,89.0
2016062012,160.0
2016062013,89.0
2016062014,150.0
2016062015,150.0
2016062016,150.0
2016062017,150.0
2016062018,140.0
2016062019,150.0
2016062020,250.0
2016062021,140.0
2016062022,140.0
2016062023,140.0
2016062024,140.0
2016062025,120.0
2016062026,120.0
2016062027,120.0
2016062028,120.0
2016062029,140.0
2016062030,140.0
2016062031,46.0
2016062032,150.0
2016062033,150.0
2016062034,52.0
2016062035,74.0
2016062036,150.0
2016062037,150.0
2016062038,64.9
2016062039,160.0
2016062040,160.0
2016062041,160.0
2016062042,160.0
2016062043,140.0
2016062044,140.0
2016062045,140.0
2016062046,110.0
2016062047,79.0
2016062048,
2016062101,160.0
2016062102,46.9
2016062103,46.85
2016062104,46.85
2016062105,65.0
2016062106,43.98
2016062107,74.25
2016062108,74.25
2016062109,74.25
2016062110,74.25
2016062111,160.0
2016062112,79.0
2016062113,160.0
2016062114,140.0
2016062115,110.0
2016062116,42.0
2016062117,
2016062118,40.0
2016062119,38.0
2016062120,39.0
2016062121,38.0
2016062122,45.0
2016062123,140.0
2016062124,60.0
2016062125,39.0
2016062126,
2016062127,
2016062128,110.0
2016062129,52.0
2016062130,110.0
2016062131,110.0
2016062132,140.0
2016062133,110.0
2016062134,110.0
2016062135,110.0
2016062136,104.95
2016062137,104.95
2016062138,110.0
2016062139,110.0
2016062140,65.0
2016062141,150.0
2016062142,150.0
2016062143,140.0
2016062144,150.0
2016062145,150.0
2016062146,125.0
2016062147,140.0
2016062148,140.0
2016062201,125.0
2016062202,125.0
2016062203,125.0
2016062204,125.0
2016062205,125.0
2016062206,125.0
2016062207,160.0
2016062208,125.0
2016062209,125.0
2016062210,53.95
2016062211,140.0
2016062212,140.0
2016062213,140.0
2016062214,53.85
2016062215,140.0
2016062216,140.0
2016062217,140.0
2016062218,110.0
2016062219,129.0
2016062220,110.0
2016062221,110.0
2016062222,110.0
2016062223,125.0
2016062224,125.0
2016062225,110.0
2016062226,105.0
2016062227,110.0
2016062228,108.0
2016062229,138.0
2016062230,108.0
2016062231,95.0
2016062232,108.0
2016062233,95.0
2016062234,110.0
2016062235,140.0
2016062236,138.0
2016062237,118.45
2016062238,118.45
2016062239,170.0
2016062240,170.0
2016062241,89.0
2016062242,110.0
2016062243,89.0
2016062244,110.0
2016062245,110.0
2016062246,75.0
2016062247,160.0
2016062248,85.0
2016062301,160.0
2016062302,85.0
2016062303,85.0
2016062304,85.0
2016062305,85.0
2016062306,85.0
2016062307,85.0
2016062308,85.0
2016062309,85.0
2016062310,85.0
2016062311,85.0
2016062312,85.0
2016062313,140.0
2016062314,140.0
2016062315,140.0
2016062316,140.0
2016062317,150.0
2016062318,170.0
2016062319,170.0
2016062320,140.0
2016062321,84.89
2016062322,160.0
2016062323,129.0
2016062324,89.0
2016062325,170.0
2016062326,98.25
2016062327,98.25
2016062328,160.0
2016062329,160.0
2016062330,139.0
2016062331,130.0
2016062332,160.0
2016062333,140.0
2016062334,160.0
2016062335,235.0
2016062336,235.0
2016062337,160.0
2016062338,160.0
2016062339,160.0
2016062340,134.0
2016062341,160.0
2016062342,132.0
2016062343,110.0
2016062344,
2016062345,150.0
2016062346,55.0
2016062347,55.0
2016062348,55.0
2016062401,160.0
2016062402,
2016062403,
2016062404,
2016062405,
2016062406,
2016062407,48.0
2016062408,160.0
2016062409,44.95
2016062410,44.95
2016062411,55.0
2016062412,140.0
2016062413,160.0
2016062414,44.95
2016062415,44.95
2016062416,110.0
2016062417,110.0
2016062418,140.0
2016062419,110.0
2016062420,110.0
2016062421,67.5
2016062422,110.0
2016062423,110.0
2016062424,160.0
2016062425,110.0
2016062426,160.0
2016062427,109.0
2016062428,85.0
2016062429,85.0
2016062430,110.0
2016062431,109.0
2016062432,110.0
2016062433,110.0
2016062434,84.75
2016062435,84.75
2016062436,110.0
2016062437,110.0
2016062438,110.0
2016062439,140.0
2016062440,140.0
2016062441,140.0
2016062442,110.0
2016062443,110.0
2016062444,74.95
2016062445,110.0
2016062446,69.95
2016062447,160.0
2016062448,139.0
2016062501,85.0
2016062502,85.0
2016062503,85.0
2016062504,85.0
2016062505,140.0
2016062506,
2016062507,140.0
2016062508,
2016062509,
2016062510,
2016062511,42.89
2016062512,42.89
2016062513,140.0
2016062514,160.0
2016062515,109.0
2016062516,
2016062517,120.0
2016062518,120.0
2016062519,120.0
2016062520,170.0
2016062521,120.0
2016062522,120.0
2016062523,120.0
2016062524,120.0
2016062525,120.0
2016062526,110.0
2016062527,110.0
2016062528,109.0
2016062529,
2016062530,110.0
2016062531,110.0
2016062532,58.75
2016062533,58.75
2016062534,110.0
2016062535,109.0
2016062536,160.0
2016062537,160.0
2016062538,109.0
2016062539,150.0
2016062540,86.0
2016062541,58.0
2016062542,140.0
2016062543,58.0
2016062544,140.0
2016062545,110.0
