,Offers
2017082301,120.0
2017082302,90.0
2017082303,90.0
2017082304,90.0
2017082305,90.0
2017082306,90.0
2017082307,90.0
2017082308,90.0
2017082309,160.0
2017082310,160.0
2017082311,145.0
2017082312,145.0
2017082313,115.0
2017082314,160.0
2017082315,103.0
2017082316,130.0
2017082317,130.0
2017082318,145.0
2017082319,145.0
2017082320,130.0
2017082321,130.0
2017082322,130.0
2017082323,130.0
2017082324,130.0
2017082325,130.0
2017082326,89.0
2017082327,89.0
2017082328,67.45
2017082329,67.45
2017082330,67.45
2017082331,67.45
2017082332,57.5
2017082333,67.45
2017082334,80.0
2017082335,113.5
2017082336,115.0
2017082337,115.0
2017082338,115.0
2017082339,103.0
2017082340,103.0
2017082341,103.0
2017082342,115.0
2017082343,115.0
2017082344,103.0
2017082345,103.0
2017082346,103.0
2017082347,103.0
2017082348,92.0
2017082401,140.0
2017082402,92.0
2017082403,92.0
2017082404,92.0
2017082405,92.0
2017082406,92.0
2017082407,92.0
2017082408,160.0
2017082409,92.0
2017082410,160.0
2017082411,104.0
2017082412,140.0
2017082413,92.0
2017082414,92.0
2017082415,125.0
2017082416,125.0
2017082417,130.0
2017082418,115.0
2017082419,80.0
2017082420,78.25
2017082421,103.0
2017082422,103.0
2017082423,103.0
2017082424,77.0
2017082425,58.5
2017082426,115.0
2017082427,130.0
2017082428,130.0
2017082429,115.0
2017082430,115.0
2017082431,115.0
2017082432,88.69
2017082433,88.69
2017082434,88.69
2017082435,88.69
2017082436,113.0
2017082437,113.0
2017082438,88.69
2017082439,88.69
2017082440,100.0
2017082441,100.0
2017082442,130.0
2017082443,115.0
2017082444,115.0
2017082445,66.5
2017082446,115.0
2017082447,93.0
2017082448,120.0
2017082501,120.0
2017082502,120.0
2017082503,93.0
2017082504,93.0
2017082505,160.0
2017082506,93.0
2017082507,160.0
2017082508,160.0
2017082509,93.0
2017082510,130.0
2017082511,140.0
2017082512,93.0
2017082513,93.0
2017082514,124.95
2017082515,90.0
2017082516,103.0
2017082517,115.0
2017082518,115.0
2017082519,115.0
2017082520,90.0
2017082521,115.0
2017082522,115.0
2017082523,115.0
2017082524,115.0
2017082525,50.0
2017082526,115.0
2017082527,99.0
2017082528,
2017082529,45.0
2017082530,
2017082531,57.95
2017082532,
2017082533,
2017082534,100.0
2017082535,100.0
2017082536,100.0
2017082537,78.0
2017082538,100.0
2017082539,78.0
2017082540,100.0
2017082541,100.0
2017082542,145.0
2017082543,115.0
2017082544,124.95
2017082545,74.0
2017082546,160.0
2017082547,160.0
2017082548,96.0
2017082601,96.0
2017082602,140.0
2017082603,140.0
2017082604,160.0
2017082605,96.0
2017082606,140.0
2017082607,96.0
2017082608,96.0
2017082609,96.0
2017082610,96.0
2017082611,96.0
2017082612,140.0
2017082613,96.0
2017082614,96.0
2017082615,96.0
2017082616,77.55
2017082617,77.55
2017082618,77.55
2017082619,124.95
2017082620,77.55
2017082621,77.55
2017082622,64.0
2017082623,56.0
2017082624,56.0
2017082625,81.0
2017082626,81.0
2017082627,55.75
2017082628,58.95
2017082629,58.95
2017082630,63.7
2017082631,63.7
2017082632,70.0
2017082633,70.0
2017082634,61.25
2017082635,81.0
2017082636,81.0
2017082637,150.0
2017082638,130.0
2017082639,130.0
2017082640,130.0
2017082641,130.0
2017082642,130.0
2017082643,130.0
2017082644,130.0
2017082645,130.0
2017082646,160.0
2017082647,160.0
2017082648,93.0
2017082701,120.0
2017082702,93.0
2017082703,93.0
2017082704,93.0
2017082705,93.0
2017082706,93.0
2017082707,93.0
2017082708,140.0
2017082709,93.0
2017082710,93.0
2017082711,145.0
2017082712,93.0
2017082713,145.0
2017082714,93.0
2017082715,85.0
2017082716,99.0
2017082717,130.0
2017082718,130.0
2017082719,130.0
2017082720,130.0
2017082721,130.0
2017082722,130.0
2017082723,50.0
2017082724,
2017082725,
2017082726,
2017082727,
2017082728,
2017082729,
2017082730,
2017082731,54.9
2017082732,115.0
2017082733,115.0
2017082734,115.0
2017082735,46.0
2017082736,130.0
2017082737,130.0
2017082738,130.0
2017082739,130.0
2017082740,130.0
2017082741,130.0
2017082742,185.0
2017082743,185.0
2017082744,185.0
2017082745,185.0
2017082746,185.0
2017082747,95.0
2017082748,95.0
2017082801,86.0
2017082802,86.0
2017082803,86.0
2017082804,86.0
2017082805,86.0
2017082806,71.0
2017082807,71.0
2017082808,71.0
2017082809,71.0
2017082810,71.95
2017082811,145.0
2017082812,145.0
2017082813,145.0
2017082814,98.0
2017082815,145.0
2017082816,115.0
2017082817,115.0
2017082818,95.0
2017082819,95.0
2017082820,79.0
2017082821,79.0
2017082822,71.95
2017082823,63.0
2017082824,63.0
2017082825,63.0
2017082826,115.0
2017082827,130.0
2017082828,115.0
2017082829,71.0
2017082830,115.0
2017082831,115.0
2017082832,115.0
2017082833,100.0
2017082834,100.0
2017082835,150.0
2017082836,150.0
2017082837,150.0
2017082838,150.0
2017082839,130.0
2017082840,130.0
2017082841,140.0
2017082842,140.0
2017082843,130.0
2017082844,145.0
2017082845,150.0
2017082846,160.0
2017082847,160.0
2017082848,140.0
2017082901,120.0
2017082902,105.0
2017082903,140.0
2017082904,64.5
2017082905,64.5
2017082906,65.0
2017082907,71.0
2017082908,71.0
2017082909,71.0
2017082910,85.0
2017082911,85.0
2017082912,145.0
2017082913,145.0
2017082914,125.0
2017082915,125.0
2017082916,109.0
2017082917,115.0
2017082918,110.0
2017082919,130.0
2017082920,130.0
2017082921,90.0
2017082922,89.0
2017082923,130.0
2017082924,90.0
2017082925,115.0
2017082926,129.0
2017082927,129.0
2017082928,115.0
2017082929,130.0
2017082930,130.0
2017082931,130.0
2017082932,130.0
2017082933,130.0
2017082934,130.0
2017082935,124.96
2017082936,130.0
2017082937,139.0
2017082938,163.75
2017082939,163.75
2017082940,163.75
2017082941,163.75
2017082942,163.75
2017082943,163.75
2017082944,163.75
2017082945,130.0
2017082946,79.0
2017082947,69.95
2017082948,69.95
2017083001,69.95
2017083002,68.5
2017083003,68.5
2017083004,68.5
2017083005,57.5
2017083006,160.0
2017083007,57.5
2017083008,57.5
2017083009,57.5
2017083010,160.0
2017083011,145.0
2017083012,145.0
2017083013,77.0
2017083014,77.0
2017083015,115.0
2017083016,115.0
2017083017,89.0
2017083018,89.0
2017083019,115.0
2017083020,120.0
2017083021,124.96
2017083022,124.96
2017083023,
2017083024,
2017083025,115.0
2017083026,102.0
2017083027,69.75
2017083028,69.75
2017083029,69.75
2017083030,115.0
2017083031,89.0
2017083032,69.75
2017083033,
2017083034,130.0
2017083035,130.0
2017083036,110.0
2017083037,130.0
2017083038,110.0
2017083039,110.0
2017083040,
2017083041,130.0
2017083042,130.0
2017083043,130.0
2017083044,99.0
2017083045,130.0
2017083046,75.0
2017083047,120.0
2017083048,120.0
2017083101,120.0
2017083102,85.0
2017083103,55.0
2017083104,140.0
2017083105,85.0
2017083106,85.0
2017083107,85.0
2017083108,85.0
2017083109,85.0
2017083110,85.0
2017083111,145.0
2017083112,81.0
2017083113,115.0
2017083114,81.0
2017083115,81.0
2017083116,81.0
2017083117,80.0
2017083118,
2017083119,325.0
2017083120,90.0
2017083121,66.0
2017083122,
2017083123,
2017083124,115.0
2017083125,78.0
2017083126,108.5
2017083127,108.5
2017083128,108.0
2017083129,65.0
2017083130,66.0
2017083131,
2017083132,74.89
2017083133,74.89
2017083134,115.0
2017083135,115.0
2017083136,125.0
2017083137,130.0
2017083138,125.0
2017083139,130.0
2017083140,108.0
2017083141,130.0
2017083142,130.0
2017083143,115.0
2017083144,115.0
2017083145,115.0
2017083146,108.0
2017083147,75.0
2017083148,160.0
2017090101,63.0
2017090102,140.0
2017090103,75.0
2017090104,140.0
2017090105,64.0
2017090106,64.0
2017090107,65.0
2017090108,65.0
2017090109,65.0
2017090110,140.0
2017090111,85.0
2017090112,140.0
2017090113,115.0
2017090114,115.0
2017090115,115.0
2017090116,79.75
2017090117,75.0
2017090118,75.0
2017090119,75.0
2017090120,75.0
2017090121,75.0
2017090122,45.0
2017090123,115.0
2017090124,115.0
2017090125,115.0
2017090126,115.0
2017090127,
2017090128,
2017090129,51.0
2017090130,
2017090131,
2017090132,115.0
2017090133,78.0
2017090134,115.0
2017090135,115.0
2017090136,115.0
2017090137,115.0
2017090138,130.0
2017090139,
2017090140,125.0
2017090141,125.0
2017090142,125.0
2017090143,125.0
2017090144,79.95
2017090145,64.95
2017090146,79.75
2017090147,160.0
2017090148,85.0
2017090201,85.0
2017090202,64.0
2017090203,85.0
2017090204,140.0
2017090205,85.0
2017090206,85.0
2017090207,95.0
2017090208,95.0
2017090209,95.0
2017090210,104.0
2017090211,64.0
2017090212,110.0
2017090213,65.45
2017090214,95.0
2017090215,105.0
2017090216,124.96
2017090217,97.0
2017090218,95.0
2017090219,115.0
2017090220,99.0
2017090221,84.95
2017090222,84.95
2017090223,84.95
2017090224,60.95
2017090225,58.95
2017090226,70.0
2017090227,115.0
2017090228,55.95
2017090229,58.0
2017090230,58.0
2017090231,58.0
2017090232,65.0
2017090233,58.0
2017090234,70.0
2017090235,95.0
2017090236,115.0
2017090237,104.0
2017090238,115.0
2017090239,124.95
2017090240,130.0
2017090241,130.0
2017090242,130.0
2017090243,64.85
2017090244,75.0
2017090245,86.0
2017090246,86.0
2017090247,160.0
2017090248,160.0
2017090301,74.95
2017090302,68.0
2017090303,65.0
2017090304,65.0
2017090305,130.0
2017090306,99.0
2017090307,99.0
2017090308,99.0
2017090309,99.0
2017090310,99.0
2017090311,99.0
2017090312,99.0
2017090313,99.0
2017090314,99.0
2017090315,99.0
2017090316,99.0
2017090317,99.0
2017090318,130.0
2017090319,130.0
2017090320,130.0
2017090321,130.0
2017090322,130.0
2017090323,130.0
2017090324,130.0
2017090325,130.0
2017090326,130.0
2017090327,130.0
2017090328,130.0
2017090329,115.0
2017090330,130.0
2017090331,130.0
2017090332,115.0
2017090333,115.0
2017090334,100.0
2017090335,100.0
2017090336,115.0
2017090337,82.0
2017090338,82.0
2017090339,82.0
2017090340,130.0
2017090341,130.0
2017090342,95.0
2017090343,130.0
2017090344,120.0
2017090345,120.0
2017090346,110.0
2017090347,160.0
2017090348,160.0
2017090401,95.0
2017090402,95.0
2017090403,160.0
2017090404,140.0
2017090405,140.0
2017090406,140.0
2017090407,160.0
2017090408,95.0
2017090409,95.0
2017090410,95.0
2017090411,140.0
2017090412,140.0
2017090413,145.0
2017090414,160.0
2017090415,115.0
2017090416,115.0
2017090417,115.0
2017090418,104.0
2017090419,104.0
2017090420,104.0
2017090421,89.0
2017090422,79.75
2017090423,104.0
2017090424,79.75
2017090425,79.75
2017090426,79.75
2017090427,115.0
2017090428,89.0
2017090429,91.95
2017090430,91.95
2017090431,115.0
2017090432,115.0
2017090433,91.95
2017090434,177.0
2017090435,177.0
2017090436,177.0
2017090437,103.0
2017090438,115.0
2017090439,139.0
2017090440,175.0
2017090441,175.0
2017090442,140.0
2017090443,139.0
2017090444,103.0
2017090445,64.95
2017090446,105.0
2017090447,95.0
2017090448,95.0
2017090501,95.0
2017090502,95.0
2017090503,95.0
2017090504,95.0
2017090505,95.0
2017090506,95.0
2017090507,95.0
2017090508,95.0
2017090509,140.0
2017090510,95.0
2017090511,95.0
2017090512,95.0
2017090513,95.0
2017090514,90.0
2017090515,80.0
2017090516,115.0
2017090517,115.0
2017090518,140.0
2017090519,140.0
2017090520,130.0
2017090521,125.0
2017090522,115.0
2017090523,125.0
2017090524,124.99
2017090525,87.0
2017090526,87.0
2017090527,69.5
2017090528,115.0
2017090529,77.0
2017090530,115.0
2017090531,77.0
2017090532,77.0
2017090533,115.0
2017090534,130.0
2017090535,130.0
2017090536,130.0
2017090537,115.0
2017090538,130.0
2017090539,115.0
2017090540,130.0
2017090541,130.0
2017090542,130.0
2017090543,130.0
2017090544,64.95
2017090545,115.0
2017090546,130.0
2017090547,120.0
2017090548,120.0
2017090601,95.0
2017090602,95.0
2017090603,95.0
2017090604,95.0
2017090605,95.0
2017090606,95.0
2017090607,95.0
2017090608,95.0
2017090609,95.0
2017090610,130.0
2017090611,95.0
2017090612,95.0
2017090613,145.0
2017090614,115.0
2017090615,115.0
2017090616,130.0
2017090617,115.0
2017090618,115.0
2017090619,76.95
2017090620,75.95
2017090621,76.95
2017090622,115.0
2017090623,115.0
2017090624,125.0
2017090625,115.0
2017090626,115.0
2017090627,89.0
2017090628,64.95
2017090629,64.95
2017090630,115.0
2017090631,76.0
2017090632,76.0
2017090633,115.0
2017090634,76.0
2017090635,76.0
2017090636,76.0
2017090637,76.0
2017090638,115.0
2017090639,115.0
2017090640,119.0
2017090641,140.0
2017090642,130.0
2017090643,130.0
2017090644,130.0
2017090645,57.5
2017090646,95.0
2017090647,95.0
2017090648,95.0
2017090701,120.0
2017090702,110.0
2017090703,95.0
2017090704,140.0
2017090705,95.0
2017090706,95.0
2017090707,95.0
2017090708,95.0
2017090709,95.0
2017090710,95.0
2017090711,95.0
2017090712,95.0
2017090713,145.0
2017090714,120.0
2017090715,130.0
2017090716,120.0
2017090717,79.45
2017090718,79.45
2017090719,130.0
2017090720,120.0
2017090721,120.0
2017090722,45.0
2017090723,115.0
2017090724,55.0
2017090725,62.15
2017090726,115.0
2017090727,55.0
2017090728,50.25
2017090729,50.25
2017090730,74.9
2017090731,115.0
2017090732,115.0
2017090733,115.0
2017090734,115.0
2017090735,75.55
2017090736,75.55
2017090737,115.0
2017090738,130.0
2017090739,85.0
2017090740,85.0
2017090741,85.0
2017090742,62.22
2017090743,115.0
2017090744,62.22
2017090745,95.0
2017090746,95.0
2017090747,95.0
2017090748,95.0
2017090801,95.0
2017090802,95.0
2017090803,95.0
2017090804,95.0
2017090805,95.0
2017090806,95.0
2017090807,95.0
2017090808,95.0
2017090809,95.0
2017090810,95.0
2017090811,95.0
2017090812,96.0
2017090813,145.0
2017090814,115.0
2017090815,115.0
2017090816,145.0
2017090817,145.0
2017090818,130.0
2017090819,130.0
2017090820,130.0
2017090821,130.0
2017090822,130.0
2017090823,130.0
2017090824,130.0
2017090825,130.0
2017090826,130.0
2017090827,48.0
2017090828,
2017090829,130.0
2017090830,
2017090831,70.0
2017090832,70.0
2017090833,70.0
2017090834,115.0
2017090835,115.0
2017090836,115.0
2017090837,130.0
2017090838,130.0
2017090839,115.0
2017090840,130.0
2017090841,130.0
2017090842,115.0
2017090843,115.0
2017090844,59.0
2017090845,115.0
2017090846,108.0
2017090847,120.0
2017090848,63.5
2017090901,63.5
2017090902,63.5
2017090903,85.0
2017090904,85.0
2017090905,85.0
2017090906,85.0
2017090907,85.0
2017090908,85.0
2017090909,85.0
2017090910,85.0
2017090911,63.5
2017090912,75.0
2017090913,75.0
2017090914,65.99
2017090915,79.5
2017090916,69.5
2017090917,69.5
2017090918,69.5
2017090919,69.5
2017090920,68.0
2017090921,115.0
2017090922,68.0
2017090923,115.0
2017090924,115.0
2017090925,115.0
2017090926,115.0
2017090927,75.0
2017090928,115.0
2017090929,59.0
2017090930,115.0
2017090931,115.0
2017090932,115.0
2017090933,57.0
2017090934,72.0
2017090935,72.0
2017090936,107.0
2017090937,130.0
2017090938,130.0
2017090939,115.0
2017090940,130.0
2017090941,130.0
2017090942,130.0
2017090943,105.0
2017090944,87.99
2017090945,87.99
2017090946,106.0
2017090947,106.0
2017090948,85.0
2017091001,140.0
2017091002,85.0
2017091003,85.0
2017091004,85.0
2017091005,85.0
2017091006,85.0
2017091007,85.0
2017091008,85.0
2017091009,85.0
2017091010,85.0
2017091011,85.0
2017091012,101.12
2017091013,85.0
2017091014,85.0
2017091015,92.0
2017091016,115.0
2017091017,115.0
2017091018,140.0
2017091019,140.0
2017091020,88.0
2017091021,88.0
2017091022,88.0
2017091023,115.0
2017091024,115.0
2017091025,88.0
2017091026,88.0
2017091027,87.0
2017091028,115.0
2017091029,87.0
2017091030,130.0
2017091031,130.0
2017091032,78.99
2017091033,78.99
2017091034,130.0
2017091035,130.0
2017091036,130.0
2017091037,76.0
2017091038,95.0
2017091039,95.0
2017091040,88.0
2017091041,88.0
2017091042,95.0
2017091043,115.0
2017091044,88.0
2017091045,88.0
2017091046,95.0
2017091047,95.0
2017091048,95.0
2017091101,140.0
2017091102,95.0
2017091103,95.0
2017091104,140.0
2017091105,95.0
2017091106,95.0
2017091107,95.0
2017091108,95.0
2017091109,95.0
2017091110,95.0
2017091111,95.0
2017091112,145.0
2017091113,140.0
2017091114,130.0
2017091115,109.0
2017091116,109.0
2017091117,109.0
2017091118,109.0
2017091119,109.0
2017091120,79.95
2017091121,79.95
2017091122,79.95
2017091123,62.0
2017091124,60.0
2017091125,130.0
2017091126,60.0
2017091127,70.0
2017091128,63.24
2017091129,58.5
2017091130,115.0
2017091131,115.0
2017091132,115.0
2017091133,115.0
2017091134,124.99
2017091135,115.0
2017091136,115.0
2017091137,115.0
2017091138,105.0
2017091139,115.0
2017091140,140.0
2017091141,115.0
2017091142,140.0
2017091143,140.0
2017091144,115.0
2017091145,97.0
2017091146,97.0
2017091147,120.0
2017091148,102.0
2017091201,120.0
2017091202,120.0
2017091203,140.0
2017091204,102.0
2017091205,140.0
2017091206,102.0
2017091207,140.0
2017091208,102.0
2017091209,102.0
2017091210,140.0
2017091211,145.0
2017091212,145.0
2017091213,145.0
2017091214,160.0
2017091215,104.0
2017091216,104.0
2017091217,89.5
2017091218,89.5
2017091219,103.0
2017091220,
2017091221,
2017091222,60.5
2017091223,115.0
2017091224,115.0
2017091225,115.0
2017091226,115.0
2017091227,103.0
2017091228,103.0
2017091229,104.0
2017091230,104.0
2017091231,100.0
2017091232,124.99
2017091233,125.0
2017091234,125.0
2017091235,140.0
2017091236,140.0
2017091237,140.0
2017091238,140.0
2017091239,140.0
2017091240,140.0
2017091241,140.0
2017091242,105.0
2017091243,100.0
2017091244,100.0
2017091245,100.0
2017091246,84.0
2017091247,120.0
2017091248,105.0
2017091301,105.0
2017091302,140.0
2017091303,105.0
2017091304,105.0
2017091305,105.0
2017091306,105.0
2017091307,105.0
2017091308,105.0
2017091309,105.0
2017091310,105.0
2017091311,105.0
2017091312,145.0
2017091313,145.0
2017091314,89.95
2017091315,98.99
2017091316,68.0
2017091317,68.0
2017091318,68.0
2017091319,68.0
2017091320,68.0
2017091321,115.0
2017091322,110.0
2017091323,67.5
2017091324,67.5
2017091325,67.5
2017091326,67.5
2017091327,67.5
2017091328,67.5
2017091329,67.5
2017091330,67.5
2017091331,125.0
2017091332,115.0
2017091333,115.0
2017091334,105.0
2017091335,130.0
2017091336,130.0
2017091337,115.0
2017091338,130.0
2017091339,129.0
2017091340,140.0
2017091341,125.0
2017091342,125.0
2017091343,129.0
2017091344,125.0
2017091345,125.0
2017091346,120.0
2017091347,125.0
2017091348,125.0
2017091401,160.0
2017091402,105.0
2017091403,105.0
2017091404,105.0
2017091405,105.0
2017091406,105.0
2017091407,140.0
2017091408,105.0
2017091409,105.0
2017091410,150.0
2017091411,105.0
2017091412,105.0
2017091413,145.0
2017091414,115.0
2017091415,115.0
2017091416,45.0
2017091417,105.0
2017091418,105.0
2017091419,105.0
2017091420,
2017091421,
2017091422,
2017091423,
2017091424,
2017091425,110.0
2017091426,59.97
2017091427,
2017091428,
2017091429,
2017091430,
2017091431,54.0
2017091432,50.0
2017091433,45.0
2017091434,115.0
2017091435,115.0
2017091436,115.0
2017091437,115.0
2017091438,139.0
2017091439,139.0
2017091440,149.9
2017091441,149.9
2017091442,139.0
2017091443,115.0
2017091444,88.5
2017091445,104.0
2017091446,104.0
2017091447,120.0
2017091448,120.0
2017091501,95.0
2017091502,95.0
2017091503,95.0
2017091504,95.0
2017091505,95.0
2017091506,95.0
2017091507,95.0
2017091508,140.0
2017091509,95.0
2017091510,95.0
2017091511,95.0
2017091512,95.0
2017091513,145.0
2017091514,160.0
2017091515,130.0
2017091516,140.0
2017091517,140.0
2017091518,130.0
2017091519,130.0
2017091520,130.0
2017091521,130.0
2017091522,130.0
2017091523,45.0
2017091524,140.0
2017091525,115.0
2017091526,102.0
2017091527,115.0
2017091528,115.0
2017091529,115.0
2017091530,140.0
2017091531,65.0
2017091532,58.45
2017091533,58.45
2017091534,100.0
2017091535,100.0
2017091536,100.0
2017091537,100.0
2017091538,100.0
2017091539,130.0
2017091540,130.0
2017091541,130.0
2017091542,130.0
2017091543,130.0
2017091544,130.0
2017091545,130.0
2017091546,66.0
2017091547,120.0
2017091548,85.0
2017091601,160.0
2017091602,140.0
2017091603,160.0
2017091604,140.0
2017091605,124.99
2017091606,140.0
2017091607,75.0
2017091608,140.0
2017091609,59.95
2017091610,140.0
2017091611,145.0
2017091612,124.15
2017091613,124.15
2017091614,145.0
2017091615,84.5
2017091616,115.0
2017091617,115.0
2017091618,130.0
2017091619,130.0
2017091620,130.0
2017091621,115.0
2017091622,105.0
2017091623,115.0
2017091624,115.0
2017091625,105.0
2017091626,115.0
2017091627,115.0
2017091628,74.5
2017091629,74.5
2017091630,74.5
2017091631,74.5
2017091632,67.0
2017091633,115.0
2017091634,115.0
2017091635,125.0
2017091636,125.0
2017091637,125.0
2017091638,139.0
2017091639,139.0
2017091640,139.0
2017091641,139.0
2017091642,139.0
2017091643,125.0
2017091644,100.0
2017091645,66.45
2017091646,64.0
2017091647,52.5
2017091648,59.0
2017091701,59.0
2017091702,59.0
2017091703,59.0
2017091704,160.0
2017091705,160.0
2017091706,75.0
2017091707,75.0
2017091708,79.95
2017091709,79.95
2017091710,79.95
2017091711,79.95
2017091712,79.95
2017091713,75.0
2017091714,79.0
2017091715,95.0
2017091716,145.0
2017091717,115.0
2017091718,115.0
2017091719,115.0
2017091720,105.0
2017091721,115.0
2017091722,100.0
2017091723,100.0
2017091724,100.0
2017091725,124.99
2017091726,67.95
2017091727,64.95
2017091728,62.0
2017091729,62.0
2017091730,67.0
2017091731,67.0
2017091732,111.95
2017091733,111.95
2017091734,111.95
2017091735,115.0
2017091736,111.95
2017091737,115.0
2017091738,111.95
2017091739,115.0
2017091740,115.0
2017091741,135.0
2017091742,130.0
2017091743,100.0
2017091744,100.0
2017091745,62.0
2017091746,120.0
2017091747,71.3
2017091748,71.3
2017091801,59.95
2017091802,140.0
2017091803,61.0
2017091804,61.0
2017091805,57.0
2017091806,75.0
2017091807,75.0
2017091808,75.0
2017091809,75.0
2017091810,75.0
2017091811,75.0
2017091812,78.95
2017091813,115.0
2017091814,115.0
2017091815,179.0
2017091816,179.0
2017091817,179.0
2017091818,109.45
2017091819,
2017091820,
2017091821,
2017091822,125.0
2017091823,125.0
2017091824,70.0
2017091825,115.0
2017091826,115.0
2017091827,70.0
2017091828,115.0
2017091829,150.0
2017091830,90.0
2017091831,124.0
2017091832,124.0
2017091833,129.0
2017091834,130.0
2017091835,175.0
2017091836,175.0
2017091837,175.0
2017091838,140.0
2017091839,170.0
2017091840,170.0
2017091841,150.0
2017091842,140.0
2017091843,325.0
2017091844,64.5
2017091845,64.5
2017091846,64.5
2017091847,75.0
2017091848,74.0
2017091901,66.0
2017091902,66.0
2017091903,140.0
2017091904,52.95
2017091905,52.95
2017091906,52.5
2017091907,52.5
2017091908,
2017091909,
2017091910,51.9
2017091911,140.0
2017091912,145.0
2017091913,67.95
2017091914,145.0
2017091915,75.89
2017091916,75.89
2017091917,
2017091918,
2017091919,115.0
2017091920,130.0
2017091921,52.5
2017091922,
2017091923,64.5
2017091924,124.99
2017091925,124.99
2017091926,45.0
2017091927,
2017091928,
2017091929,104.0
2017091930,
2017091931,
2017091932,45.0
2017091933,115.0
2017091934,45.0
2017091935,115.0
2017091936,115.0
2017091937,115.0
2017091938,99.95
2017091939,114.0
2017091940,115.0
2017091941,115.0
2017091942,175.0
2017091943,104.0
2017091944,124.95
2017091945,124.95
2017091946,64.0
2017091947,64.0
2017091948,58.0
2017092001,58.0
2017092002,58.0
2017092003,59.0
2017092004,64.95
2017092005,59.0
2017092006,58.5
2017092007,58.5
2017092008,58.2
2017092009,52.95
2017092010,59.95
2017092011,
2017092012,59.0
2017092013,145.0
2017092014,130.0
2017092015,130.0
2017092016,115.0
2017092017,115.0
2017092018,85.0
2017092019,115.0
2017092020,85.0
2017092021,115.0
2017092022,115.0
2017092023,104.0
2017092024,115.0
2017092025,115.0
2017092026,66.95
2017092027,104.0
2017092028,115.0
2017092029,104.0
2017092030,64.0
2017092031,85.0
2017092032,104.0
2017092033,104.0
2017092034,115.0
2017092035,115.0
2017092036,115.0
2017092037,115.0
2017092038,85.0
2017092039,115.0
2017092040,114.0
2017092041,180.0
2017092042,115.0
2017092043,115.0
2017092044,100.0
2017092045,100.0
2017092046,62.0
2017092047,120.0
2017092048,124.99
2017092101,74.0
2017092102,66.8
2017092103,66.8
2017092104,66.8
2017092105,140.0
2017092106,140.0
2017092107,66.8
2017092108,66.8
2017092109,66.8
2017092110,66.8
2017092111,66.8
2017092112,66.8
2017092113,66.8
2017092114,66.8
2017092115,130.0
2017092116,124.99
2017092117,130.0
2017092118,140.0
2017092119,140.0
2017092120,124.99
2017092121,84.5
2017092122,180.0
2017092123,111.0
2017092124,91.0
2017092125,115.0
2017092126,69.0
2017092127,69.0
2017092128,69.0
2017092129,69.0
2017092130,69.0
2017092131,95.0
2017092132,90.0
2017092133,90.0
2017092134,84.25
2017092135,99.5
2017092136,115.0
2017092137,325.0
2017092138,115.0
2017092139,115.0
2017092140,145.0
2017092141,115.0
2017092142,325.0
2017092143,180.0
2017092144,111.45
2017092145,111.45
2017092146,84.5
2017092147,120.0
2017092148,74.0
2017092201,60.5
2017092202,59.5
2017092203,60.25
2017092204,160.0
2017092205,99.0
2017092206,75.0
2017092207,75.0
2017092208,57.78
2017092209,124.99
2017092210,124.99
2017092211,124.99
2017092212,60.5
2017092213,145.0
2017092214,160.0
2017092215,130.0
2017092216,130.0
2017092217,89.0
2017092218,
2017092219,
2017092220,
2017092221,50.0
2017092222,
2017092223,45.0
2017092224,52.8
2017092225,
2017092226,52.85
2017092227,52.85
2017092228,52.85
2017092229,115.0
2017092230,52.8
2017092231,52.8
2017092232,77.25
2017092233,77.25
2017092234,77.25
2017092235,115.0
2017092236,180.0
2017092237,180.0
2017092238,115.0
2017092239,115.0
2017092240,115.0
2017092241,325.0
2017092242,130.0
2017092243,180.0
2017092244,100.0
2017092245,100.0
2017092246,58.0
2017092247,74.0
2017092248,100.0
2017092301,74.0
2017092302,74.0
2017092303,56.96
2017092304,56.96
2017092305,58.25
2017092306,58.25
2017092307,160.0
2017092308,53.0
2017092309,54.0
2017092310,54.0
2017092311,145.0
2017092312,145.0
2017092313,145.0
2017092314,145.0
2017092315,160.0
2017092316,105.0
2017092317,115.0
2017092318,92.0
2017092319,140.0
2017092320,140.0
2017092321,74.0
2017092322,74.0
2017092323,
2017092324,
2017092325,
2017092326,45.0
2017092327,
2017092328,59.0
2017092329,59.5
2017092330,59.0
2017092331,89.0
2017092332,89.0
2017092333,89.0
2017092334,81.0
2017092335,81.0
2017092336,130.0
2017092337,115.0
2017092338,78.0
2017092339,130.0
2017092340,130.0
2017092341,115.0
2017092342,78.0
2017092343,115.0
2017092344,130.0
2017092345,65.0
2017092346,62.5
2017092347,120.0
2017092348,78.0
2017092401,78.0
2017092402,78.0
2017092403,140.0
2017092404,140.0
2017092405,78.0
2017092406,78.0
2017092407,78.0
2017092408,78.0
2017092409,78.0
2017092410,78.0
2017092411,78.0
2017092412,78.0
2017092413,80.0
2017092414,140.0
2017092415,145.0
2017092416,89.0
2017092417,89.0
2017092418,89.0
2017092419,104.0
2017092420,104.0
2017092421,115.0
2017092422,115.0
2017092423,130.0
2017092424,91.0
2017092425,104.0
2017092426,104.0
2017092427,100.0
2017092428,100.0
2017092429,104.0
2017092430,104.0
2017092431,115.0
2017092432,75.5
2017092433,114.0
2017092434,130.0
2017092435,167.0
2017092436,167.0
2017092437,167.0
2017092438,167.0
