,Bids
2017022015,-85.0
2017022016,-85.0
2017022017,-85.0
2017022018,-85.0
2017022019,-88.0
2017022020,-88.0
2017022021,-88.0
2017022022,-88.0
2017022023,-82.0
2017022024,-77.0
2017022025,-88.0
2017022026,-88.0
2017022027,-88.0
2017022028,-77.0
2017022029,-77.0
2017022030,-77.0
2017022031,-77.0
2017022032,-77.0
2017022033,-77.0
2017022034,-77.0
2017022035,-77.0
2017022036,-77.0
2017022037,-77.0
2017022038,-77.0
2017022039,-77.0
2017022040,-77.0
2017022041,-77.0
2017022042,-77.0
2017022043,-77.0
2017022044,-77.0
2017022045,-77.0
2017022046,-77.0
2017022047,-77.0
2017022048,-77.0
2017022101,-77.0
2017022102,-77.0
2017022103,-77.0
2017022104,-77.0
2017022105,-77.0
2017022106,-77.0
2017022107,-77.0
2017022108,-77.0
2017022109,-77.0
2017022110,-77.0
2017022111,-77.0
2017022112,-77.0
2017022113,21.0
2017022114,21.0
2017022115,29.95
2017022116,35.6
2017022117,35.57
2017022118,35.6
2017022119,-77.01053
2017022120,-77.01053
2017022121,-77.01053
2017022122,-82.0
2017022123,-82.0
2017022124,-82.0
2017022125,-80.0
2017022126,-100.0
2017022127,-100.0
2017022128,-100.0
2017022129,-100.0
2017022130,-100.0
2017022131,-100.0
2017022132,-85.0
2017022133,-85.0
2017022134,-85.0
2017022135,-85.0
2017022136,-85.0
2017022137,-85.0
2017022138,-85.0
2017022139,-85.0
2017022140,-85.0
2017022141,-85.0
2017022142,-85.0
2017022143,-85.0
2017022144,-100.0
2017022145,-100.0
2017022146,-100.0
2017022147,-100.0
2017022148,-85.0
2017022201,-100.0
2017022202,-100.0
2017022203,-135.0
2017022204,-100.0
2017022205,-100.0
2017022206,-100.0
2017022207,-100.0
2017022208,-100.0
2017022209,-100.0
2017022210,-100.0
2017022211,-153.09
2017022212,-140.84
2017022213,-100.0
2017022214,-85.0
2017022215,-85.0
2017022216,-85.0
2017022217,-85.0
2017022218,-85.0
2017022219,-85.0
2017022220,-85.0
2017022221,-85.0
2017022222,-85.0
2017022223,-85.0
2017022224,-85.0
2017022225,-80.0
2017022226,-82.0
2017022227,-100.0
2017022228,-100.0
2017022229,-82.0
2017022230,-82.0
2017022231,-82.0
2017022232,-82.0
2017022233,-82.0
2017022234,-82.0
2017022235,-82.0
2017022236,-77.01053
2017022237,-77.01053
2017022238,12.7504
2017022239,-77.01053
2017022240,-77.01053
2017022241,-77.01053
2017022242,-77.01053
2017022243,12.7504
2017022244,12.7504
2017022245,12.7504
2017022246,12.7504
2017022247,12.0
2017022248,12.0
2017022301,12.0
2017022302,12.0
2017022303,-59.75
2017022304,-59.75
2017022305,-160.74
2017022306,-160.74
2017022307,-115.66
2017022308,-156.29
2017022309,-133.47
2017022310,0.0
2017022311,0.0
2017022312,0.0
2017022313,0.0
2017022314,0.0
2017022315,0.0
2017022316,34.7
2017022317,34.7
2017022318,33.5
2017022319,0.0
2017022320,0.0
2017022321,32.0
2017022322,30.0
2017022323,0.0
2017022324,0.0
2017022325,0.0
2017022326,0.0
2017022327,0.0
2017022328,-39.65
2017022329,-39.65
2017022330,0.0
2017022331,0.0
2017022332,-39.65
2017022333,0.0
2017022334,-5.0
2017022335,-5.0
2017022336,0.0
2017022337,30.0
2017022338,32.0
2017022339,32.0
2017022340,29.0
2017022341,29.5
2017022342,28.76
2017022343,28.76
2017022344,28.05
2017022345,0.0
2017022346,0.0
2017022347,0.0
2017022348,0.0
2017022401,0.0
2017022402,10.0
2017022403,10.0
2017022404,10.0
2017022405,10.0
2017022406,10.0
2017022407,10.0
2017022408,10.0
2017022409,10.0
2017022410,10.0
2017022411,10.0
2017022412,-150.0
2017022413,10.0
2017022414,10.0
2017022415,32.75
2017022416,30.26
2017022417,30.26
2017022418,30.26
2017022419,36.5
2017022420,0.0
2017022421,0.0
2017022422,36.05
2017022423,36.5
2017022424,36.8
2017022425,37.0
2017022426,35.6
2017022427,35.61
2017022428,35.61
2017022429,36.5
2017022430,35.6
2017022431,-85.0
2017022432,-85.0
2017022433,-85.0
2017022434,-85.0
2017022435,-85.0
2017022436,-85.0
2017022437,-85.0
2017022438,-85.0
2017022439,-85.0
2017022440,-85.0
2017022441,-85.0
2017022442,-85.0
2017022443,-85.0
2017022444,-85.0
2017022445,-88.0
2017022446,-88.0
2017022447,-88.0
2017022448,-88.0
2017022501,-88.0
2017022502,-88.0
2017022503,-88.0
2017022504,-88.0
2017022505,-88.0
2017022506,-146.77
2017022507,-146.77
2017022508,-146.77
2017022509,-146.77
2017022510,-146.77
2017022511,-146.77
2017022512,-146.77
2017022513,-146.77
2017022514,-146.77
2017022515,-146.77
2017022516,-146.77
2017022517,-146.77
2017022518,-146.77
2017022519,-146.77
2017022520,-146.77
2017022521,-146.77
2017022522,-146.77
2017022523,-146.77
2017022524,-146.77
2017022525,-146.77
2017022526,-146.77
2017022527,-146.77
2017022528,-146.77
2017022529,-146.77
2017022530,-146.77
2017022531,-80.0
2017022532,-80.0
2017022533,-66.5
2017022534,-66.5
2017022535,-66.5
2017022536,-66.5
2017022537,0.0
2017022538,28.5
2017022539,28.5
2017022540,0.0
2017022541,28.5
2017022542,0.0
2017022543,35.45
2017022544,0.0
2017022545,35.36
2017022546,35.45
2017022547,10.0
2017022548,10.0
2017022601,10.0
2017022602,10.0
2017022603,10.0
2017022604,10.0
2017022605,0.0
2017022606,0.0
2017022607,-59.75
2017022608,-153.09
2017022609,-153.09
2017022610,-153.09
2017022611,-153.09
2017022612,-130.0
2017022613,-130.0
2017022614,-85.0
2017022615,-85.0
2017022616,-85.0
2017022617,-85.0
2017022618,-146.77
2017022619,-146.77
2017022620,-146.77
2017022621,-146.77
2017022622,-146.77
2017022623,-146.77
2017022624,-146.77
2017022625,-146.77
2017022626,-66.5
2017022627,-146.77
2017022628,-146.77
2017022629,-146.77
2017022630,-146.77
2017022631,-146.77
2017022632,-66.5
2017022633,-66.5
2017022634,-66.5
2017022635,-66.5
2017022636,-66.5
2017022637,-66.5
2017022638,-66.5
2017022639,-66.5
2017022640,-66.5
2017022641,-66.5
2017022642,-66.5
2017022643,-100.0
2017022644,-100.0
2017022645,-100.0
2017022646,-100.0
2017022647,-100.0
2017022648,-160.74
2017022701,-160.74
2017022702,-153.09
2017022703,-100.0
2017022704,-100.0
2017022705,-69.03
2017022706,-69.03
2017022707,-69.03
2017022708,-66.5
2017022709,-66.5
2017022710,-66.5
2017022711,-66.5
2017022712,-66.5
2017022713,-66.5
2017022714,-66.5
2017022715,-66.5
2017022716,-66.5
2017022717,-66.5
2017022718,-66.5
2017022719,-66.5
2017022720,-66.5
2017022721,30.0
2017022722,35.78
2017022723,
2017022724,
2017022725,
2017022726,25.0
2017022727,0.0
2017022728,25.0
2017022729,35.0
2017022730,35.0
2017022731,35.0
2017022732,0.0
2017022733,0.0
2017022734,34.05
2017022735,0.0
2017022736,0.0
2017022737,34.05
2017022738,34.05
2017022739,0.0
2017022740,0.0
2017022741,25.0
2017022742,10.0
2017022743,0.0
2017022744,25.0
2017022745,21.0
2017022746,31.0
2017022747,21.0
2017022748,22.0
2017022801,22.0
2017022802,22.0
2017022803,22.0
2017022804,22.0
2017022805,22.0
2017022806,22.0
2017022807,22.0
2017022808,22.0
2017022809,22.0
2017022810,22.0
2017022811,22.0
2017022812,0.0
2017022813,22.0
2017022814,22.0
2017022815,25.0
2017022816,36.11
2017022817,24.95
2017022818,25.0
2017022819,0.0
2017022820,35.0
2017022821,35.0
2017022822,25.0
2017022823,25.0
2017022824,36.11
2017022825,36.26
2017022826,50.0
2017022827,35.2
2017022828,35.0
2017022829,35.8
2017022830,35.8
2017022831,35.33
2017022832,35.33
2017022833,0.0
2017022834,35.33
2017022835,35.33
2017022836,36.11
2017022837,36.05
2017022838,0.0
2017022839,-39.65
2017022840,35.0
2017022841,35.0
2017022842,-5.0
2017022843,35.0
2017022844,10.0
2017022845,32.51
2017022846,0.0
2017022847,10.0
2017022848,30.0
2017030101,22.0
2017030102,32.51
2017030103,32.51
2017030104,32.51
2017030105,32.51
2017030106,32.51
2017030107,32.51
2017030108,31.05
2017030109,31.05
2017030110,5.0
2017030111,5.0
2017030112,-150.0
2017030113,-150.0
2017030114,32.51
2017030115,32.51
2017030116,25.0
2017030117,25.0
2017030118,35.66
2017030119,34.2
2017030120,31.0
2017030121,30.01
2017030122,11.15
2017030123,11.15
2017030124,34.0
2017030125,35.6
2017030126,30.0
2017030127,34.25
2017030128,25.0
2017030129,35.65
2017030130,35.3
2017030131,35.0
2017030132,35.0
2017030133,0.0
2017030134,0.0
2017030135,35.0
2017030136,0.0
2017030137,34.25
2017030138,34.25
2017030139,0.0
2017030140,0.0
2017030141,0.0
2017030142,29.0
2017030143,0.0
2017030144,0.0
2017030145,0.0
2017030146,26.5
2017030147,0.0
2017030148,0.0
2017030201,10.0
2017030202,10.0
2017030203,10.0
2017030204,5.0
2017030205,10.0
2017030206,10.0
2017030207,10.0
2017030208,10.0
2017030209,10.0
2017030210,10.0
2017030211,10.0
2017030212,-150.0
2017030213,-150.0
2017030214,10.0
2017030215,20.0
2017030216,25.0
2017030217,32.0
2017030218,33.5
2017030219,34.0
2017030220,33.5
2017030221,33.5
2017030222,34.11
2017030223,25.0
2017030224,25.0
2017030225,25.0
2017030226,25.0
2017030227,25.0
2017030228,25.0
2017030229,-66.21
2017030230,-66.21
2017030231,-66.21
2017030232,-66.21
2017030233,-66.21
2017030234,-66.21
2017030235,25.0
2017030236,0.0
2017030237,0.0
2017030238,20.0
2017030239,0.0
2017030240,0.0
2017030241,2.5
2017030242,0.0
2017030243,7.0
2017030244,34.5
2017030245,25.0
2017030246,20.0
2017030247,0.0
2017030248,0.0
2017030301,0.0
2017030302,12.0
2017030303,12.0
2017030304,12.0
2017030305,12.0
2017030306,12.0
2017030307,12.0
2017030308,9.0
2017030309,12.0
2017030310,12.0
2017030311,12.0
2017030312,0.0
2017030313,0.0
2017030314,5.0
2017030315,30.0
2017030316,0.0
2017030317,0.0
2017030318,34.0
2017030319,36.0
2017030320,33.2
2017030321,
2017030322,31.0
2017030323,31.0
2017030324,34.0
2017030325,40.0
2017030326,50.0
2017030327,37.0
2017030328,27.0
2017030329,29.6
2017030330,29.6
2017030331,29.6
2017030332,29.6
2017030333,29.6
2017030334,29.65
2017030335,29.65
2017030336,0.0
2017030337,0.0
2017030338,0.0
2017030339,0.0
2017030340,0.0
2017030341,0.0
2017030342,0.0
2017030343,0.0
2017030344,1.5
2017030345,0.0
2017030346,1.5
2017030347,1.5
2017030348,1.5
2017030401,1.5
2017030402,1.5
2017030403,1.5
2017030404,0.0
2017030405,0.0
2017030406,-61.22
2017030407,-61.22
2017030408,-61.22
2017030409,-61.22
2017030410,-61.22
2017030411,-61.22
2017030412,-61.22
2017030413,0.0
2017030414,22.0
2017030415,29.0
2017030416,29.0
2017030417,29.0
2017030418,25.0
2017030419,-66.21
2017030420,-66.21
2017030421,-66.21
2017030422,-66.21
2017030423,-66.21
2017030424,-66.21
2017030425,-66.21
2017030426,-66.21
2017030427,-66.21
2017030428,-66.21
2017030429,-66.21
2017030430,-66.21
2017030431,-66.21
2017030432,-66.21
2017030433,-66.21
2017030434,-66.21
2017030435,-66.21
2017030436,-66.21
2017030437,-66.21
2017030438,-66.21
2017030439,0.0
2017030440,33.81
2017030441,0.0
2017030442,0.0
2017030443,29.4
2017030444,34.18
2017030445,29.65
2017030446,29.65
2017030447,10.0
2017030448,10.0
2017030501,10.0
2017030502,10.0
2017030503,10.0
2017030504,10.0
2017030505,10.0
2017030506,10.0
2017030507,10.0
2017030508,10.0
2017030509,10.0
2017030510,10.0
2017030511,10.0
2017030512,10.0
2017030513,10.0
2017030514,10.0
2017030515,13.0
2017030516,10.0
2017030517,10.0
2017030518,25.0
2017030519,0.0
2017030520,0.0
2017030521,33.6
2017030522,31.0
2017030523,29.51
2017030524,29.51
2017030525,33.01
2017030526,0.0
2017030527,0.0
2017030528,29.6
2017030529,29.6
2017030530,29.6
2017030531,29.6
2017030532,29.6
2017030533,33.6
2017030534,33.61
2017030535,33.61
2017030536,
2017030537,
2017030538,2.5
2017030539,2.5
2017030540,27.76
2017030541,0.0
2017030542,0.0
2017030543,33.6
2017030544,0.0
2017030545,0.0
2017030546,29.25
2017030547,10.0
2017030548,5.0
2017030601,28.5
2017030602,28.25
2017030603,24.5
2017030604,24.5
2017030605,24.5
2017030606,24.5
2017030607,24.5
2017030608,24.5
2017030609,24.5
2017030610,24.5
2017030611,9.17
2017030612,24.5
2017030613,24.5
2017030614,0.0
2017030615,0.0
2017030616,0.0
2017030617,0.0
2017030618,0.0
2017030619,0.0
2017030620,0.0
2017030621,0.0
2017030622,0.0
2017030623,0.0
2017030624,0.0
2017030625,0.0
2017030626,0.0
2017030627,0.0
2017030628,0.0
2017030629,0.0
2017030630,0.0
2017030631,0.0
2017030632,0.0
2017030633,0.0
2017030634,0.0
2017030635,0.0
2017030636,0.0
2017030637,0.0
2017030638,0.0
2017030639,0.0
2017030640,0.0
2017030641,0.0
2017030642,0.0
2017030643,0.0
2017030644,0.0
2017030645,0.0
2017030646,0.0
2017030647,0.0
2017030648,0.0
2017030701,0.0
2017030702,0.0
2017030703,0.0
2017030704,0.0
2017030705,33.0
2017030706,24.5
2017030707,24.5
2017030708,31.0
2017030709,31.0
2017030710,31.0
2017030711,33.25
2017030712,28.25
2017030713,-150.0
2017030714,0.0
2017030715,0.0
2017030716,30.0
2017030717,31.0
2017030718,31.0
2017030719,31.0
2017030720,31.0
2017030721,30.66
2017030722,30.66
2017030723,30.66
2017030724,30.66
2017030725,30.66
2017030726,30.66
2017030727,32.11
2017030728,32.11
2017030729,28.25
2017030730,27.0
2017030731,0.0
2017030732,0.0
2017030733,30.66
2017030734,0.0
2017030735,0.0
2017030736,0.0
2017030737,0.0
2017030738,0.0
2017030739,0.0
2017030740,-85.0
2017030741,-85.0
2017030742,-85.0
2017030743,-80.0
2017030744,-80.0
2017030745,-80.0
2017030746,-80.0
2017030747,-80.0
2017030748,-80.0
2017030801,-80.0
2017030802,-80.0
2017030803,-80.0
2017030804,-80.0
2017030805,-80.0
2017030806,-80.0
2017030807,-80.0
2017030808,-80.0
2017030809,-80.0
2017030810,-80.0
2017030811,-80.0
2017030812,-150.0
2017030813,-150.0
2017030814,-80.0
2017030815,-85.0
2017030816,-85.0
2017030817,-85.0
2017030818,-85.0
2017030819,-85.0
2017030820,-85.0
2017030821,-85.0
2017030822,-85.0
2017030823,-88.0
2017030824,-88.0
2017030825,-88.0
2017030826,-88.0
2017030827,-88.0
2017030828,-88.0
2017030829,-88.0
2017030830,-88.0
2017030831,-88.0
2017030832,-100.0
2017030833,-100.0
2017030834,-100.0
2017030835,-100.0
2017030836,-100.0
2017030837,-100.0
2017030838,-100.0
2017030839,-100.0
2017030840,-100.0
2017030841,-100.0
2017030842,-77.01053
2017030843,-77.01053
2017030844,-77.01053
2017030845,-77.01053
2017030846,-77.01053
2017030847,-77.01053
2017030848,-77.01053
2017030901,-77.01053
2017030902,-77.01053
2017030903,-77.01053
2017030904,-77.01053
2017030905,-77.01053
2017030906,-77.01053
2017030907,-77.01053
2017030908,-77.01053
2017030909,-77.01053
2017030910,-77.01053
2017030911,-150.0
2017030912,-77.01053
2017030913,-150.0
2017030914,-77.01053
2017030915,-77.01053
2017030916,-77.01053
2017030917,-140.84
2017030918,-140.84
2017030919,-77.01053
2017030920,-77.01053
2017030921,-77.01053
2017030922,-77.01053
2017030923,-77.01053
2017030924,-100.0
2017030925,-100.0
2017030926,-100.0
2017030927,-100.0
2017030928,-100.0
2017030929,-100.0
2017030930,-77.01053
2017030931,-77.01053
2017030932,-77.01053
2017030933,-77.01053
2017030934,-77.01053
2017030935,-77.01053
2017030936,-77.01053
2017030937,0.0
2017030938,31.0
2017030939,31.0
2017030940,31.0
2017030941,31.0
2017030942,31.0
2017030943,31.0
2017030944,0.0
2017030945,0.0
2017030946,0.0
2017030947,0.0
2017030948,30.01
2017031001,29.5
2017031002,29.5
2017031003,29.5
2017031004,29.96
2017031005,5.0
2017031006,5.0
2017031007,5.0
2017031008,5.0
2017031009,28.0
2017031010,5.0
2017031011,5.0
2017031012,-150.0
2017031013,-150.0
2017031014,28.5
2017031015,28.5
2017031016,0.0
2017031017,0.0
2017031018,29.51
2017031019,29.51
2017031020,0.0
2017031021,29.51
2017031022,0.0
2017031023,29.51
2017031024,29.51
2017031025,29.96
2017031026,30.0
2017031027,30.0
2017031028,30.0
2017031029,29.51
2017031030,30.01
2017031031,30.01
2017031032,30.01
2017031033,30.01
2017031034,30.01
2017031035,30.01
2017031036,5.0
2017031037,30.01
2017031038,30.01
2017031039,5.0
2017031040,5.0
2017031041,0.0
2017031042,0.0
2017031043,0.0
2017031044,30.5
2017031045,30.5
2017031046,25.0
2017031047,25.0
2017031048,25.0
2017031101,25.0
2017031102,25.0
2017031103,5.0
2017031104,-85.0
2017031105,-85.0
2017031106,-85.0
2017031107,-85.0
2017031108,-85.0
2017031109,-85.0
2017031110,-85.0
2017031111,-85.0
2017031112,25.0
2017031113,25.0
2017031114,25.0
2017031115,25.0
2017031116,10.0
2017031117,10.0
2017031118,30.11
2017031119,31.95
2017031120,30.51
2017031121,10.0
2017031122,10.0
2017031123,10.0
2017031124,10.0
2017031125,28.01
2017031126,28.01
2017031127,31.95
2017031128,31.95
2017031129,31.95
2017031130,33.6
2017031131,32.3
2017031132,32.5
2017031133,32.5
2017031134,28.01
2017031135,28.01
2017031136,0.0
2017031137,0.0
2017031138,0.0
2017031139,0.0
2017031140,0.0
2017031141,25.0
2017031142,25.0
2017031143,25.0
2017031144,-8.0
2017031145,-8.0
2017031146,-8.0
2017031147,-8.0
2017031148,11.0
2017031201,11.0
2017031202,11.0
2017031203,11.0
2017031204,11.0
2017031205,11.0
2017031206,11.0
2017031207,11.0
2017031208,11.0
2017031209,11.0
2017031210,11.0
2017031211,11.0
2017031212,5.0
2017031213,11.0
2017031214,11.0
2017031215,11.0
2017031216,11.0
2017031217,25.0
2017031218,21.0
2017031219,21.0
2017031220,31.01
2017031221,31.01
2017031222,31.01
2017031223,32.0
2017031224,32.0
2017031225,32.0
2017031226,32.37
2017031227,32.0
2017031228,31.95
2017031229,31.95
2017031230,31.95
2017031231,31.01
2017031232,31.01
2017031233,29.51
2017031234,25.0
2017031235,29.51
2017031236,29.51
2017031237,0.0
2017031238,0.0
2017031239,0.0
2017031240,0.0
2017031241,29.45
2017031242,-6.0
2017031243,-6.0
2017031244,-6.0
2017031245,-6.0
2017031246,30.01
2017031247,-85.0
2017031248,-85.0
2017031301,-85.0
2017031302,-85.0
2017031303,-85.0
2017031304,-85.0
2017031305,-85.0
2017031306,-85.0
2017031307,-85.0
2017031308,-85.0
2017031309,15.0
2017031310,-72.0
2017031311,-72.0
2017031312,-150.0
2017031313,-150.0
2017031314,-61.26
2017031315,0.0
2017031316,20.0
2017031317,-77.0
2017031318,-77.0
2017031319,-77.0
2017031320,-77.0
2017031321,-77.0
2017031322,-77.0
2017031323,-77.0
2017031324,-77.0
2017031325,-77.0
2017031326,-77.0
2017031327,-85.0
2017031328,-85.0
2017031329,-85.0
2017031330,-85.0
2017031331,-85.0
2017031332,-85.0
2017031333,-85.0
2017031334,-85.0
2017031335,-85.0
2017031336,-85.0
2017031337,-85.0
2017031338,-85.0
2017031339,-85.0
2017031340,-85.0
2017031341,-85.0
2017031342,-85.0
2017031343,-85.0
2017031344,-85.0
2017031345,-85.0
2017031346,-85.0
2017031347,-85.0
2017031348,-85.0
2017031401,-85.0
2017031402,-85.0
2017031403,-85.0
2017031404,-85.0
2017031405,-85.0
2017031406,-85.0
2017031407,-85.0
2017031408,-85.0
2017031409,-85.0
2017031410,-88.0
2017031411,-150.0
2017031412,-150.0
2017031413,-88.0
2017031414,-88.0
2017031415,-88.0
2017031416,-88.0
2017031417,-85.0
2017031418,-85.0
2017031419,-85.0
2017031420,-85.0
2017031421,-85.0
2017031422,-85.0
2017031423,-85.0
2017031424,-85.0
2017031425,-85.0
2017031426,-85.0
2017031427,-85.0
2017031428,-85.0
2017031429,-85.0
2017031430,-85.0
2017031431,-85.0
2017031432,-85.0
2017031433,-85.0
2017031434,-85.0
2017031435,-85.0
2017031436,-85.0
2017031437,-80.0
2017031438,-80.0
2017031439,-80.0
2017031440,-80.0
2017031441,-85.0
2017031442,-85.0
2017031443,-85.0
2017031444,-100.0
2017031445,-100.0
2017031446,-100.0
2017031447,-100.0
2017031448,-100.0
2017031501,-100.0
2017031502,-100.0
2017031503,-100.0
2017031504,-80.0
2017031505,-100.0
2017031506,-100.0
2017031507,-100.0
2017031508,-100.0
2017031509,-100.0
2017031510,-100.0
2017031511,-100.0
2017031512,-150.0
2017031513,-150.0
2017031514,-80.0
2017031515,-80.0
2017031516,-80.0
2017031517,-80.0
2017031518,-80.0
2017031519,-80.0
2017031520,-80.0
2017031521,-80.0
2017031522,-80.0
2017031523,-80.0
2017031524,-80.0
2017031525,5.0
2017031526,5.0
2017031527,5.0
2017031528,0.0
2017031529,25.2
2017031530,23.45
2017031531,23.45
2017031532,23.45
2017031533,1.0
2017031534,-72.0
2017031535,-72.0
2017031536,-72.0
2017031537,-72.0
2017031538,-72.0
2017031539,-72.0
2017031540,-72.0
2017031541,-72.0
2017031542,-72.0
2017031543,-85.0
2017031544,-85.0
2017031545,-85.0
2017031546,-85.0
2017031547,-85.0
2017031548,-85.0
2017031601,-85.0
2017031602,-85.0
2017031603,-85.0
2017031604,-85.0
2017031605,-85.0
2017031606,-85.0
2017031607,-85.0
2017031608,-88.0
2017031609,-88.0
2017031610,-88.0
2017031611,-88.0
2017031612,-150.0
2017031613,-88.0
2017031614,-88.0
2017031615,-88.0
2017031616,-85.0
2017031617,-85.0
2017031618,-85.0
2017031619,-85.0
2017031620,-85.0
2017031621,-100.0
2017031622,-100.0
2017031623,-100.0
2017031624,-100.0
2017031625,-100.0
2017031626,-100.0
2017031627,-100.0
2017031628,-100.0
2017031629,-100.0
2017031630,-100.0
2017031631,-100.0
2017031632,-100.0
2017031633,-100.0
2017031634,-100.0
2017031635,-100.0
2017031636,-100.0
2017031637,-100.0
2017031638,-85.0
2017031639,-85.0
2017031640,-85.0
2017031641,-85.0
2017031642,-80.0
2017031643,-80.0
2017031644,-80.0
2017031645,-80.0
2017031646,-85.0
2017031647,-100.0
2017031648,-100.0
2017031701,-85.0
2017031702,-85.0
2017031703,-85.0
2017031704,-85.0
2017031705,-85.0
2017031706,-85.0
2017031707,-146.77
2017031708,-146.77
2017031709,-146.77
2017031710,-146.77
2017031711,-146.77
2017031712,-150.0
2017031713,-150.0
2017031714,-80.0
2017031715,-80.0
2017031716,-80.0
2017031717,-80.0
2017031718,-80.0
2017031719,-80.0
2017031720,-80.0
2017031721,-80.0
2017031722,-80.0
2017031723,-80.0
2017031724,-80.0
2017031725,-80.0
2017031726,-80.0
2017031727,20.0
2017031728,20.0
2017031729,20.0
2017031730,20.0
2017031731,20.0
2017031732,20.0
2017031733,20.0
2017031734,5.0
2017031735,5.0
2017031736,0.0
2017031737,0.0
2017031738,1.25
2017031739,0.0
2017031740,5.0
2017031741,25.0
2017031742,20.0
2017031743,0.0
2017031744,-50.0
2017031745,-66.21
2017031746,-66.21
2017031747,-66.21
2017031748,-66.21
2017031801,-66.21
2017031802,-66.21
2017031803,0.0
2017031804,-146.77
2017031805,-146.77
2017031806,-146.77
2017031807,-146.77
2017031808,-146.77
2017031809,-158.0
2017031810,-158.0
2017031811,-146.77
2017031812,-146.77
2017031813,0.0
2017031814,0.0
2017031815,-10.0
2017031816,-10.0
2017031817,-10.0
2017031818,-10.0
2017031819,-10.0
2017031820,20.0
2017031821,27.52
2017031822,23.5
2017031823,22.0
2017031824,22.0
2017031825,22.0
2017031826,22.0
2017031827,22.0
2017031828,22.0
2017031829,22.0
2017031830,22.0
2017031831,22.0
2017031832,22.0
2017031833,22.0
2017031834,22.0
2017031835,27.86
2017031836,0.0
2017031837,30.0
2017031838,0.0
2017031839,27.86
2017031840,0.0
2017031841,0.0
2017031842,0.0
2017031843,0.0
2017031844,22.0
2017031845,-10.0
2017031846,-10.0
2017031847,-150.0
2017031848,0.0
2017031901,1.0
2017031902,4.0
2017031903,0.0
2017031904,-69.03
2017031905,-69.03
2017031906,-69.03
2017031907,-54.78
2017031908,-59.75
2017031909,-59.75
2017031910,-59.75
2017031911,-59.75
2017031912,-59.75
2017031913,-59.75
2017031914,0.0
2017031915,0.0
2017031916,-10.05
2017031917,-0.05
2017031918,9.45001
2017031919,-80.0
2017031920,-80.0
2017031921,-80.0
2017031922,-80.0
2017031923,-80.0
2017031924,-80.0
2017031925,-80.0
2017031926,-80.0
2017031927,-80.0
2017031928,-85.0
2017031929,-85.0
2017031930,-85.0
2017031931,-100.0
2017031932,-100.0
2017031933,-100.0
2017031934,-100.0
2017031935,-80.0
2017031936,-80.0
2017031937,-100.0
2017031938,-100.0
2017031939,-80.0
2017031940,-80.0
2017031941,-80.0
2017031942,-80.0
2017031943,-80.0
2017031944,-80.0
2017031945,-80.0
2017031946,-80.0
2017031947,-80.0
2017031948,-80.0
2017032001,9.0
2017032002,9.0
2017032003,9.0
2017032004,9.0
2017032005,-85.0
2017032006,-85.0
2017032007,-85.0
2017032008,-85.0
2017032009,-85.0
2017032010,-85.0
2017032011,-85.0
2017032012,-85.0
2017032013,-150.0
2017032014,-100.0
2017032015,-100.0
2017032016,-100.0
2017032017,-100.0
2017032018,-100.0
2017032019,-100.0
2017032020,-100.0
2017032021,-100.0
2017032022,-100.0
2017032023,-100.0
2017032024,-100.0
2017032025,-100.0
2017032026,-100.0
2017032027,-100.0
2017032028,-100.0
2017032029,-100.0
2017032030,-100.0
2017032031,-100.0
2017032032,-100.0
2017032033,-100.0
2017032034,-100.0
2017032035,-100.0
2017032036,-100.0
2017032037,-100.0
2017032038,-80.0
2017032039,-80.0
2017032040,-80.0
2017032041,-80.0
2017032042,-80.0
2017032043,-80.0
2017032044,-80.0
2017032045,-80.0
2017032046,-80.0
2017032047,-80.0
2017032048,-80.0
2017032101,-80.0
2017032102,-80.0
2017032103,-80.0
2017032104,-80.0
2017032105,-80.0
2017032106,-80.0
2017032107,-80.0
2017032108,-80.0
2017032109,-80.0
2017032110,-80.0
2017032111,-80.0
2017032112,-80.0
2017032113,-80.0
2017032114,-80.0
2017032115,-80.0
2017032116,-80.0
2017032117,-80.0
2017032118,-80.0
2017032119,-80.0
2017032120,-80.0
2017032121,-80.0
2017032122,-80.0
2017032123,-80.0
2017032124,-80.0
2017032125,-80.0
2017032126,-80.0
2017032127,-60.74
2017032128,-60.74
2017032129,-60.74
2017032130,-61.22
2017032131,-61.22
2017032132,-50.0
2017032133,-66.21
2017032134,-66.21
2017032135,0.0
2017032136,-66.21
2017032137,-66.21
2017032138,0.0
2017032139,0.0
2017032140,0.0
2017032141,0.0
2017032142,0.0
2017032143,0.0
2017032144,0.0
2017032145,0.0
2017032146,0.0
2017032147,0.0
2017032148,0.0
2017032201,0.0
2017032202,0.0
2017032203,0.0
2017032204,0.0
2017032205,0.0
2017032206,0.0
2017032207,0.0
2017032208,0.0
2017032209,0.0
2017032210,0.0
2017032211,0.0
2017032212,0.0
2017032213,-150.0
2017032214,0.0
2017032215,0.0
2017032216,0.0
2017032217,0.0
2017032218,0.0
2017032219,0.0
2017032220,0.0
2017032221,0.0
2017032222,0.0
2017032223,0.0
2017032224,0.0
2017032225,0.0
2017032226,0.0
2017032227,0.0
2017032228,0.0
2017032229,0.0
2017032230,0.0
2017032231,0.0
2017032232,0.0
2017032233,0.0
2017032234,0.0
2017032235,0.0
2017032236,0.0
2017032237,0.0
2017032238,-85.0
2017032239,-85.0
2017032240,0.0
2017032241,0.0
