,Bids
2016081915,23.0
2016081916,24.1
2016081917,25.5
2016081918,26.15
2016081919,26.15
2016081920,-75.0
2016081921,-75.0
2016081922,-75.0
2016081923,-75.0
2016081924,-75.0
2016081925,-100.0
2016081926,-100.0
2016081927,-100.0
2016081928,-100.0
2016081929,-100.0
2016081930,-100.0
2016081931,-100.0
2016081932,-100.0
2016081933,-100.0
2016081934,-100.0
2016081935,24.2
2016081936,24.51
2016081937,22.0
2016081938,22.0
2016081939,20.0
2016081940,20.0
2016081941,22.0
2016081942,24.8
2016081943,0.0
2016081944,21.01
2016081945,19.75
2016081946,19.75
2016081947,10.0
2016081948,10.0
2016082001,10.0
2016082002,0.0
2016082003,0.0
2016082004,-49.0
2016082005,0.0
2016082006,0.0
2016082007,33.0
2016082008,24.8
2016082009,
2016082010,
2016082011,
2016082012,
2016082013,-150.0
2016082014,19.0
2016082015,19.0
2016082016,19.0
2016082017,19.0
2016082018,20.0
2016082019,20.0
2016082020,15.0
2016082021,20.0
2016082022,20.0
2016082023,20.0
2016082024,20.0
2016082025,20.0
2016082026,15.0
2016082027,20.0
2016082028,25.0
2016082029,30.0
2016082030,20.0
2016082031,25.0
2016082032,
2016082033,30.0
2016082034,20.0
2016082035,20.0
2016082036,20.0
2016082037,20.0
2016082038,21.01
2016082039,20.0
2016082040,20.0
2016082041,0.0
2016082042,0.0
2016082043,20.0
2016082044,4.69
2016082045,0.0
2016082046,0.0
2016082047,0.0
2016082048,0.0
2016082101,0.0
2016082102,0.0
2016082103,0.0
2016082104,0.0
2016082105,0.0
2016082106,0.0
2016082107,0.0
2016082108,0.0
2016082109,0.0
2016082110,0.0
2016082111,0.0
2016082112,0.0
2016082113,
2016082114,
2016082115,-153.89
2016082116,
2016082117,26.26
2016082118,
2016082119,15.0
2016082120,15.0
2016082121,15.0
2016082122,20.0
2016082123,25.2
2016082124,
2016082125,
2016082126,
2016082127,
2016082128,21.3
2016082129,15.0
2016082130,21.3
2016082131,21.3
2016082132,
2016082133,21.3
2016082134,20.1
2016082135,21.3
2016082136,22.5
2016082137,23.75
2016082138,23.75
2016082139,22.5
2016082140,22.5
2016082141,20.3
2016082142,20.3
2016082143,0.0
2016082144,0.0
2016082145,5.0
2016082146,-10.0
2016082147,-10.0
2016082148,-10.0
2016082201,0.0
2016082202,0.0
2016082203,0.0
2016082204,0.0
2016082205,0.0
2016082206,0.0
2016082207,0.0
2016082208,0.0
2016082209,0.0
2016082210,0.0
2016082211,0.0
2016082212,0.0
2016082213,-50.0
2016082214,-50.0
2016082215,-50.0
2016082216,-50.0
2016082217,-50.0
2016082218,21.06
2016082219,15.0
2016082220,21.06
2016082221,23.25
2016082222,24.5
2016082223,24.5
2016082224,11.47
2016082225,15.0
2016082226,5.0
2016082227,23.75
2016082228,15.0
2016082229,15.0
2016082230,15.0
2016082231,24.0
2016082232,23.75
2016082233,21.3
2016082234,15.0
2016082235,24.05
2016082236,24.05
2016082237,24.05
2016082238,24.05
2016082239,24.05
2016082240,24.05
2016082241,22.5
2016082242,0.0
2016082243,0.0
2016082244,0.0
2016082245,22.51
2016082246,21.3
2016082247,10.0
2016082248,0.0
2016082301,0.0
2016082302,0.0
2016082303,0.0
2016082304,0.0
2016082305,0.0
2016082306,0.0
2016082307,0.0
2016082308,0.0
2016082309,0.0
2016082310,0.0
2016082311,0.0
2016082312,-150.0
2016082313,-150.0
2016082314,15.0
2016082315,14.3
2016082316,19.0
2016082317,11.0
2016082318,21.06
2016082319,23.51
2016082320,21.06
2016082321,22.01
2016082322,23.25
2016082323,23.25
2016082324,24.75
2016082325,0.0
2016082326,24.75
2016082327,24.75
2016082328,24.8
2016082329,24.8
2016082330,24.8
2016082331,24.8
2016082332,25.2
2016082333,22.5
2016082334,24.6
2016082335,22.5
2016082336,22.5
2016082337,25.4
2016082338,25.4
2016082339,25.4
2016082340,25.4
2016082341,25.4
2016082342,0.0
2016082343,0.0
2016082344,18.0
2016082345,0.0
2016082346,0.0
2016082347,10.5
2016082348,22.15
2016082401,22.15
2016082402,22.15
2016082403,0.0
2016082404,0.0
2016082405,0.0
2016082406,0.0
2016082407,0.0
2016082408,0.0
2016082409,0.0
2016082410,0.0
2016082411,22.0
2016082412,-150.0
2016082413,-150.0
2016082414,18.0
2016082415,21.01
2016082416,0.0
2016082417,27.0
2016082418,25.15
2016082419,24.5
2016082420,0.0
2016082421,0.0
2016082422,23.51
2016082423,0.0
2016082424,24.5
2016082425,24.55
2016082426,24.85
2016082427,22.01
2016082428,0.0
2016082429,24.85
2016082430,0.0
2016082431,24.85
2016082432,22.01
2016082433,22.01
2016082434,24.55
2016082435,24.15
2016082436,0.0
2016082437,0.0
2016082438,0.0
2016082439,0.0
2016082440,27.55
2016082441,0.0
2016082442,0.0
2016082443,0.0
2016082444,24.7
2016082445,24.7
2016082446,0.0
2016082447,1.08
2016082448,20.0
2016082501,10.0
2016082502,-11.5
2016082503,16.05
2016082504,16.05
2016082505,
2016082506,24.55
2016082507,16.05
2016082508,16.05
2016082509,16.05
2016082510,16.05
2016082511,
2016082512,19.75
2016082513,
2016082514,
2016082515,21.0
2016082516,1.0
2016082517,22.0
2016082518,24.4
2016082519,22.0
2016082520,22.0
2016082521,22.0
2016082522,22.0
2016082523,22.0
2016082524,24.0
2016082525,24.0
2016082526,24.0
2016082527,24.0
2016082528,24.0
2016082529,24.0
2016082530,-39.6
2016082531,-39.6
2016082532,0.0
2016082533,0.0
2016082534,15.0
2016082535,15.0
2016082536,15.0
2016082537,25.62
2016082538,15.0
2016082539,0.0
2016082540,25.62
2016082541,25.62
2016082542,26.1
2016082543,0.0
2016082544,22.5
2016082545,25.6
2016082546,22.0
2016082547,15.0
2016082548,22.0
2016082601,0.0
2016082602,0.0
2016082603,0.0
2016082604,0.0
2016082605,0.0
2016082606,0.0
2016082607,0.0
2016082608,0.0
2016082609,0.0
2016082610,0.0
2016082611,0.0
2016082612,0.0
2016082613,0.0
2016082614,0.0
2016082615,14.5
2016082616,14.5
2016082617,14.5
2016082618,22.06
2016082619,24.5
2016082620,0.0
2016082621,0.0
2016082622,0.0
2016082623,25.0
2016082624,25.0
2016082625,-10.05
2016082626,15.0
2016082627,10.0
2016082628,24.2
2016082629,22.45
2016082630,22.45
2016082631,22.45
2016082632,22.5
2016082633,22.5
2016082634,0.0
2016082635,24.2
2016082636,24.21
2016082637,22.01
2016082638,0.0
2016082639,25.0
2016082640,0.0
2016082641,0.0
2016082642,25.05
2016082643,25.5
2016082644,25.5
2016082645,22.6
2016082646,19.0
2016082647,10.0
2016082648,22.01
2016082701,0.0
2016082702,0.0
2016082703,0.0
2016082704,0.0
2016082705,0.0
2016082706,0.0
2016082707,0.0
2016082708,0.0
2016082709,0.0
2016082710,0.0
2016082711,0.0
2016082712,0.0
2016082713,-150.0
2016082714,-150.0
2016082715,0.0
2016082716,0.0
2016082717,15.0
2016082718,24.3
2016082719,0.0
2016082720,24.0
2016082721,0.0
2016082722,22.5
2016082723,22.5
2016082724,23.75
2016082725,22.45
2016082726,22.45
2016082727,23.25
2016082728,22.55
2016082729,23.5
2016082730,23.55
2016082731,22.01
2016082732,22.01
2016082733,22.45
2016082734,23.5
2016082735,22.76
2016082736,0.0
2016082737,0.0
2016082738,0.0
2016082739,0.0
2016082740,0.0
2016082741,0.0
2016082742,0.0
2016082743,0.0
2016082744,18.0
2016082745,22.01
2016082746,21.0
2016082747,12.96
2016082748,0.0
2016082801,0.0
2016082802,0.0
2016082803,0.0
2016082804,0.0
2016082805,0.0
2016082806,0.0
2016082807,0.0
2016082808,0.0
2016082809,0.0
2016082810,0.0
2016082811,0.0
2016082812,0.0
2016082813,0.0
2016082814,-150.0
2016082815,-150.0
2016082816,-150.0
2016082817,23.0
2016082818,
2016082819,23.95
2016082820,24.76
2016082821,24.76
2016082822,23.8
2016082823,23.8
2016082824,23.8
2016082825,24.0
2016082826,23.1
2016082827,23.1
2016082828,23.1
2016082829,23.8
2016082830,24.21
2016082831,24.21
2016082832,
2016082833,24.6
2016082834,10.53
2016082835,22.5
2016082836,22.5
2016082837,22.5
2016082838,0.0
2016082839,0.0
2016082840,21.21
2016082841,21.21
2016082842,22.45
2016082843,22.45
2016082844,22.45
2016082845,22.01
2016082846,22.01
2016082847,21.6
2016082848,22.01
2016082901,0.0
2016082902,0.0
2016082903,0.0
2016082904,0.0
2016082905,0.0
2016082906,0.0
2016082907,0.0
2016082908,0.0
2016082909,0.0
2016082910,0.0
2016082911,0.0
2016082912,0.0
2016082913,0.0
2016082914,-150.0
2016082915,-150.0
2016082916,0.0
2016082917,21.95
2016082918,0.0
2016082919,0.0
2016082920,22.45
2016082921,23.1
2016082922,23.8
2016082923,23.8
2016082924,23.1
2016082925,23.1
2016082926,-85.0
2016082927,-85.0
2016082928,-85.0
2016082929,-85.0
2016082930,-85.0
2016082931,-85.0
2016082932,-85.0
2016082933,-85.0
2016082934,-85.0
2016082935,-85.0
2016082936,-85.0
2016082937,-85.0
2016082938,-85.0
2016082939,-85.0
2016082940,-85.0
2016082941,-85.0
2016082942,-85.0
2016082943,-85.0
2016082944,-85.0
2016082945,-85.0
2016082946,-85.0
2016082947,-100.0
2016082948,-100.0
2016083001,-100.0
2016083002,-100.0
2016083003,-100.0
2016083004,-100.0
2016083005,-100.0
2016083006,-100.0
2016083007,-100.0
2016083008,-100.0
2016083009,-88.0
2016083010,-85.0
2016083011,-85.0
2016083012,-85.0
2016083013,-150.0
2016083014,-85.0
2016083015,-85.0
2016083016,-85.0
2016083017,-85.0
2016083018,-85.0
2016083019,-85.0
2016083020,-85.0
2016083021,-85.0
2016083022,-85.0
2016083023,-85.0
2016083024,-85.0
2016083025,-85.0
2016083026,-85.0
2016083027,-85.0
2016083028,-85.0
2016083029,-85.0
2016083030,-85.0
2016083031,-85.0
2016083032,-85.0
2016083033,-85.0
2016083034,-85.0
2016083035,-85.0
2016083036,-85.0
2016083037,-85.0
2016083038,-85.0
2016083039,-85.0
2016083040,-85.0
2016083041,-88.0
2016083042,-88.0
2016083043,-88.0
2016083044,-88.0
2016083045,-88.0
2016083046,-88.0
2016083047,-100.0
2016083048,-100.0
2016083101,-158.0
2016083102,-158.0
2016083103,-158.0
2016083104,-158.0
2016083105,-158.0
2016083106,-158.0
2016083107,-158.0
2016083108,-158.0
2016083109,-88.0
2016083110,-88.0
2016083111,-150.0
2016083112,-88.0
2016083113,-150.0
2016083114,-85.0
2016083115,-85.0
2016083116,-85.0
2016083117,-85.0
2016083118,-85.0
2016083119,25.55
2016083120,-85.0
2016083121,-85.0
2016083122,-85.0
2016083123,-85.0
2016083124,-85.0
2016083125,-85.0
2016083126,-85.0
2016083127,-139.53
2016083128,-85.0
2016083129,-85.0
2016083130,-85.0
2016083131,-85.0
2016083132,-85.0
2016083133,-85.0
2016083134,-85.0
2016083135,-85.0
2016083136,-72.0
2016083137,-75.0
2016083138,-75.0
2016083139,20.0
2016083140,20.0
2016083141,27.01
2016083142,0.0
2016083143,0.0
2016083144,20.0
2016083145,20.0
2016083146,20.0
2016083147,-85.0
2016083148,-85.0
2016090101,-85.0
2016090102,-85.0
2016090103,-85.0
2016090104,-85.0
2016090105,-85.0
2016090106,-85.0
2016090107,-85.0
2016090108,-85.0
2016090109,5.25
2016090110,5.25
2016090111,5.25
2016090112,-150.0
2016090113,-150.0
2016090114,5.0
2016090115,0.0
2016090116,0.0
2016090117,20.7
2016090118,18.6
2016090119,20.75
2016090120,18.4
2016090121,-5.0
2016090122,18.65
2016090123,18.65
2016090124,19.0
2016090125,12.0
2016090126,18.0
2016090127,-85.0
2016090128,-85.0
2016090129,-85.0
2016090130,-85.0
2016090131,-85.0
2016090132,-85.0
2016090133,-85.0
2016090134,-85.0
2016090135,-85.0
2016090136,-88.0
2016090137,-88.0
2016090138,-88.0
2016090139,-88.0
2016090140,-88.0
2016090141,-88.0
2016090142,-88.0
2016090143,-88.0
2016090144,-88.0
2016090145,-85.0
2016090146,-85.0
2016090147,-85.0
2016090148,-85.0
2016090201,-85.0
2016090202,-66.19
2016090203,-66.19
2016090204,-62.4
2016090205,-85.0
2016090206,-85.0
2016090207,-85.0
2016090208,-85.0
2016090209,-88.0
2016090210,0.0
2016090211,-150.0
2016090212,-150.0
2016090213,4.8
2016090214,4.8
2016090215,11.5
2016090216,18.0
2016090217,18.0
2016090218,0.0
2016090219,19.55
2016090220,0.0
2016090221,18.76
2016090222,18.76
2016090223,18.76
2016090224,18.76
2016090225,18.76
2016090226,18.76
2016090227,
2016090228,20.01
2016090229,20.05
2016090230,21.15
2016090231,21.25
2016090232,18.45
2016090233,0.0
2016090234,18.76
2016090235,18.76
2016090236,18.76
2016090237,18.8
2016090238,0.0
2016090239,21.3
2016090240,21.3
2016090241,0.0
2016090242,0.0
2016090243,-153.89
2016090244,-153.89
2016090245,-153.89
2016090246,-153.89
2016090247,-153.89
2016090248,4.0
2016090301,17.52
2016090302,7.1
2016090303,7.1
2016090304,7.1
2016090305,7.1
2016090306,-50.0
2016090307,-50.0
2016090308,-50.0
2016090309,-50.0
2016090310,-50.0
2016090311,0.0
2016090312,-10.05
2016090313,-10.05
2016090314,0.0
2016090315,7.1
2016090316,7.1
2016090317,7.1
2016090318,0.0
2016090319,0.0
2016090320,19.5
2016090321,19.5
2016090322,22.38
2016090323,19.5
2016090324,19.5
2016090325,19.5
2016090326,22.36
2016090327,22.35
2016090328,22.0
2016090329,22.0
2016090330,-153.89
2016090331,-153.89
2016090332,-153.89
2016090333,-153.89
2016090334,-153.89
2016090335,-153.89
2016090336,-153.89
2016090337,-153.89
2016090338,-153.89
2016090339,-153.89
2016090340,-153.89
2016090341,-153.89
2016090342,-153.89
2016090343,-153.89
2016090344,-153.89
2016090345,-153.89
2016090346,-153.89
2016090347,-153.89
2016090348,-153.89
2016090401,-153.89
2016090402,-153.89
2016090403,-153.89
2016090404,-153.89
2016090405,-153.89
2016090406,-153.89
2016090407,-153.89
2016090408,-153.89
2016090409,-153.89
2016090410,-153.89
2016090411,-153.89
2016090412,-153.89
2016090413,-153.89
2016090414,-153.89
2016090415,-153.89
2016090416,-153.89
2016090417,-153.89
2016090418,-153.89
2016090419,-153.89
2016090420,-153.89
2016090421,-153.89
2016090422,-153.89
2016090423,-153.89
2016090424,-153.89
2016090425,-153.89
2016090426,-153.89
2016090427,-153.89
2016090428,-153.89
2016090429,-153.89
2016090430,-153.89
2016090431,-153.89
2016090432,-153.89
2016090433,-153.89
2016090434,-153.89
2016090435,-153.89
2016090436,-153.89
2016090437,-153.89
2016090438,-153.89
2016090439,-153.89
2016090440,-153.89
2016090441,-153.89
2016090442,-153.89
2016090443,-153.89
2016090444,-153.89
2016090445,-153.89
2016090446,-153.89
2016090447,-153.89
2016090448,-153.89
2016090501,12.5
2016090502,15.0
2016090503,15.0
2016090504,20.02
2016090505,28.85
2016090506,25.0
2016090507,20.02
2016090508,32.0
2016090509,30.0
2016090510,
2016090511,0.0
2016090512,-85.0
2016090513,-85.0
2016090514,-85.0
2016090515,-85.0
2016090516,-85.0
2016090517,-85.0
2016090518,-100.0
2016090519,-100.0
2016090520,-100.0
2016090521,-100.0
2016090522,-100.0
2016090523,-85.0
2016090524,-85.0
2016090525,-85.0
2016090526,-85.0
2016090527,-85.0
2016090528,-85.0
2016090529,-85.0
2016090530,-85.0
2016090531,-85.0
2016090532,-85.0
2016090533,-85.0
2016090534,-85.0
2016090535,-85.0
2016090536,-85.0
2016090537,-85.0
2016090538,-85.0
2016090539,-85.0
2016090540,-85.0
2016090541,-85.0
2016090542,-85.0
2016090543,-85.0
2016090544,0.0
2016090545,19.95
2016090546,21.2
2016090547,20.0
2016090548,0.0
2016090601,0.0
2016090602,
2016090603,-100.0
2016090604,-100.0
2016090605,-100.0
2016090606,-85.0
2016090607,-85.0
2016090608,-85.0
2016090609,-85.0
2016090610,-85.0
2016090611,-85.0
2016090612,-85.0
2016090613,-85.0
2016090614,-85.0
2016090615,-85.0
2016090616,-85.0
2016090617,-85.0
2016090618,24.0
2016090619,24.6
2016090620,24.6
2016090621,24.6
2016090622,24.6
2016090623,22.6
2016090624,-60.43
2016090625,-60.43
2016090626,-60.43
2016090627,-75.0
2016090628,-75.0
2016090629,-75.0
2016090630,-75.0
2016090631,-75.0
2016090632,-75.0
2016090633,-60.43
2016090634,-60.43
2016090635,24.6
2016090636,24.6
2016090637,24.6
2016090638,22.51
2016090639,22.51
2016090640,24.6
2016090641,0.5
2016090642,0.5
2016090643,4.0
2016090644,4.69
2016090645,19.95
2016090646,0.0
2016090647,0.0
2016090648,23.05
2016090701,23.05
2016090702,7.5
2016090703,23.05
2016090704,0.0
2016090705,0.0
2016090706,0.0
2016090707,0.0
2016090708,0.0
2016090709,0.0
2016090710,0.0
2016090711,0.0
2016090712,0.0
2016090713,0.0
2016090714,20.02
2016090715,22.1
2016090716,24.0
2016090717,25.0
2016090718,24.0
2016090719,0.0
2016090720,22.0
2016090721,22.0
2016090722,23.3
2016090723,23.3
2016090724,23.3
2016090725,0.0
2016090726,0.0
2016090727,22.0
2016090728,22.0
2016090729,22.0
2016090730,22.8
2016090731,22.5
2016090732,22.5
2016090733,23.1
2016090734,0.0
2016090735,24.57
2016090736,0.0
2016090737,24.57
2016090738,0.0
2016090739,22.0
2016090740,22.0
2016090741,0.0
2016090742,23.1
2016090743,23.1
2016090744,20.02
2016090745,0.0
2016090746,19.95
2016090747,19.95
2016090748,19.95
2016090801,5.0
2016090802,19.95
2016090803,19.95
2016090804,19.95
2016090805,0.0
2016090806,0.0
2016090807,0.0
2016090808,0.0
2016090809,0.0
2016090810,28.0
2016090811,5.5
2016090812,-85.0
2016090813,-85.0
2016090814,-85.0
2016090815,-85.0
2016090816,-85.0
2016090817,-85.0
2016090818,-85.0
2016090819,-85.0
2016090820,-85.0
2016090821,-85.0
2016090822,-85.0
2016090823,-85.0
2016090824,-85.0
2016090825,-85.0
2016090826,-88.0
2016090827,-88.0
2016090828,-88.0
2016090829,-88.0
2016090830,-88.0
2016090831,-88.0
2016090832,-88.0
2016090833,-88.0
2016090834,-88.0
2016090835,-88.0
2016090836,-85.0
2016090837,-85.0
2016090838,-85.0
2016090839,-85.0
2016090840,-85.0
2016090841,-85.0
2016090842,-85.0
2016090843,0.0
2016090844,19.0
2016090845,-85.0
2016090846,18.75
2016090847,3.0
2016090848,5.5
2016090901,0.5
2016090902,-100.0
2016090903,-100.0
2016090904,-66.19
2016090905,-66.19
2016090906,0.0
2016090907,-66.19
2016090908,-66.19
2016090909,-66.19
2016090910,0.0
2016090911,0.0
2016090912,-150.0
2016090913,-88.0
2016090914,-88.0
2016090915,-88.0
2016090916,-88.0
2016090917,-88.0
2016090918,-153.89
2016090919,-153.89
2016090920,-153.89
2016090921,-153.89
2016090922,-153.89
2016090923,-153.89
2016090924,-153.89
2016090925,-153.89
2016090926,-153.89
2016090927,-85.0
2016090928,-85.0
2016090929,-153.89
2016090930,-153.89
2016090931,-153.89
2016090932,-153.89
2016090933,-153.89
2016090934,-153.89
2016090935,-153.89
2016090936,-153.89
2016090937,-153.89
2016090938,-153.89
2016090939,-153.89
2016090940,-153.89
2016090941,-153.89
2016090942,-153.89
2016090943,-153.89
2016090944,-153.89
2016090945,-100.0
2016090946,-100.0
2016090947,-100.0
2016090948,-100.0
2016091001,-100.0
2016091002,-100.0
2016091003,-100.0
2016091004,-85.0
2016091005,-85.0
2016091006,-85.0
2016091007,-153.89
2016091008,-85.0
2016091009,-85.0
2016091010,-85.0
2016091011,-85.0
2016091012,-100.0
2016091013,-100.0
2016091014,-100.0
2016091015,-85.0
2016091016,-85.0
2016091017,-85.0
2016091018,-85.0
2016091019,-85.0
2016091020,-85.0
2016091021,-153.89
2016091022,-153.89
2016091023,-153.89
2016091024,-153.89
2016091025,-153.89
2016091026,-153.89
2016091027,-153.89
2016091028,-153.89
2016091029,-153.89
2016091030,-153.89
2016091031,-153.89
2016091032,-153.89
2016091033,-153.89
2016091034,-153.89
2016091035,-153.89
2016091036,-153.89
2016091037,-153.89
2016091038,-153.89
2016091039,-153.89
2016091040,-153.89
2016091041,-153.89
2016091042,-153.89
2016091043,-153.89
2016091044,-153.89
2016091045,-153.89
2016091046,-153.89
2016091047,-153.89
2016091048,-153.89
2016091101,-85.0
2016091102,-85.0
2016091103,-85.0
2016091104,-85.0
2016091105,-85.0
2016091106,-61.26
2016091107,-61.26
2016091108,-61.26
2016091109,-61.26
2016091110,-61.26
2016091111,-61.26
2016091112,20.1
2016091113,20.1
2016091114,-100.0
2016091115,-100.0
2016091116,19.05
2016091117,19.05
2016091118,0.0
2016091119,0.0
2016091120,5.0
2016091121,-85.0
2016091122,-85.0
2016091123,-88.0
2016091124,-88.0
2016091125,-88.0
2016091126,-88.0
2016091127,-88.0
2016091128,-88.0
2016091129,-85.0
2016091130,-85.0
2016091131,-85.0
2016091132,-88.0
2016091133,-88.0
2016091134,-88.0
2016091135,-85.0
2016091136,-85.0
2016091137,-85.0
2016091138,-85.0
2016091139,-85.0
2016091140,-85.0
2016091141,-85.0
2016091142,-88.0
2016091143,-88.0
2016091144,-88.0
2016091145,-88.0
2016091146,-88.0
2016091147,-88.0
2016091148,-88.0
2016091201,-88.0
2016091202,-88.0
2016091203,-88.0
2016091204,-88.0
2016091205,-88.0
2016091206,-88.0
2016091207,-88.0
2016091208,-88.0
2016091209,-88.0
2016091210,-88.0
2016091211,-88.0
2016091212,-88.0
2016091213,-88.0
2016091214,-88.0
2016091215,-88.0
2016091216,-88.0
2016091217,-88.0
2016091218,-88.0
2016091219,-85.0
2016091220,-85.0
2016091221,-85.0
2016091222,-88.0
2016091223,-88.0
2016091224,-88.0
2016091225,-88.0
2016091226,-88.0
2016091227,-88.0
2016091228,-88.0
2016091229,-88.0
2016091230,-88.0
2016091231,-88.0
2016091232,-88.0
2016091233,-88.0
2016091234,-88.0
2016091235,-88.0
2016091236,-85.0
2016091237,-80.0
2016091238,-80.0
2016091239,-88.0
2016091240,-80.0
2016091241,-80.0
2016091242,-80.0
2016091243,-80.0
2016091244,-80.0
2016091245,-80.0
2016091246,-80.0
2016091247,0.0
2016091248,-153.89
2016091301,-153.89
2016091302,-10.05
2016091303,5.0
2016091304,5.0
2016091305,5.0
2016091306,-88.0
2016091307,-88.0
2016091308,-88.0
2016091309,-88.0
2016091310,5.0
2016091311,5.0
2016091312,5.0
2016091313,5.0
2016091314,17.05
2016091315,18.0
2016091316,18.0
2016091317,17.45
2016091318,18.0
2016091319,18.0
2016091320,18.0
2016091321,18.0
2016091322,18.0
2016091323,18.0
2016091324,18.0
2016091325,18.0
2016091326,18.0
2016091327,18.0
2016091328,18.0
2016091329,18.0
2016091330,18.0
2016091331,18.0
2016091332,18.0
2016091333,18.0
2016091334,18.0
2016091335,18.0
2016091336,18.0
2016091337,18.0
2016091338,18.0
2016091339,18.0
2016091340,18.0
2016091341,18.0
2016091342,18.0
2016091343,-30.0
2016091344,0.0
2016091345,17.05
2016091346,-15.0
2016091347,-15.0
2016091348,-15.0
2016091401,-25.0
2016091402,-25.0
2016091403,-33.95
2016091404,-30.84
2016091405,-25.0
2016091406,-88.0
2016091407,-88.0
2016091408,-25.0
2016091409,-25.0
2016091410,-25.0
2016091411,-25.0
2016091412,-25.0
2016091413,-150.0
2016091414,0.0
2016091415,17.05
2016091416,18.0
2016091417,18.0
2016091418,18.0
2016091419,18.0
2016091420,17.05
2016091421,17.05
2016091422,17.05
2016091423,17.05
2016091424,17.05
2016091425,17.05
2016091426,17.05
2016091427,17.5
2016091428,17.05
2016091429,17.05
2016091430,17.05
2016091431,17.05
2016091432,18.0
2016091433,18.0
2016091434,18.0
2016091435,-30.0
2016091436,18.0
2016091437,18.0
2016091438,18.0
2016091439,18.0
2016091440,18.0
2016091441,0.0
2016091442,18.0
2016091443,0.0
2016091444,18.0
2016091445,17.05
2016091446,18.0
2016091447,0.0
2016091448,0.0
2016091501,0.0
2016091502,0.0
2016091503,0.0
2016091504,0.0
2016091505,0.0
2016091506,0.0
2016091507,0.0
2016091508,0.0
2016091509,0.0
2016091510,0.0
2016091511,0.0
2016091512,-25.0
2016091513,0.0
2016091514,15.0
2016091515,-30.0
2016091516,18.1
2016091517,22.95
2016091518,22.95
2016091519,28.95
2016091520,29.5
2016091521,29.5
2016091522,-50.0
2016091523,25.05
2016091524,24.1
2016091525,18.1
2016091526,15.0
2016091527,15.0
2016091528,15.0
2016091529,15.0
2016091530,18.0
2016091531,18.0
2016091532,18.0
2016091533,18.0
2016091534,18.0
2016091535,0.0
2016091536,0.0
2016091537,-153.89
2016091538,-153.89
2016091539,-153.89
2016091540,-153.89
2016091541,-153.89
2016091542,-153.89
2016091543,-153.89
2016091544,-153.89
2016091545,-153.89
2016091546,-153.89
2016091547,-153.89
2016091548,-153.89
2016091601,-153.89
2016091602,-153.89
2016091603,-153.89
2016091604,-153.89
2016091605,0.0
2016091606,0.0
2016091607,0.0
2016091608,0.0
2016091609,0.0
2016091610,0.0
2016091611,0.0
2016091612,-47.0
2016091613,-32.33
2016091614,17.05
2016091615,17.05
2016091616,16.9
2016091617,16.9
2016091618,16.9
2016091619,16.9
2016091620,16.9
2016091621,16.9
2016091622,16.9
2016091623,16.9
2016091624,16.9
2016091625,16.9
2016091626,16.9
2016091627,16.9
2016091628,11.15
2016091629,11.15
2016091630,-153.89
2016091631,-153.89
2016091632,-153.89
2016091633,-153.89
2016091634,-153.89
2016091635,-153.89
2016091636,-153.89
2016091637,-153.89
2016091638,-153.89
2016091639,-153.89
2016091640,-153.89
2016091641,-153.89
2016091642,-153.89
2016091643,-153.89
2016091644,-153.89
2016091645,-153.89
2016091646,-153.89
2016091647,-153.89
2016091648,-153.89
2016091701,-153.89
2016091702,-153.89
2016091703,-153.89
2016091704,-153.89
2016091705,-153.89
2016091706,-153.89
2016091707,-153.89
2016091708,-153.89
2016091709,-153.89
2016091710,-153.89
2016091711,-153.89
2016091712,-153.89
2016091713,-153.89
2016091714,-153.89
2016091715,-153.89
2016091716,-153.89
2016091717,-153.89
2016091718,-153.89
2016091719,-153.89
2016091720,-153.89
2016091721,-153.89
2016091722,-153.89
2016091723,-153.89
2016091724,-153.89
2016091725,-153.89
2016091726,-153.89
2016091727,-153.89
2016091728,-85.0
2016091729,-153.89
2016091730,-153.89
2016091731,-153.89
2016091732,-85.0
2016091733,-85.0
2016091734,-85.0
2016091735,-85.0
2016091736,-85.0
2016091737,-85.0
2016091738,-85.0
2016091739,-85.0
2016091740,-85.0
2016091741,-85.0
2016091742,0.0
2016091743,23.0
2016091744,22.95
2016091745,22.95
2016091746,20.0
2016091747,0.0
2016091748,-85.0
2016091801,-85.0
2016091802,-85.0
2016091803,-85.0
2016091804,-85.0
2016091805,-85.0
2016091806,8.5
2016091807,8.5
2016091808,8.5
2016091809,8.5
2016091810,8.5
2016091811,0.0
2016091812,0.0
2016091813,0.0
2016091814,0.0
2016091815,-85.0
2016091816,-150.0
2016091817,-85.0
2016091818,-85.0
2016091819,-85.0
2016091820,-85.0
2016091821,-85.0
2016091822,-85.0
2016091823,-85.0
2016091824,-85.0
2016091825,-85.0
2016091826,-85.0
2016091827,-85.0
2016091828,-85.0
2016091829,-85.0
2016091830,19.95
2016091831,19.95
2016091832,23.0
2016091833,23.55
2016091834,-33.95
2016091835,19.6
2016091836,23.0
2016091837,-30.0
2016091838,21.1
2016091839,18.1
2016091840,24.0
2016091841,24.0
2016091842,24.0
2016091843,24.0
2016091844,17.05
2016091845,17.05
2016091846,-5.0
2016091847,-5.0
2016091848,-25.0
2016091901,-25.0
2016091902,-25.0
2016091903,-25.0
2016091904,-25.0
2016091905,-25.0
2016091906,-25.0
2016091907,-25.0
2016091908,-25.0
2016091909,-25.0
2016091910,-25.0
2016091911,-25.0
2016091912,-25.0
