,index,DA_margin,DA_imb
13430,2016100641,10764,1497
13431,2016100642,12316,1611
13432,2016100643,13549,1106
13433,2016100644,15417,1506
13434,2016100645,16740,1622
13435,2016100646,18636,2558
13436,2016100647,19663,1237
13437,2016100648,20541,1247
13438,201610071,20707,149
13439,201610072,21864,406
13440,201610073,21881,18
13441,201610074,21675,-279
13442,201610075,21797,-480
13443,201610076,21968,-393
13444,201610077,22013,-402
13445,201610078,21929,-607
13446,201610079,22339,324
13447,2016100710,22242,433
13448,2016100711,21888,764
13449,2016100712,21046,882
13450,2016100713,19377,1681
13451,2016100714,16047,796
13452,2016100715,11652,809
13453,2016100716,9691,405
13454,2016100717,9236,152
13455,2016100718,9706,718
13456,2016100719,9359,597
13457,2016100720,9267,890
13458,2016100721,9879,1339
13459,2016100722,9203,607
13460,2016100723,9617,455
13461,2016100724,9665,472
13462,2016100725,9444,317
13463,2016100726,9434,132
13464,2016100727,10058,699
13465,2016100728,10549,1044
13466,2016100729,11047,1105
13467,2016100730,11303,1485
13468,2016100731,11381,818
13469,2016100732,11143,546
13470,2016100733,11669,1391
13471,2016100734,10698,997
13472,2016100735,10213,1098
13473,2016100736,10006,1475
13474,2016100737,9553,1359
13475,2016100738,7908,52
13476,2016100739,8188,203
13477,2016100740,9229,656
13478,2016100741,11132,1171
13479,2016100742,12802,1890
13480,2016100743,13641,1376
13481,2016100744,15273,1249
13482,2016100745,16629,1452
13483,2016100746,18164,1834
13484,2016100747,18735,446
13485,2016100748,19419,376
13486,201610081,20219,414
13487,201610082,20799,633
13488,201610083,20932,596
13489,201610084,21180,1135
13490,201610085,21523,1251
13491,201610086,21698,955
13492,201610087,21806,48
13493,201610088,22230,-46
13494,201610089,22269,285
13495,2016100810,22371,284
13496,2016100811,21638,586
13497,2016100812,21473,803
13498,2016100813,20975,1157
13499,2016100814,20478,1591
13500,2016100815,18724,1655
13501,2016100816,17254,925
13502,2016100817,15790,708
13503,2016100818,14717,250
13504,2016100819,14828,671
13505,2016100820,14107,576
13506,2016100821,13902,618
13507,2016100822,15097,1954
13508,2016100823,15219,2120
13509,2016100824,15203,2352
13510,2016100825,15181,2376
13511,2016100826,15049,2786
13512,2016100827,15029,2009
13513,2016100828,15679,2004
13514,2016100829,15776,1812
13515,2016100830,15909,1769
13516,2016100831,16161,2162
13517,2016100832,15827,2527
13518,2016100833,14562,2496
13519,2016100834,13550,2354
13520,2016100835,13214,3049
13521,2016100836,11897,2299
13522,2016100837,10887,2256
13523,2016100838,9090,1485
13524,2016100839,9058,1628
13525,2016100840,10548,2320
13526,2016100841,11950,2357
13527,2016100842,12822,2310
13528,2016100843,14155,2183
13529,2016100844,15182,2249
13530,2016100845,16040,2082
13531,2016100846,17425,2697
13532,2016100847,17869,1705
13533,2016100848,18822,1901
13534,201610091,18322,762
13535,201610092,18709,521
13536,201610093,18742,448
13537,201610094,18859,123
13538,201610095,19818,-102
13539,201610096,20457,-127
13540,201610097,21067,344
13541,201610098,21586,837
13542,201610099,21766,1008
13543,2016100910,21957,1174
13544,2016100911,21834,1256
13545,2016100912,21671,1407
13546,2016100913,20997,923
13547,2016100914,20302,512
13548,2016100915,19771,535
13549,2016100916,18926,626
13550,2016100917,18706,1217
13551,2016100918,17503,888
13552,2016100919,17599,2041
13553,2016100920,16807,1715
13554,2016100921,16497,1860
13555,2016100922,16262,1900
13556,2016100923,15729,2028
13557,2016100924,15585,1733
13558,2016100925,15356,1562
13559,2016100926,15269,1526
13560,2016100927,17403,3263
13561,2016100928,17926,3797
13562,2016100929,18123,3533
13563,2016100930,18444,3544
13564,2016100931,18833,4350
13565,2016100932,18273,4383
13566,2016100933,17709,4606
13567,2016100934,16241,4379
13568,2016100935,14995,3962
13569,2016100936,13740,3266
13570,2016100937,12532,3003
13571,2016100938,10465,2656
13572,2016100939,8808,1216
13573,2016100940,9857,1625
13574,2016100941,11029,2044
13575,2016100942,12720,2176
13576,2016100943,13990,1848
13577,2016100944,15710,2004
13578,2016100945,16650,1727
13579,2016100946,19361,2332
13580,2016100947,20571,1231
13581,2016100948,21929,1377
13582,201610101,22137,1001
13583,201610102,22623,1140
13584,201610103,22611,1017
13585,201610104,22281,988
13586,201610105,22905,1145
13587,201610106,23633,1172
13588,201610107,22919,747
13589,201610108,23214,804
13590,201610109,22963,560
13591,2016101010,22107,231
13592,2016101011,22265,368
13593,2016101012,20801,852
13594,2016101013,18260,1421
13595,2016101014,15193,2117
13596,2016101015,10803,1696
13597,2016101016,8366,968
13598,2016101017,8937,1275
13599,2016101018,9475,1398
13600,2016101019,9696,1351
13601,2016101020,10227,1797
13602,2016101021,11060,2272
13603,2016101022,11742,2355
13604,2016101023,12388,2236
13605,2016101024,12293,1925
13606,2016101025,12428,1927
13607,2016101026,12135,2283
13608,2016101027,11906,1921
13609,2016101028,13337,3069
13610,2016101029,13164,2966
13611,2016101030,13349,3246
13612,2016101031,13292,3763
13613,2016101032,12466,3439
13614,2016101033,12388,3382
13615,2016101034,11011,2931
13616,2016101035,11427,3680
13617,2016101036,10780,3338
13618,2016101037,9352,3094
13619,2016101038,7369,1337
13620,2016101039,7914,1484
13621,2016101040,9103,1999
13622,2016101041,9592,1581
13623,2016101042,10957,1839
13624,2016101043,11858,1460
13625,2016101044,13650,1516
13626,2016101045,15654,1436
13627,2016101046,18061,1660
13628,2016101047,20084,1210
13629,2016101048,20954,1242
13630,201610111,21870,1285
13631,201610112,22528,1425
13632,201610113,22097,1050
13633,201610114,21968,1004
13634,201610115,22239,878
13635,201610116,22490,642
13636,201610117,22651,300
13637,201610118,22610,264
13638,201610119,22751,336
13639,2016101110,22594,261
13640,2016101111,22086,424
13641,2016101112,21404,717
13642,2016101113,19572,1741
13643,2016101114,16866,1292
13644,2016101115,13492,2127
13645,2016101116,11793,1819
13646,2016101117,11253,1913
13647,2016101118,11808,1863
13648,2016101119,11881,1725
13649,2016101120,12630,2278
13650,2016101121,13062,2375
13651,2016101122,13536,2828
13652,2016101123,13054,3097
13653,2016101124,13489,3444
13654,2016101125,13571,3284
13655,2016101126,13694,3485
13656,2016101127,13164,2770
13657,2016101128,13064,2628
13658,2016101129,12563,2375
13659,2016101130,12598,2104
13660,2016101131,12540,2310
13661,2016101132,11889,2142
13662,2016101133,11205,2325
13663,2016101134,9819,2320
13664,2016101135,9216,2127
13665,2016101136,8717,2183
13666,2016101137,8648,2578
13667,2016101138,7025,1193
13668,2016101139,7567,912
13669,2016101140,8619,1387
13670,2016101141,9105,1341
13671,2016101142,10615,1778
13672,2016101143,11496,1518
13673,2016101144,12668,1811
13674,2016101145,14749,1632
13675,2016101146,16853,2080
13676,2016101147,17617,2013
13677,2016101148,18844,2024
13678,201610121,19892,1998
13679,201610122,20408,1784
13680,201610123,20054,1402
13681,201610124,19794,1250
13682,201610125,19820,1104
13683,201610126,19525,1082
13684,201610127,19777,900
13685,201610128,19839,913
13686,201610129,19999,995
13687,2016101210,20067,1252
13688,2016101211,21137,1219
13689,2016101212,20264,1471
13690,2016101213,18687,1776
13691,2016101214,16201,2358
13692,2016101215,12508,1993
13693,2016101216,10632,1514
13694,2016101217,10340,1552
13695,2016101218,11483,2061
13696,2016101219,12027,2267
13697,2016101220,11436,2438
13698,2016101221,10806,2134
13699,2016101222,10902,2273
13700,2016101223,11220,2454
13701,2016101224,11435,2921
13702,2016101225,11082,2624
13703,2016101226,11191,2393
13704,2016101227,10753,2321
13705,2016101228,10989,2293
13706,2016101229,11703,2745
13707,2016101230,11865,3087
13708,2016101231,11517,2373
13709,2016101232,11363,1956
13710,2016101233,12256,2787
13711,2016101234,11669,3090
13712,2016101235,11196,3059
13713,2016101236,10589,2660
13714,2016101237,9697,2425
13715,2016101238,8092,1785
13716,2016101239,8515,1791
13717,2016101240,9522,2237
13718,2016101241,10097,2090
13719,2016101242,11824,2684
13720,2016101243,12081,1830
13721,2016101244,13878,2273
13722,2016101245,15907,2209
13723,2016101246,18033,2133
13724,2016101247,19621,1888
13725,2016101248,20381,1914
13726,201610131,20577,1195
13727,201610132,21286,1330
13728,201610133,21459,1444
13729,201610134,21255,1066
13730,201610135,21580,1624
13731,201610136,21618,1412
13732,201610137,21714,1411
13733,201610138,21899,1499
13734,201610139,22089,1650
13735,2016101310,22055,1455
13736,2016101311,22012,1632
13737,2016101312,21213,1723
13738,2016101313,19449,1964
13739,2016101314,16633,2229
13740,2016101315,12860,1392
13741,2016101316,10972,1422
13742,2016101317,10817,1074
13743,2016101318,11312,1256
13744,2016101319,11116,1285
13745,2016101320,11619,1613
13746,2016101321,12424,2078
13747,2016101322,12964,2466
13748,2016101323,13607,2178
13749,2016101324,13822,2335
13750,2016101325,13792,2069
13751,2016101326,14246,1816
13752,2016101327,14484,1381
13753,2016101328,14677,1319
13754,2016101329,14687,1197
13755,2016101330,14550,1414
13756,2016101331,14284,1826
13757,2016101332,13584,1924
13758,2016101333,12712,2441
13759,2016101334,11524,2087
13760,2016101335,11326,2186
13761,2016101336,10705,1661
13762,2016101337,10246,1576
13763,2016101338,8612,1047
13764,2016101339,8932,1446
13765,2016101340,9970,1642
13766,2016101341,10153,1245
13767,2016101342,11426,1479
13768,2016101343,11945,1211
13769,2016101344,13618,1498
13770,2016101345,15875,1225
13771,2016101346,18440,1955
13772,2016101347,18911,2130
13773,2016101348,19881,1430
13774,201610141,21825,1490
13775,201610142,22435,1311
13776,201610143,22474,1150
13777,201610144,22173,846
13778,201610145,22238,1009
13779,201610146,22671,1333
13780,201610147,22618,1052
13781,201610148,22794,962
13782,201610149,22770,819
13783,2016101410,22703,851
13784,2016101411,21923,1399
13785,2016101412,21012,1533
13786,2016101413,18776,1208
13787,2016101414,15597,1677
13788,2016101415,12310,1824
13789,2016101416,10462,1794
13790,2016101417,9751,1664
13791,2016101418,10208,1632
13792,2016101419,10352,1492
13793,2016101420,10921,1436
13794,2016101421,11206,1480
13795,2016101422,11674,1754
13796,2016101423,11832,1728
13797,2016101424,12225,2142
13798,2016101425,12301,2222
13799,2016101426,12020,2110
13800,2016101427,12322,2164
13801,2016101428,12440,1978
13802,2016101429,12358,1924
13803,2016101430,13143,2445
13804,2016101431,13043,2315
13805,2016101432,12856,1957
13806,2016101433,12023,2197
13807,2016101434,10907,1938
13808,2016101435,11049,1755
13809,2016101436,10184,1970
13810,2016101437,10626,2260
13811,2016101438,9132,1763
13812,2016101439,9200,1313
13813,2016101440,10308,1156
13814,2016101441,10470,859
13815,2016101442,11872,836
13816,2016101443,12625,855
13817,2016101444,13401,949
13818,2016101445,13918,901
13819,2016101446,15562,1016
13820,2016101447,16286,1068
13821,2016101448,17485,1294
13822,201610151,17935,1222
13823,201610152,18438,1379
13824,201610153,18735,1167
13825,201610154,18750,980
13826,201610155,19558,1444
13827,201610156,19966,1580
13828,201610157,20343,1073
13829,201610158,20659,1140
13830,201610159,20660,1181
13831,2016101510,20606,1115
13832,2016101511,19664,1333
13833,2016101512,19304,1537
13834,2016101513,18155,858
13835,2016101514,17296,672
13836,2016101515,16587,1442
13837,2016101516,15276,1212
13838,2016101517,13344,761
13839,2016101518,12228,560
13840,2016101519,12794,1678
13841,2016101520,12758,2056
13842,2016101521,13524,2572
13843,2016101522,14016,3008
13844,2016101523,13485,2186
13845,2016101524,13906,2450
13846,2016101525,13670,2199
13847,2016101526,13905,2044
13848,2016101527,15803,2650
13849,2016101528,15472,2417
13850,2016101529,15635,2526
13851,2016101530,15836,2729
13852,2016101531,15691,2572
13853,2016101532,14974,2437
13854,2016101533,13467,2344
13855,2016101534,12310,2345
13856,2016101535,12403,2734
13857,2016101536,11107,2554
13858,2016101537,9521,2348
13859,2016101538,8735,1808
13860,2016101539,9762,2471
13861,2016101540,11246,3165
13862,2016101541,12117,2934
13863,2016101542,13346,1975
13864,2016101543,13048,847
13865,2016101544,14194,1214
13866,2016101545,14916,1328
13867,2016101546,15945,1437
13868,2016101547,19093,2183
13869,2016101548,20096,2202
13870,201610161,21186,2462
13871,201610162,20587,1969
13872,201610163,20668,2130
13873,201610164,20323,2106
13874,201610165,20893,2129
13875,201610166,20815,2481
13876,201610167,20388,1222
13877,201610168,20527,1122
13878,201610169,21172,1249
13879,2016101610,21512,1503
13880,2016101611,21483,948
13881,2016101612,21295,919
13882,2016101613,20643,804
13883,2016101614,19168,570
13884,2016101615,18886,1717
13885,2016101616,18316,1495
13886,2016101617,17362,838
13887,2016101618,16562,71
13888,2016101619,17159,74
13889,2016101620,15659,66
13890,2016101621,16036,295
13891,2016101622,16125,330
13892,2016101623,15602,118
13893,2016101624,16496,-47
13894,2016101625,16411,-67
13895,2016101626,16746,203
13896,2016101627,17069,-111
13897,2016101628,17474,-3
13898,2016101629,18198,891
13899,2016101630,18340,728
13900,2016101631,18214,1048
13901,2016101632,17511,1433
13902,2016101633,15466,1321
13903,2016101634,14507,1872
13904,2016101635,13325,1866
13905,2016101636,12664,1580
13906,2016101637,12177,739
13907,2016101638,10081,258
13908,2016101639,11707,1177
13909,2016101640,13132,1729
13910,2016101641,12550,731
13911,2016101642,13863,1413
13912,2016101643,14697,777
13913,2016101644,16363,1208
13914,2016101645,17938,799
13915,2016101646,19758,1332
13916,2016101647,22859,1728
13917,2016101648,23569,1645
13918,201610171,23483,-106
13919,201610172,24096,247
13920,201610173,24025,157
13921,201610174,23707,-19
13922,201610175,22606,-1216
13923,201610176,22799,-1048
13924,201610177,22852,-1133
13925,201610178,23118,-912
13926,201610179,23054,-855
13927,2016101710,23548,-692
13928,2016101711,23915,-149
13929,2016101712,23526,-181
13930,2016101713,22439,1294
13931,2016101714,19291,1614
13932,2016101715,15189,2027
13933,2016101716,13905,1047
13934,2016101717,12959,1267
13935,2016101718,14031,1890
13936,2016101719,13804,1427
13937,2016101720,14107,1582
13938,2016101721,14512,1290
13939,2016101722,15191,1020
13940,2016101723,15686,1404
13941,2016101724,16368,1758
13942,2016101725,16302,1310
13943,2016101726,16088,942
13944,2016101727,16878,1215
13945,2016101728,16821,1341
13946,2016101729,16766,1591
13947,2016101730,16713,1776
13948,2016101731,16387,1921
13949,2016101732,15641,1868
13950,2016101733,13845,1887
13951,2016101734,12783,1446
13952,2016101735,12705,2741
13953,2016101736,12056,2612
13954,2016101737,12136,2955
13955,2016101738,10390,2231
13956,2016101739,10149,2254
13957,2016101740,11495,2081
13958,2016101741,11401,2025
13959,2016101742,12668,2405
13960,2016101743,14054,1413
13961,2016101744,16135,1614
13962,2016101745,18263,1458
13963,2016101746,20856,1475
13964,2016101747,23224,965
13965,2016101748,24293,945
13966,201610181,24289,264
13967,201610182,24942,717
13968,201610183,25289,236
13969,201610184,25107,117
13970,201610185,25299,238
13971,201610186,25805,451
13972,201610187,25391,-464
13973,201610188,25589,-668
13974,201610189,25590,-777
13975,2016101810,25400,-897
13976,2016101811,25526,-80
13977,2016101812,24462,249
13978,2016101813,22980,1097
13979,2016101814,20092,1584
13980,2016101815,14884,217
13981,2016101816,13251,-155
13982,2016101817,13834,841
13983,2016101818,14273,997
13984,2016101819,14427,641
13985,2016101820,14605,854
13986,2016101821,14596,985
13987,2016101822,15196,1340
13988,2016101823,15452,1270
13989,2016101824,16081,1435
13990,2016101825,17075,1775
13991,2016101826,17449,1994
13992,2016101827,17968,2029
13993,2016101828,17862,1880
13994,2016101829,18597,1837
13995,2016101830,18374,1551
13996,2016101831,17818,2058
13997,2016101832,16746,1332
13998,2016101833,14184,178
13999,2016101834,12715,-420
14000,2016101835,12405,389
14001,2016101836,11339,27
14002,2016101837,11701,741
14003,2016101838,9919,-480
14004,2016101839,10091,-459
14005,2016101840,11294,-94
14006,2016101841,10710,-778
14007,2016101842,12525,59
14008,2016101843,14035,-174
14009,2016101844,15938,162
14010,2016101845,18251,490
14011,2016101846,20717,789
14012,2016101847,23179,220
14013,2016101848,24701,333
14014,201610191,24530,-1243
14015,201610192,25385,-826
14016,201610193,25421,-1030
14017,201610194,24892,-1429
14018,201610195,24638,-1716
14019,201610196,24984,-1507
14020,201610197,24899,-1395
14021,201610198,25165,-1275
14022,201610199,25439,-1067
14023,2016101910,25430,-840
14024,2016101911,25515,-848
14025,2016101912,24511,-625
14026,2016101913,23246,508
14027,2016101914,20401,777
14028,2016101915,15818,1031
14029,2016101916,13857,537
14030,2016101917,13632,932
14031,2016101918,13946,1075
14032,2016101919,12455,523
14033,2016101920,12930,961
14034,2016101921,13938,1332
14035,2016101922,14381,1392
14036,2016101923,14124,1363
14037,2016101924,14060,1689
14038,2016101925,14413,1308
14039,2016101926,14524,1454
14040,2016101927,15747,2057
14041,2016101928,15605,1891
14042,2016101929,15247,1598
14043,2016101930,15240,1801
14044,2016101931,15699,2324
14045,2016101932,14944,1906
14046,2016101933,13949,1412
14047,2016101934,12584,1523
14048,2016101935,12622,1780
14049,2016101936,11735,1476
14050,2016101937,11119,1354
14051,2016101938,9249,485
14052,2016101939,9499,-122
14053,2016101940,10563,166
14054,2016101941,10550,28
14055,2016101942,12460,585
14056,2016101943,13593,153
14057,2016101944,15553,338
14058,2016101945,17680,464
14059,2016101946,20055,753
14060,2016101947,22059,372
14061,2016101948,23665,1044
14062,201610201,24645,957
14063,201610202,25106,1054
14064,201610203,24756,801
14065,201610204,24410,629
14066,201610205,24537,882
14067,201610206,24890,1094
14068,201610207,25183,1192
14069,201610208,25419,1372
14070,201610209,25649,1699
14071,2016102010,25748,1719
14072,2016102011,25097,1458
14073,2016102012,24236,1663
14074,2016102013,21841,1560
14075,2016102014,18794,1292
14076,2016102015,14671,1703
14077,2016102016,12301,855
14078,2016102017,11461,1512
14079,2016102018,12125,1840
14080,2016102019,12193,1695
14081,2016102020,12168,1693
14082,2016102021,12770,1509
14083,2016102022,13506,2115
14084,2016102023,13641,1929
14085,2016102024,13773,2079
14086,2016102025,13482,1704
14087,2016102026,14013,2135
14088,2016102027,13835,2321
14089,2016102028,14327,2354
14090,2016102029,14165,1836
14091,2016102030,14216,1801
14092,2016102031,13648,1882
14093,2016102032,12530,1405
14094,2016102033,11642,1227
14095,2016102034,10220,1032
14096,2016102035,9364,993
14097,2016102036,8605,1062
14098,2016102037,8282,1172
14099,2016102038,7200,120
14100,2016102039,7749,179
14101,2016102040,8656,-5
14102,2016102041,9579,132
14103,2016102042,10985,361
14104,2016102043,12658,704
14105,2016102044,14667,860
14106,2016102045,17034,1182
14107,2016102046,19266,1109
14108,2016102047,20870,1002
14109,2016102048,22253,1114
14110,201610211,23641,1390
14111,201610212,23939,1040
14112,201610213,23764,957
14113,201610214,23033,413
14114,201610215,23016,589
14115,201610216,23404,898
14116,201610217,23584,871
14117,201610218,24152,1078
14118,201610219,24294,1089
14119,2016102110,24396,988
14120,2016102111,24023,1013
14121,2016102112,23055,1123
14122,2016102113,20543,985
14123,2016102114,17619,616
14124,2016102115,13809,889
14125,2016102116,11508,364
14126,2016102117,10433,430
14127,2016102118,10942,1343
14128,2016102119,10914,1293
14129,2016102120,11032,1500
14130,2016102121,11118,1814
14131,2016102122,11439,2272
14132,2016102123,11353,1914
14133,2016102124,11319,2043
14134,2016102125,11565,1742
14135,2016102126,11998,2069
14136,2016102127,11821,2128
14137,2016102128,12067,2062
14138,2016102129,11880,1721
14139,2016102130,11941,1927
14140,2016102131,12346,2216
14141,2016102132,12612,2160
14142,2016102133,12671,1964
14143,2016102134,11465,1647
14144,2016102135,11321,1956
14145,2016102136,10416,1812
14146,2016102137,9001,1352
14147,2016102138,9089,1628
14148,2016102139,10464,1937
14149,2016102140,11640,1995
14150,2016102141,11531,1373
14151,2016102142,12897,1951
14152,2016102143,13064,1375
14153,2016102144,14728,1635
14154,2016102145,16310,1312
14155,2016102146,17414,1385
14156,2016102147,18565,614
14157,2016102148,19780,1201
14158,201610221,20042,1538
14159,201610222,20110,1624
14160,201610223,20135,1738
14161,201610224,19569,1361
14162,201610225,19839,1491
14163,201610226,20441,1706
14164,201610227,20976,1110
14165,201610228,21507,1331
14166,201610229,21813,1289
14167,2016102210,21982,1322
14168,2016102211,20682,1030
14169,2016102212,20357,858
14170,2016102213,19012,1013
14171,2016102214,18307,1047
14172,2016102215,17303,889
14173,2016102216,15735,375
14174,2016102217,11743,689
14175,2016102218,10695,333
14176,2016102219,10300,505
14177,2016102220,10245,619
14178,2016102221,9959,161
14179,2016102222,11269,1417
14180,2016102223,11292,1276
14181,2016102224,11514,1536
14182,2016102225,11578,1395
14183,2016102226,12176,1922
14184,2016102227,13402,2057
14185,2016102228,13727,1709
14186,2016102229,14056,1917
14187,2016102230,14146,1819
14188,2016102231,14162,2357
14189,2016102232,14019,2223
14190,2016102233,13174,2174
14191,2016102234,11760,1627
14192,2016102235,11653,2187
14193,2016102236,9710,1302
14194,2016102237,8935,1087
14195,2016102238,8962,1484
14196,2016102239,9787,1634
14197,2016102240,11285,1942
14198,2016102241,10513,1136
14199,2016102242,11759,2174
14200,2016102243,11858,1704
14201,2016102244,13161,1777
14202,2016102245,14476,1525
14203,2016102246,15970,1152
14204,2016102247,19044,1575
14205,2016102248,20295,1746
14206,201610231,19500,277
14207,201610232,20032,59
14208,201610233,20825,144
14209,201610234,20642,93
14210,201610235,21046,154
14211,201610236,21501,97
14212,201610237,22019,451
14213,201610238,22460,744
14214,201610239,24330,543
14215,2016102310,24597,847
14216,2016102311,24325,503
14217,2016102312,24340,541
14218,2016102313,23626,494
14219,2016102314,23113,773
14220,2016102315,21467,145
14221,2016102316,21581,554
14222,2016102317,21012,830
14223,2016102318,19600,266
14224,2016102319,18496,542
14225,2016102320,17031,372
14226,2016102321,16692,180
14227,2016102322,16423,-32
14228,2016102323,18681,2227
14229,2016102324,18676,2134
14230,2016102325,19746,2591
14231,2016102326,19521,2316
14232,2016102327,20257,2435
14233,2016102328,20616,2534
14234,2016102329,20830,2777
14235,2016102330,21066,3228
14236,2016102331,20393,2715
14237,2016102332,19470,2311
14238,2016102333,19319,2548
14239,2016102334,18046,3134
14240,2016102335,16015,2791
14241,2016102336,14553,2457
14242,2016102337,13706,2171
14243,2016102338,12871,1667
14244,2016102339,13658,1933
14245,2016102340,14864,2400
14246,2016102341,13957,1255
14247,2016102342,15500,1567
14248,2016102343,15958,1402
14249,2016102344,17166,1363
14250,2016102345,17479,794
14251,2016102346,19487,1793
14252,2016102347,21277,1288
14253,2016102348,22259,2117
14254,201610241,22425,2426
14255,201610242,22826,2232
14256,201610243,21957,1818
14257,201610244,21489,1141
14258,201610245,22755,1739
14259,201610246,23149,1754
14260,201610247,23486,2291
14261,201610248,23628,2392
14262,201610249,23467,2258
14263,2016102410,23431,2301
14264,2016102411,23025,2341
14265,2016102412,22384,2682
14266,2016102413,20684,2868
14267,2016102414,18205,2872
14268,2016102415,14036,2058
14269,2016102416,11935,1988
14270,2016102417,11174,2014
14271,2016102418,10199,1379
14272,2016102419,10565,1955
14273,2016102420,10663,1894
14274,2016102421,10262,1611
14275,2016102422,10299,1484
14276,2016102423,10336,1960
14277,2016102424,10427,1894
14278,2016102425,10573,2181
14279,2016102426,10193,1798
14280,2016102427,9929,1483
14281,2016102428,10341,1836
14282,2016102429,10356,1927
14283,2016102430,10629,1853
14284,2016102431,11429,2725
14285,2016102432,11426,2588
14286,2016102433,12449,3417
14287,2016102434,11382,2564
14288,2016102435,11350,3538
14289,2016102436,9814,2450
14290,2016102437,7605,780
14291,2016102438,7740,981
14292,2016102439,8795,1199
14293,2016102440,10775,2280
14294,2016102441,10742,1831
14295,2016102442,11982,2073
14296,2016102443,12063,1603
14297,2016102444,13915,2392
14298,2016102445,15078,1819
14299,2016102446,17262,2095
14300,2016102447,18572,1643
14301,2016102448,20065,2536
14302,201610251,21590,2201
14303,201610252,22180,2334
14304,201610253,22670,2315
14305,201610254,22283,2179
14306,201610255,23211,2259
14307,201610256,23456,1907
14308,201610257,23074,1761
14309,201610258,22899,1634
14310,201610259,22229,1848
14311,2016102510,22174,1902
14312,2016102511,21547,2002
14313,2016102512,20428,1748
14314,2016102513,18855,2121
14315,2016102514,17159,2644
14316,2016102515,13364,2579
14317,2016102516,11198,2202
14318,2016102517,10892,2085
14319,2016102518,10082,1036
14320,2016102519,10382,1328
14321,2016102520,10684,1663
14322,2016102521,10391,1464
14323,2016102522,11014,1749
14324,2016102523,10165,1139
14325,2016102524,10488,1346
14326,2016102525,10790,1262
14327,2016102526,10916,1339
14328,2016102527,9627,306
14329,2016102528,10203,740
14330,2016102529,10459,782
14331,2016102530,10647,901
14332,2016102531,11368,1256
14333,2016102532,10850,988
14334,2016102533,11164,1529
14335,2016102534,9942,1061
14336,2016102535,10674,2017
14337,2016102536,9468,1603
14338,2016102537,7757,305
14339,2016102538,7438,-16
14340,2016102539,8735,831
14341,2016102540,10353,1276
14342,2016102541,10058,1179
14343,2016102542,11809,1384
14344,2016102543,12254,824
14345,2016102544,14055,1337
14346,2016102545,15279,758
14347,2016102546,17714,1134
14348,2016102547,18951,601
14349,2016102548,20249,785
14350,201610261,21021,988
14351,201610262,21902,1319
14352,201610263,21616,1244
14353,201610264,21340,1023
14354,201610265,22298,1270
14355,201610266,22683,1291
14356,201610267,22425,1069
14357,201610268,23023,1045
14358,201610269,22788,855
14359,2016102610,22712,962
14360,2016102611,21843,876
14361,2016102612,20840,1148
14362,2016102613,18624,827
14363,2016102614,16858,1251
14364,2016102615,13483,1352
14365,2016102616,11491,1020
14366,2016102617,10566,585
14367,2016102618,10395,652
14368,2016102619,9876,47
14369,2016102620,9901,-123
14370,2016102621,10246,189
14371,2016102622,10547,481
14372,2016102623,10399,862
14373,2016102624,10645,1195
14374,2016102625,10506,1118
14375,2016102626,12064,2268
14376,2016102627,11979,2270
14377,2016102628,12422,2223
14378,2016102629,12459,2383
14379,2016102630,13255,2836
14380,2016102631,13065,2678
14381,2016102632,12725,2678
14382,2016102633,11918,2322
14383,2016102634,10519,1897
14384,2016102635,11161,3193
14385,2016102636,9640,2538
14386,2016102637,9645,3042
14387,2016102638,9570,2985
14388,2016102639,11096,3882
14389,2016102640,12353,4325
14390,2016102641,11374,2615
14391,2016102642,12768,3135
14392,2016102643,13195,2325
14393,2016102644,14891,2421
14394,2016102645,16174,2326
14395,2016102646,18439,2761
14396,2016102647,20945,2014
14397,2016102648,21929,1902
14398,201610271,22763,2142
14399,201610272,23394,2093
14400,201610273,23760,2052
14401,201610274,23480,1786
14402,201610275,23861,1747
14403,201610276,24323,1936
14404,201610277,23532,1128
14405,201610278,23956,1424
14406,201610279,23470,1157
14407,2016102710,23634,1473
14408,2016102711,23044,1413
14409,2016102712,22325,1837
14410,2016102713,20506,2039
14411,2016102714,18653,2583
14412,2016102715,14667,2792
14413,2016102716,12580,2161
14414,2016102717,11426,1731
14415,2016102718,10762,1459
14416,2016102719,10482,1096
14417,2016102720,10480,422
14418,2016102721,10995,392
14419,2016102722,11257,554
14420,2016102723,11692,714
14421,2016102724,11967,883
14422,2016102725,11936,1020
14423,2016102726,13145,1751
14424,2016102727,13787,1766
14425,2016102728,14115,2300
14426,2016102729,13975,2008
14427,2016102730,14091,2155
14428,2016102731,13660,1687
14429,2016102732,12746,962
14430,2016102733,12537,1113
14431,2016102734,10864,608
14432,2016102735,11355,1644
14433,2016102736,10706,1867
14434,2016102737,10519,1620
14435,2016102738,10564,1303
14436,2016102739,10770,1410
14437,2016102740,12033,1955
14438,2016102741,11541,1010
14439,2016102742,13342,1430
14440,2016102743,14022,504
14441,2016102744,16099,678
14442,2016102745,17904,659
14443,2016102746,20042,1316
14444,2016102747,22903,961
14445,2016102748,23925,1253
14446,201610281,24775,1724
14447,201610282,26375,3190
14448,201610283,26838,3307
14449,201610284,26484,2864
14450,201610285,26804,2983
14451,201610286,26920,2742
14452,201610287,25535,1180
14453,201610288,25580,1024
14454,201610289,25630,1062
14455,2016102810,25567,1057
14456,2016102811,24550,1308
14457,2016102812,23907,2223
14458,2016102813,23349,3305
