,index,DA_margin,DA_imb
27561,2017072812,22973,-275
27562,2017072813,23439,438
27563,2017072814,22537,900
27564,2017072815,20139,813
27565,2017072816,18385,1093
27566,2017072817,17448,1567
27567,2017072818,16568,831
27568,2017072819,16502,414
27569,2017072820,16438,352
27570,2017072821,16477,595
27571,2017072822,16762,882
27572,2017072823,16629,1114
27573,2017072824,16836,1125
27574,2017072825,16796,998
27575,2017072826,17135,1380
27576,2017072827,16427,997
27577,2017072828,16479,996
27578,2017072829,16601,1396
27579,2017072830,16838,1592
27580,2017072831,17419,2031
27581,2017072832,17276,2060
27582,2017072833,15999,1568
27583,2017072834,15411,1476
27584,2017072835,14481,1550
27585,2017072836,14440,858
27586,2017072837,15126,951
27587,2017072838,15218,1152
27588,2017072839,15627,568
27589,2017072840,15860,626
27590,2017072841,16183,311
27591,2017072842,16510,191
27592,2017072843,16346,-335
27593,2017072844,16578,-136
27594,2017072845,17379,737
27595,2017072846,19137,1124
27596,2017072847,19113,-56
27597,2017072848,20703,235
27598,201707291,21517,-27
27599,201707292,22121,193
27600,201707293,21517,-618
27601,201707294,22304,-177
27602,201707295,21963,-591
27603,201707296,22243,-264
27604,201707297,22292,-647
27605,201707298,22162,-751
27606,201707299,22451,-457
27607,2017072910,22565,-252
27608,2017072911,22823,-99
27609,2017072912,22700,6
27610,2017072913,22824,477
27611,2017072914,22381,642
27612,2017072915,21973,837
27613,2017072916,21001,27
27614,2017072917,20221,785
27615,2017072918,19193,1065
27616,2017072919,18163,585
27617,2017072920,17870,489
27618,2017072921,17958,577
27619,2017072922,17831,517
27620,2017072923,18120,746
27621,2017072924,18256,944
27622,2017072925,15619,-1666
27623,2017072926,16964,-398
27624,2017072927,17006,-435
27625,2017072928,16945,-412
27626,2017072929,16581,-852
27627,2017072930,16399,-612
27628,2017072931,16241,-701
27629,2017072932,16219,-584
27630,2017072933,15923,-454
27631,2017072934,15367,-602
27632,2017072935,14525,-174
27633,2017072936,13978,-476
27634,2017072937,15106,662
27635,2017072938,15144,816
27636,2017072939,15191,703
27637,2017072940,15507,718
27638,2017072941,15933,589
27639,2017072942,16035,674
27640,2017072943,16189,574
27641,2017072944,16003,365
27642,2017072945,16258,-72
27643,2017072946,17623,338
27644,2017072947,18115,-133
27645,2017072948,18935,-158
27646,201707301,20075,854
27647,201707302,20706,852
27648,201707303,21488,963
27649,201707304,20644,129
27650,201707305,20688,64
27651,201707306,20783,5
27652,201707307,19792,-772
27653,201707308,19839,-674
27654,201707309,19598,-854
27655,2017073010,19593,-1241
27656,2017073011,19716,-1203
27657,2017073012,20103,-917
27658,2017073013,19538,-1448
27659,2017073014,18525,-1235
27660,2017073015,18477,-1020
27661,2017073016,18901,-603
27662,2017073017,19245,7
27663,2017073018,18567,207
27664,2017073019,18343,67
27665,2017073020,17130,412
27666,2017073021,16879,247
27667,2017073022,16790,743
27668,2017073023,17592,2101
27669,2017073024,17837,2238
27670,2017073025,18916,2568
27671,2017073026,18927,2167
27672,2017073027,18805,1525
27673,2017073028,19127,1590
27674,2017073029,20046,1822
27675,2017073030,20580,1871
27676,2017073031,20053,1182
27677,2017073032,19902,1144
27678,2017073033,19321,977
27679,2017073034,18845,1093
27680,2017073035,17992,1441
27681,2017073036,17468,1247
27682,2017073037,17294,947
27683,2017073038,17273,855
27684,2017073039,16975,969
27685,2017073040,16862,900
27686,2017073041,17653,1034
27687,2017073042,17666,1038
27688,2017073043,17433,696
27689,2017073044,17689,399
27690,2017073045,18541,177
27691,2017073046,19908,532
27692,2017073047,20921,-164
27693,2017073048,22398,428
27694,201707311,21634,-201
27695,201707312,21824,-19
27696,201707313,21562,-681
27697,201707314,21640,-613
27698,201707315,21471,-1176
27699,201707316,21966,-1078
27700,201707317,22014,-1095
27701,201707318,21963,-1084
27702,201707319,21993,-953
27703,2017073110,21807,-1100
27704,2017073111,21804,-791
27705,2017073112,21687,-238
27706,2017073113,21416,65
27707,2017073114,19385,424
27708,2017073115,18408,1270
27709,2017073116,16118,940
27710,2017073117,15592,1738
27711,2017073118,14415,1166
27712,2017073119,14081,675
27713,2017073120,14417,889
27714,2017073121,14715,1386
27715,2017073122,15081,1177
27716,2017073123,15216,1033
27717,2017073124,16282,1854
27718,2017073125,16137,2167
27719,2017073126,16397,2344
27720,2017073127,15966,2812
27721,2017073128,16050,3000
27722,2017073129,15838,3394
27723,2017073130,15625,3158
27724,2017073131,15134,3183
27725,2017073132,14883,3250
27726,2017073133,14998,3609
27727,2017073134,14695,3768
27728,2017073135,14017,2970
27729,2017073136,13295,2647
27730,2017073137,13398,2193
27731,2017073138,12960,2397
27732,2017073139,12784,2536
27733,2017073140,13007,2603
27734,2017073141,13363,1588
27735,2017073142,13819,1322
27736,2017073143,13688,1349
27737,2017073144,14269,1216
27738,2017073145,15515,1374
27739,2017073146,17165,1275
27740,2017073147,18437,624
27741,2017073148,20126,1019
27742,201708011,20747,521
27743,201708012,21669,870
27744,201708013,22046,817
27745,201708014,21530,784
27746,201708015,21262,165
27747,201708016,21409,277
27748,201708017,21150,-84
27749,201708018,21128,-440
27750,201708019,21002,-528
27751,2017080110,20965,-258
27752,2017080111,21569,540
27753,2017080112,21570,939
27754,2017080113,20205,636
27755,2017080114,17265,709
27756,2017080115,15188,1024
27757,2017080116,13303,1149
27758,2017080117,12193,1739
27759,2017080118,11430,1194
27760,2017080119,11665,1789
27761,2017080120,11685,1747
27762,2017080121,12329,2097
27763,2017080122,12588,1874
27764,2017080123,12518,847
27765,2017080124,12367,858
27766,2017080125,11951,740
27767,2017080126,12160,1173
27768,2017080127,13497,1618
27769,2017080128,13972,1721
27770,2017080129,13762,1732
27771,2017080130,13732,1778
27772,2017080131,13832,2325
27773,2017080132,13661,2557
27774,2017080133,13215,2307
27775,2017080134,12070,2534
27776,2017080135,11519,2157
27777,2017080136,11417,2024
27778,2017080137,11619,1488
27779,2017080138,11494,807
27780,2017080139,11310,609
27781,2017080140,11679,1084
27782,2017080141,11570,1208
27783,2017080142,11781,1410
27784,2017080143,11470,1127
27785,2017080144,12339,1574
27786,2017080145,13934,1445
27787,2017080146,15802,1113
27788,2017080147,17445,-180
27789,2017080148,19361,-127
27790,201708021,19707,-732
27791,201708022,20530,-649
27792,201708023,20709,-713
27793,201708024,20713,-793
27794,201708025,21364,-394
27795,201708026,21982,-497
27796,201708027,22380,-595
27797,201708028,22384,-643
27798,201708029,22149,-843
27799,2017080210,22140,-756
27800,2017080211,21728,-646
27801,2017080212,20965,-563
27802,2017080213,20466,138
27803,2017080214,18995,513
27804,2017080215,16774,1206
27805,2017080216,14793,1017
27806,2017080217,13387,1018
27807,2017080218,12716,330
27808,2017080219,12207,-50
27809,2017080220,11678,-47
27810,2017080221,11867,-150
27811,2017080222,11227,287
27812,2017080223,11400,-129
27813,2017080224,11581,3
27814,2017080225,12262,328
27815,2017080226,12467,307
27816,2017080227,12904,44
27817,2017080228,13092,-1
27818,2017080229,13103,11
27819,2017080230,13216,-94
27820,2017080231,13038,111
27821,2017080232,12664,-44
27822,2017080233,12287,-198
27823,2017080234,11689,-736
27824,2017080235,11817,-594
27825,2017080236,11700,-217
27826,2017080237,13225,858
27827,2017080238,13272,694
27828,2017080239,13089,-478
27829,2017080240,13554,-591
27830,2017080241,13451,-705
27831,2017080242,13892,-858
27832,2017080243,15060,78
27833,2017080244,15851,466
27834,2017080245,17067,570
27835,2017080246,18920,694
27836,2017080247,19798,-132
27837,2017080248,21653,104
27838,201708031,22974,262
27839,201708032,24078,461
27840,201708033,24202,15
27841,201708034,24309,65
27842,201708035,23367,-934
27843,201708036,23277,-979
27844,201708037,22179,-1753
27845,201708038,22274,-1590
27846,201708039,22215,-1541
27847,2017080310,21956,-1791
27848,2017080311,21548,-2041
27849,2017080312,21428,-2063
27850,2017080313,21914,-436
27851,2017080314,20420,-428
27852,2017080315,18834,155
27853,2017080316,16960,339
27854,2017080317,16483,1113
27855,2017080318,15600,1460
27856,2017080319,15207,814
27857,2017080320,14057,784
27858,2017080321,14368,573
27859,2017080322,14562,740
27860,2017080323,14871,940
27861,2017080324,15162,805
27862,2017080325,15524,572
27863,2017080326,15929,607
27864,2017080327,16232,25
27865,2017080328,16598,421
27866,2017080329,16761,492
27867,2017080330,17012,269
27868,2017080331,16969,285
27869,2017080332,16500,13
27870,2017080333,16287,231
27871,2017080334,15395,20
27872,2017080335,14811,46
27873,2017080336,14084,-475
27874,2017080337,14907,40
27875,2017080338,14904,102
27876,2017080339,14820,8
27877,2017080340,15529,271
27878,2017080341,16255,502
27879,2017080342,16636,901
27880,2017080343,16945,1231
27881,2017080344,17461,848
27882,2017080345,18411,437
27883,2017080346,19673,386
27884,2017080347,18433,-1215
27885,2017080348,19303,-1007
27886,201708041,20254,-1465
27887,201708042,20828,-1136
27888,201708043,20757,-970
27889,201708044,20621,-1095
27890,201708045,21056,-1255
27891,201708046,21417,-1041
27892,201708047,21270,-1334
27893,201708048,21309,-1438
27894,201708049,21296,-1368
27895,2017080410,21211,-1353
27896,2017080411,21278,-1343
27897,2017080412,21280,-1290
27898,2017080413,21257,-578
27899,2017080414,19704,-636
27900,2017080415,19625,522
27901,2017080416,17842,553
27902,2017080417,16302,524
27903,2017080418,15329,148
27904,2017080419,14465,79
27905,2017080420,14635,468
27906,2017080421,14269,224
27907,2017080422,14664,833
27908,2017080423,14990,826
27909,2017080424,15764,1035
27910,2017080425,16351,1607
27911,2017080426,16381,1427
27912,2017080427,16642,1729
27913,2017080428,16826,1996
27914,2017080429,17060,2109
27915,2017080430,17030,2008
27916,2017080431,17464,2406
27917,2017080432,17124,2424
27918,2017080433,16692,2659
27919,2017080434,16215,2155
27920,2017080435,15821,3000
27921,2017080436,15044,2486
27922,2017080437,14937,2558
27923,2017080438,15046,2543
27924,2017080439,15063,1976
27925,2017080440,14757,1514
27926,2017080441,15527,1737
27927,2017080442,15985,1916
27928,2017080443,15507,2177
27929,2017080444,15712,2111
27930,2017080445,16366,1701
27931,2017080446,17569,1868
27932,2017080447,17446,1201
27933,2017080448,18680,1442
27934,201708051,19323,769
27935,201708052,20369,761
27936,201708053,20441,650
27937,201708054,20696,681
27938,201708055,20212,-129
27939,201708056,20718,-264
27940,201708057,20677,-590
27941,201708058,20811,-235
27942,201708059,20815,-336
27943,2017080510,20900,-46
27944,2017080511,20431,-508
27945,2017080512,20618,-244
27946,2017080513,20765,-32
27947,2017080514,20600,5
27948,2017080515,20354,952
27949,2017080516,19280,1065
27950,2017080517,18717,1536
27951,2017080518,17679,1613
27952,2017080519,17158,1954
27953,2017080520,16949,1908
27954,2017080521,17034,1668
27955,2017080522,17900,1936
27956,2017080523,18235,1637
27957,2017080524,18480,1403
27958,2017080525,18949,1903
27959,2017080526,19429,2305
27960,2017080527,18820,1711
27961,2017080528,19348,1538
27962,2017080529,19831,1229
27963,2017080530,20245,1084
27964,2017080531,20325,994
27965,2017080532,20290,898
27966,2017080533,20259,724
27967,2017080534,19787,560
27968,2017080535,19656,2042
27969,2017080536,18751,1656
27970,2017080537,18728,1696
27971,2017080538,18692,1675
27972,2017080539,18614,2219
27973,2017080540,18386,1758
27974,2017080541,18232,1737
27975,2017080542,18363,2178
27976,2017080543,17846,1803
27977,2017080544,17945,1387
27978,2017080545,18693,1689
27979,2017080546,19900,1597
27980,2017080547,19760,297
27981,2017080548,20930,382
27982,201708061,22272,294
27983,201708062,22889,109
27984,201708063,23204,342
27985,201708064,23210,156
27986,201708065,22586,-607
27987,201708066,22901,-384
27988,201708067,22567,-796
27989,201708068,23107,-834
27990,201708069,22704,-1185
27991,2017080610,23188,-930
27992,2017080611,23298,-999
27993,2017080612,23554,-725
27994,2017080613,23257,-655
27995,2017080614,22601,-425
27996,2017080615,22342,-205
27997,2017080616,22545,265
27998,2017080617,23205,1331
27999,2017080618,22762,1390
28000,2017080619,22276,1668
28001,2017080620,21893,1418
28002,2017080621,21364,898
28003,2017080622,21302,767
28004,2017080623,21576,524
28005,2017080624,21589,425
28006,2017080625,21583,400
28007,2017080626,21741,602
28008,2017080627,22152,760
28009,2017080628,22654,742
28010,2017080629,22939,702
28011,2017080630,23128,818
28012,2017080631,22730,404
28013,2017080632,22608,568
28014,2017080633,21738,769
28015,2017080634,21002,1184
28016,2017080635,20671,1316
28017,2017080636,19960,951
28018,2017080637,19369,877
28019,2017080638,19227,744
28020,2017080639,19061,1182
28021,2017080640,18990,983
28022,2017080641,18936,842
28023,2017080642,18905,797
28024,2017080643,18738,876
28025,2017080644,19233,1081
28026,2017080645,20000,878
28027,2017080646,21874,847
28028,2017080647,23717,246
28029,2017080648,26013,1144
28030,201708071,25701,231
28031,201708072,26373,285
28032,201708073,26033,-98
28033,201708074,25996,-323
28034,201708075,26305,-30
28035,201708076,26451,192
28036,201708077,26425,323
28037,201708078,26475,522
28038,201708079,26361,432
28039,2017080710,26104,244
28040,2017080711,25905,207
28041,2017080712,24185,192
28042,2017080713,24729,1660
28043,2017080714,21710,1977
28044,2017080715,17522,1730
28045,2017080716,15674,2227
28046,2017080717,15737,3049
28047,2017080718,14897,3145
28048,2017080719,14352,2878
28049,2017080720,14026,2818
28050,2017080721,13830,2810
28051,2017080722,13938,2567
28052,2017080723,13928,2178
28053,2017080724,13894,1939
28054,2017080725,13746,1911
28055,2017080726,14100,1902
28056,2017080727,13761,1473
28057,2017080728,14147,1371
28058,2017080729,14481,1479
28059,2017080730,14486,1484
28060,2017080731,13934,1270
28061,2017080732,13334,1264
28062,2017080733,12743,292
28063,2017080734,12448,420
28064,2017080735,12009,895
28065,2017080736,11489,751
28066,2017080737,11295,472
28067,2017080738,11357,214
28068,2017080739,11546,657
28069,2017080740,12179,1039
28070,2017080741,12604,302
28071,2017080742,13012,562
28072,2017080743,12942,489
28073,2017080744,13853,498
28074,2017080745,15208,441
28075,2017080746,16930,214
28076,2017080747,18202,-248
28077,2017080748,19943,-121
28078,201708081,21105,278
28079,201708082,21950,536
28080,201708083,22280,341
28081,201708084,22347,11
28082,201708085,22480,-64
28083,201708086,22733,122
28084,201708087,22876,-37
28085,201708088,22888,84
28086,201708089,23057,219
28087,2017080810,22877,63
28088,2017080811,22666,144
28089,2017080812,21769,196
28090,2017080813,20539,84
28091,2017080814,18707,-284
28092,2017080815,17000,637
28093,2017080816,15399,955
28094,2017080817,13618,786
28095,2017080818,12552,885
28096,2017080819,12344,651
28097,2017080820,12424,562
28098,2017080821,12697,802
28099,2017080822,12581,531
28100,2017080823,12524,555
28101,2017080824,12450,588
28102,2017080825,12492,573
28103,2017080826,12700,458
28104,2017080827,13003,809
28105,2017080828,13427,1022
28106,2017080829,13408,1066
28107,2017080830,13448,1082
28108,2017080831,13418,543
28109,2017080832,13129,365
28110,2017080833,12699,323
28111,2017080834,12071,162
28112,2017080835,11656,66
28113,2017080836,11507,-15
28114,2017080837,11594,367
28115,2017080838,11799,421
28116,2017080839,12519,711
28117,2017080840,13251,498
28118,2017080841,13519,450
28119,2017080842,13604,966
28120,2017080843,13456,855
28121,2017080844,14412,619
28122,2017080845,16303,851
28123,2017080846,18322,839
28124,2017080847,20138,-44
28125,2017080848,22532,214
28126,201708091,23831,419
28127,201708092,24595,341
28128,201708093,24433,667
28129,201708094,24366,691
28130,201708095,24487,617
28131,201708096,24755,910
28132,201708097,24483,188
28133,201708098,24505,294
28134,201708099,24483,193
28135,2017080910,24424,57
28136,2017080911,24453,188
28137,2017080912,24095,246
28138,2017080913,22654,73
28139,2017080914,20824,118
28140,2017080915,18760,1270
28141,2017080916,17170,1170
28142,2017080917,15416,1145
28143,2017080918,14655,1337
28144,2017080919,14455,1418
28145,2017080920,14560,958
28146,2017080921,14500,955
28147,2017080922,14203,917
28148,2017080923,13798,715
28149,2017080924,14139,792
28150,2017080925,13852,246
28151,2017080926,13710,148
28152,2017080927,14061,453
28153,2017080928,14646,1001
28154,2017080929,14620,897
28155,2017080930,14311,989
28156,2017080931,14203,531
28157,2017080932,14349,1060
28158,2017080933,14120,1368
28159,2017080934,13746,1168
28160,2017080935,12954,608
28161,2017080936,12658,324
28162,2017080937,12498,388
28163,2017080938,12931,349
28164,2017080939,13365,380
28165,2017080940,13713,542
28166,2017080941,14290,840
28167,2017080942,13505,1097
28168,2017080943,13976,1466
28169,2017080944,14718,1028
28170,2017080945,16069,902
28171,2017080946,17721,873
28172,2017080947,19055,-170
28173,2017080948,21326,378
28174,201708101,21894,35
28175,201708102,22501,-5
28176,201708103,21807,-625
28177,201708104,21950,-525
28178,201708105,21998,-522
28179,201708106,21809,-757
28180,201708107,21866,-877
28181,201708108,21882,-597
28182,201708109,21959,-474
28183,2017081010,21953,-399
28184,2017081011,22243,176
28185,2017081012,21450,1
28186,2017081013,20882,-53
28187,2017081014,19037,260
28188,2017081015,17554,1053
28189,2017081016,16009,1064
28190,2017081017,14747,813
28191,2017081018,13997,391
28192,2017081019,13892,471
28193,2017081020,13992,488
28194,2017081021,14231,461
28195,2017081022,14324,466
28196,2017081023,14699,819
28197,2017081024,14389,644
28198,2017081025,13953,388
28199,2017081026,14026,811
28200,2017081027,14065,703
28201,2017081028,14460,790
28202,2017081029,14855,1119
28203,2017081030,14964,1406
28204,2017081031,14614,918
28205,2017081032,14546,1108
28206,2017081033,14208,1457
28207,2017081034,13478,944
28208,2017081035,12847,1056
28209,2017081036,12340,636
28210,2017081037,12161,568
28211,2017081038,12211,601
28212,2017081039,12679,1436
28213,2017081040,12535,1399
28214,2017081041,12573,1671
28215,2017081042,12884,1993
28216,2017081043,12682,1563
28217,2017081044,13250,1267
28218,2017081045,14081,1276
28219,2017081046,15371,1628
28220,2017081047,16422,488
28221,2017081048,18230,688
28222,201708111,19083,-35
28223,201708112,20113,-165
28224,201708113,20506,101
28225,201708114,20574,222
28226,201708115,20500,269
28227,201708116,21192,368
28228,201708117,21225,200
28229,201708118,21308,174
28230,201708119,21594,114
28231,2017081110,21257,404
28232,2017081111,21699,837
28233,2017081112,20992,431
28234,2017081113,20284,282
28235,2017081114,18752,98
28236,2017081115,17685,1038
28237,2017081116,16182,1040
28238,2017081117,14940,506
28239,2017081118,14293,275
28240,2017081119,13821,209
28241,2017081120,14164,704
28242,2017081121,14057,656
28243,2017081122,13980,448
28244,2017081123,14192,126
28245,2017081124,14185,-62
28246,2017081125,15380,1111
28247,2017081126,14701,842
28248,2017081127,15424,1039
28249,2017081128,15352,543
28250,2017081129,15196,191
28251,2017081130,14961,-51
28252,2017081131,14728,-460
28253,2017081132,14536,-552
28254,2017081133,14323,-194
28255,2017081134,14247,386
28256,2017081135,13446,423
28257,2017081136,13175,196
28258,2017081137,12959,-154
28259,2017081138,12979,-326
28260,2017081139,13512,240
28261,2017081140,14134,81
28262,2017081141,14990,411
28263,2017081142,15394,822
28264,2017081143,13674,-274
28265,2017081144,14702,-186
28266,2017081145,15828,301
28267,2017081146,17438,155
28268,2017081147,18091,-111
28269,2017081148,19658,7
28270,201708121,20639,185
28271,201708122,21468,365
28272,201708123,21168,-211
28273,201708124,21460,-353
28274,201708125,21226,-650
28275,201708126,21732,-870
28276,201708127,21428,-1152
28277,201708128,21382,-1205
28278,201708129,21201,-1220
28279,2017081210,21088,-1353
28280,2017081211,21463,-1050
28281,2017081212,21472,-1011
28282,2017081213,21251,-632
28283,2017081214,19868,-636
28284,2017081215,19543,443
28285,2017081216,18582,275
28286,2017081217,17221,805
28287,2017081218,16732,683
28288,2017081219,16258,534
28289,2017081220,15861,391
28290,2017081221,15137,158
28291,2017081222,15192,83
28292,2017081223,15251,589
28293,2017081224,15478,600
28294,2017081225,14823,146
28295,2017081226,14674,-64
28296,2017081227,16505,1540
28297,2017081228,17489,1575
28298,2017081229,17775,1578
28299,2017081230,17771,1523
28300,2017081231,18024,1557
28301,2017081232,18026,1441
28302,2017081233,18290,1835
28303,2017081234,17340,1986
28304,2017081235,16295,2015
28305,2017081236,15162,1306
28306,2017081237,14697,1110
28307,2017081238,14453,934
28308,2017081239,14078,634
28309,2017081240,14086,595
28310,2017081241,14484,874
28311,2017081242,14490,819
28312,2017081243,14278,799
28313,2017081244,14776,583
28314,2017081245,15481,673
28315,2017081246,16067,684
28316,2017081247,16974,495
28317,2017081248,18749,958
28318,201708131,20628,1270
28319,201708132,21468,1009
28320,201708133,22239,1008
28321,201708134,22619,1335
28322,201708135,22568,928
28323,201708136,23314,926
28324,201708137,23079,701
28325,201708138,22881,671
28326,201708139,22843,721
28327,2017081310,22927,798
28328,2017081311,22554,427
28329,2017081312,22614,415
28330,2017081313,23031,1197
28331,2017081314,22562,1309
28332,2017081315,21695,1253
28333,2017081316,21188,913
28334,2017081317,21738,1074
28335,2017081318,20881,508
28336,2017081319,20038,456
28337,2017081320,19841,218
28338,2017081321,19722,101
28339,2017081322,19528,-87
28340,2017081323,19437,-196
28341,2017081324,19313,-152
28342,2017081325,19238,-514
28343,2017081326,20362,697
28344,2017081327,20563,883
28345,2017081328,21219,1189
28346,2017081329,21125,1396
28347,2017081330,21241,1587
28348,2017081331,21267,1762
28349,2017081332,21066,1907
28350,2017081333,20719,2371
28351,2017081334,19441,2914
28352,2017081335,19251,2605
28353,2017081336,18622,1988
28354,2017081337,17961,1848
28355,2017081338,17397,1392
28356,2017081339,17235,1472
28357,2017081340,16696,943
28358,2017081341,16779,1199
28359,2017081342,15909,662
28360,2017081343,15792,748
28361,2017081344,17571,591
28362,2017081345,18666,345
28363,2017081346,20034,472
28364,2017081347,21876,486
28365,2017081348,23276,360
28366,201708141,23606,208
28367,201708142,24336,281
28368,201708143,24209,345
28369,201708144,24305,430
28370,201708145,24380,413
28371,201708146,24882,386
28372,201708147,25192,536
28373,201708148,25271,673
28374,201708149,24846,582
28375,2017081410,24617,633
28376,2017081411,24305,1481
28377,2017081412,23754,1678
28378,2017081413,22734,2497
28379,2017081414,21345,2767
28380,2017081415,18778,2403
28381,2017081416,17821,2940
28382,2017081417,16376,2403
28383,2017081418,15497,1900
28384,2017081419,15068,1508
28385,2017081420,14777,1262
28386,2017081421,14982,1424
28387,2017081422,15040,1184
28388,2017081423,14778,1016
28389,2017081424,14861,931
28390,2017081425,14833,801
28391,2017081426,16465,2081
28392,2017081427,16638,1698
28393,2017081428,17066,1637
28394,2017081429,16946,1453
28395,2017081430,16926,1522
28396,2017081431,16665,1481
28397,2017081432,16102,1317
28398,2017081433,15282,1561
28399,2017081434,14310,1813
28400,2017081435,13454,1823
28401,2017081436,12709,1564
28402,2017081437,12480,1532
28403,2017081438,12966,1869
28404,2017081439,13911,2032
28405,2017081440,14501,1972
28406,2017081441,15145,2026
28407,2017081442,15167,1354
28408,2017081443,14484,695
28409,2017081444,15626,826
28410,2017081445,16524,987
28411,2017081446,18700,1229
28412,2017081447,20942,525
28413,2017081448,22388,166
28414,201708151,23287,190
28415,201708152,24087,577
28416,201708153,24266,636
28417,201708154,24746,665
28418,201708155,24823,422
28419,201708156,24785,199
28420,201708157,24719,161
28421,201708158,24747,-188
28422,201708159,24722,-55
28423,2017081510,24424,2
28424,2017081511,24422,169
28425,2017081512,24074,158
28426,2017081513,22907,227
28427,2017081514,20500,346
28428,2017081515,18643,1231
28429,2017081516,16843,929
28430,2017081517,15440,593
28431,2017081518,15138,569
28432,2017081519,15749,826
28433,2017081520,15853,1004
28434,2017081521,16562,1373
28435,2017081522,16765,1841
28436,2017081523,16854,1713
28437,2017081524,16901,1722
28438,2017081525,16852,1428
28439,2017081526,17191,1513
28440,2017081527,17136,942
28441,2017081528,17537,580
28442,2017081529,18385,842
28443,2017081530,18733,1226
28444,2017081531,18589,1441
28445,2017081532,18424,1264
28446,2017081533,18246,1581
28447,2017081534,17188,737
28448,2017081535,16247,1028
28449,2017081536,14838,724
28450,2017081537,14719,527
28451,2017081538,14709,816
28452,2017081539,14814,1097
28453,2017081540,14974,1230
28454,2017081541,15047,1203
28455,2017081542,14732,809
28456,2017081543,13933,288
28457,2017081544,14962,816
28458,2017081545,15061,509
28459,2017081546,17087,531
28460,2017081547,19889,633
28461,2017081548,21623,416
28462,201708161,23731,201
28463,201708162,24331,94
28464,201708163,24497,51
28465,201708164,24722,-78
28466,201708165,24819,-121
28467,201708166,25269,-7
28468,201708167,25029,-215
28469,201708168,25081,-79
28470,201708169,25049,-134
28471,2017081610,25002,-45
28472,2017081611,24673,-33
28473,2017081612,24494,-141
28474,2017081613,23069,-535
28475,2017081614,20477,-1004
28476,2017081615,18630,-299
28477,2017081616,17247,-121
28478,2017081617,15856,-320
28479,2017081618,15691,-318
28480,2017081619,15370,-453
28481,2017081620,15413,-343
28482,2017081621,15993,-186
28483,2017081622,16235,-149
28484,2017081623,15989,-416
28485,2017081624,17969,1552
28486,2017081625,17904,539
28487,2017081626,18148,61
28488,2017081627,18668,-198
28489,2017081628,19064,-377
28490,2017081629,19274,-267
28491,2017081630,19549,39
28492,2017081631,19720,665
28493,2017081632,19737,678
28494,2017081633,18563,1165
28495,2017081634,17390,793
28496,2017081635,17053,696
28497,2017081636,16422,286
28498,2017081637,16109,150
28499,2017081638,16299,366
28500,2017081639,15933,-21
28501,2017081640,16543,327
28502,2017081641,17135,1059
28503,2017081642,16924,653
28504,2017081643,16601,-267
28505,2017081644,17736,-172
28506,2017081645,19176,-255
28507,2017081646,21461,194
28508,2017081647,21916,-847
28509,2017081648,22893,-801
28510,201708171,23672,-979
28511,201708172,24587,-446
28512,201708173,24787,-479
28513,201708174,24896,-614
28514,201708175,24805,-775
28515,201708176,25220,-657
28516,201708177,25172,-415
28517,201708178,25047,-601
28518,201708179,24944,-391
28519,2017081710,24796,-412
28520,2017081711,24160,-13
28521,2017081712,23773,-186
28522,2017081713,22576,201
28523,2017081714,20712,817
28524,2017081715,18589,1218
28525,2017081716,16498,1265
28526,2017081717,14679,922
28527,2017081718,13890,305
28528,2017081719,13546,640
28529,2017081720,13759,831
28530,2017081721,14008,1815
28531,2017081722,14642,2006
28532,2017081723,15100,2240
28533,2017081724,14859,2157
28534,2017081725,15048,1898
28535,2017081726,14658,602
28536,2017081727,15252,342
28537,2017081728,15639,598
28538,2017081729,16626,382
28539,2017081730,16229,137
28540,2017081731,16136,-34
28541,2017081732,15923,-8
28542,2017081733,15481,291
28543,2017081734,15088,832
28544,2017081735,14781,953
28545,2017081736,14541,760
28546,2017081737,14293,703
28547,2017081738,14308,687
28548,2017081739,14448,677
28549,2017081740,14748,922
28550,2017081741,15133,1021
28551,2017081742,14415,500
28552,2017081743,13748,408
28553,2017081744,14988,822
28554,2017081745,16545,381
28555,2017081746,18426,269
28556,2017081747,19460,69
28557,2017081748,20407,-287
28558,201708181,21840,-196
28559,201708182,22648,-89
28560,201708183,22805,-165
28561,201708184,22868,-201
28562,201708185,22663,-558
28563,201708186,22871,-412
28564,201708187,23023,-455
28565,201708188,22949,-365
28566,201708189,22944,-344
28567,2017081810,22888,-266
28568,2017081811,22517,-582
28569,2017081812,22638,-205
28570,2017081813,22377,-554
28571,2017081814,21441,-425
28572,2017081815,19652,-71
28573,2017081816,18419,210
28574,2017081817,16785,227
28575,2017081818,16600,327
28576,2017081819,16584,0
28577,2017081820,16755,-11
28578,2017081821,17363,185
28579,2017081822,17808,92
28580,2017081823,18209,-242
28581,2017081824,18294,-207
28582,2017081825,18336,-268
28583,2017081826,18740,181
28584,2017081827,19032,363
28585,2017081828,19722,759
28586,2017081829,20101,1050
28587,2017081830,20217,1146
28588,2017081831,20194,1405
28589,2017081832,19661,1142
28590,2017081833,18987,1173
28591,2017081834,18032,1100
28592,2017081835,17627,1387
28593,2017081836,16965,827
28594,2017081837,17214,1064
28595,2017081838,17340,1237
28596,2017081839,17450,849
28597,2017081840,17540,441
28598,2017081841,17999,762
28599,2017081842,18027,1332
28600,2017081843,17296,1169
28601,2017081844,18043,1100
28602,2017081845,18519,684
28603,2017081846,19938,408
28604,2017081847,20220,-358
