,index,Offer_vol,Bid_vol,Accepted_offer_vol,Accepted_bid_vol
17132,2016122245,49610.500,-51350.500,186.167,-585.399
17133,2016122246,49847.500,-51181.500,163.767,-798.743
17134,2016122247,50210.500,-50956.000,347.100,-1235.160
17135,2016122248,50228.500,-50736.000,428.335,-913.919
17136,201612231,50540.000,-50826.000,280.095,-565.729
17137,201612232,50540.000,-50825.500,378.261,-532.666
17138,201612233,50540.000,-50825.500,480.279,-460.499
17139,201612234,50567.500,-50819.500,315.230,-503.992
17140,201612235,50691.000,-50819.500,545.045,-558.465
17141,201612236,50692.000,-50811.500,516.655,-518.095
17142,201612237,51102.500,-50812.000,563.096,-407.140
17143,201612238,51085.500,-50597.000,568.743,-593.518
17144,201612239,51177.500,-50772.000,575.940,-788.144
17145,2016122310,51180.000,-50699.500,571.329,-1044.822
17146,2016122311,50479.000,-49794.500,607.173,-1187.412
17147,2016122312,50431.500,-49849.000,798.506,-1455.825
17148,2016122313,50215.000,-50005.500,809.707,-1744.425
17149,2016122314,50077.500,-50005.500,706.867,-1804.062
17150,2016122315,49646.500,-50582.500,933.317,-1777.178
17151,2016122316,48994.500,-50582.500,905.883,-1605.953
17152,2016122317,48723.500,-50616.000,838.932,-1506.499
17153,2016122318,48309.500,-50615.500,830.233,-1276.458
17154,2016122319,48326.000,-50786.000,870.464,-1178.599
17155,2016122320,48224.500,-50599.000,831.867,-1009.333
17156,2016122321,48231.000,-50548.500,779.167,-886.164
17157,2016122322,48238.000,-50546.500,732.597,-1019.756
17158,2016122323,48353.500,-50625.000,651.634,-848.151
17159,2016122324,48357.500,-50637.000,636.001,-726.610
17160,2016122325,48274.500,-50656.500,636.000,-816.425
17161,2016122326,48277.500,-50650.500,636.000,-928.365
17162,2016122327,48413.000,-50648.000,663.567,-834.295
17163,2016122328,48414.500,-50524.000,641.969,-833.233
17164,2016122329,48413.500,-50391.000,512.800,-762.822
17165,2016122330,48417.000,-50450.000,477.157,-859.872
17166,2016122331,48439.000,-50557.500,473.750,-1098.073
17167,2016122332,48747.500,-50781.500,655.610,-917.786
17168,2016122333,48639.500,-51107.500,946.275,-1080.778
17169,2016122334,48418.500,-51181.500,1183.338,-1078.388
17170,2016122335,48413.000,-51179.000,1203.748,-1021.317
17171,2016122336,48421.000,-51188.000,1127.338,-1114.148
17172,2016122337,48506.000,-51188.500,1109.138,-1223.247
17173,2016122338,48867.500,-51168.000,1055.949,-1081.166
17174,2016122339,49285.000,-51249.500,1084.632,-1030.955
17175,2016122340,49484.000,-51043.500,957.614,-695.580
17176,2016122341,49232.500,-51049.500,978.356,-708.851
17177,2016122342,49583.500,-51124.000,973.862,-692.770
17178,2016122343,49620.000,-50814.500,1130.174,-986.438
17179,2016122344,50321.500,-50814.000,1072.787,-941.538
17180,2016122345,50760.500,-50558.000,1013.605,-903.079
17181,2016122346,51029.500,-50558.000,1116.295,-853.196
17182,2016122347,51793.500,-49973.500,964.015,-1024.642
17183,2016122348,51857.500,-49671.000,1051.146,-1443.659
17184,201612241,52434.500,-50177.000,787.507,-1236.878
17185,201612242,52434.500,-50177.000,655.806,-1249.877
17186,201612243,52527.500,-50255.500,710.000,-1347.380
17187,201612244,52234.500,-50177.500,618.229,-1474.475
17188,201612245,52312.000,-50227.500,622.250,-1515.285
17189,201612246,52312.000,-50217.000,553.474,-1467.225
17190,201612247,52312.000,-49889.000,578.175,-1260.254
17191,201612248,52312.000,-49812.000,539.990,-1589.598
17192,201612249,52312.000,-49837.000,512.194,-1746.437
17193,2016122410,52312.000,-49837.000,487.500,-1832.715
17194,2016122411,51833.000,-49263.500,548.417,-1496.078
17195,2016122412,51833.000,-49263.500,530.073,-1483.445
17196,2016122413,51832.500,-49263.500,536.777,-1574.623
17197,2016122414,51833.000,-49722.500,777.029,-1569.075
17198,2016122415,51958.000,-49839.500,1075.262,-1676.294
17199,2016122416,51686.500,-49989.000,1136.944,-1534.660
17200,2016122417,51420.000,-50008.000,891.598,-1295.963
17201,2016122418,50953.500,-50077.500,677.128,-828.706
17202,2016122419,50964.000,-50189.500,824.466,-577.625
17203,2016122420,50904.000,-50099.500,1021.314,-487.958
17204,2016122421,50848.500,-50110.000,1082.021,-341.633
17205,2016122422,50685.500,-50115.000,1016.744,-328.867
17206,2016122423,50684.500,-50015.000,829.583,-226.250
17207,2016122424,50469.500,-50014.500,863.370,-187.958
17208,2016122425,50449.500,-49994.500,836.066,-165.494
17209,2016122426,50334.500,-50104.500,692.142,-196.342
17210,2016122427,50415.000,-49829.500,742.726,-309.719
17211,2016122428,50367.500,-49704.500,707.462,-303.356
17212,2016122429,50322.500,-49657.000,545.317,-339.141
17213,2016122430,50596.500,-49895.000,496.866,-350.984
17214,2016122431,50638.000,-50077.000,418.175,-369.292
17215,2016122432,50464.500,-50422.500,557.022,-343.000
17216,2016122433,50009.500,-50464.500,584.180,-275.641
17217,2016122434,49925.000,-50525.500,837.042,-185.241
17218,2016122435,49924.500,-50526.000,710.039,-25.967
17219,2016122436,49886.500,-50526.500,628.242,-23.365
17220,2016122437,49601.500,-50450.500,595.011,-325.750
17221,2016122438,49578.000,-50477.000,597.959,-647.955
17222,2016122439,49612.000,-50438.500,612.106,-551.006
17223,2016122440,49909.000,-50583.500,474.277,-575.148
17224,2016122441,50209.000,-50183.500,337.167,-704.303
17225,2016122442,50644.500,-50178.500,286.055,-646.409
17226,2016122443,50566.000,-49908.500,304.604,-274.734
17227,2016122444,50566.000,-49907.500,340.675,-314.440
17228,2016122445,50565.500,-49683.000,462.264,-1085.309
17229,2016122446,50542.000,-49683.000,441.942,-1593.375
17230,2016122447,51747.500,-49573.000,693.973,-1260.804
17231,2016122448,51654.500,-49300.500,1251.007,-1451.935
17232,201612251,52197.500,-49890.000,1145.063,-1339.582
17233,201612252,52202.000,-49879.000,903.500,-997.970
17234,201612253,52201.500,-49874.500,848.167,-1147.034
17235,201612254,52201.500,-49874.500,776.400,-1514.731
17236,201612255,52201.000,-49874.500,815.777,-1288.776
17237,201612256,52207.000,-49872.500,691.325,-1133.183
17238,201612257,52207.000,-49872.500,527.836,-1110.266
17239,201612258,52344.500,-49872.500,599.383,-1294.200
17240,201612259,52344.000,-49872.500,669.800,-1160.364
17241,2016122510,52344.000,-49870.500,611.001,-1212.611
17242,2016122511,51620.000,-49399.500,611.000,-1421.405
17243,2016122512,51620.500,-49399.500,622.348,-1477.044
17244,2016122513,51620.500,-49249.500,738.875,-1319.303
17245,2016122514,51620.500,-49326.500,700.170,-1232.275
17246,2016122515,51917.500,-49497.500,1100.718,-1233.694
17247,2016122516,51917.500,-49717.500,1271.671,-1272.667
17248,2016122517,51695.500,-49580.500,1117.358,-1185.805
17249,2016122518,51607.000,-49581.500,1222.513,-786.832
17250,2016122519,51442.500,-49824.500,1058.010,-936.108
17251,2016122520,51356.000,-49952.000,1022.555,-844.483
17252,2016122521,51240.000,-50119.000,1025.017,-1019.020
17253,2016122522,50960.000,-50226.500,1005.500,-1225.867
17254,2016122523,50922.500,-50231.000,958.125,-1102.577
17255,2016122524,50838.000,-50231.000,766.814,-764.612
17256,2016122525,50720.500,-50305.500,774.333,-551.479
17257,2016122526,50716.500,-50295.000,850.429,-426.389
17258,2016122527,50715.500,-50218.500,682.833,-267.242
17259,2016122528,51019.500,-50217.500,676.204,-348.483
17260,2016122529,51125.500,-50217.500,589.301,-245.996
17261,2016122530,51180.000,-50182.000,405.161,-402.842
17262,2016122531,51184.500,-50197.000,402.262,-452.575
17263,2016122532,51187.000,-50279.000,352.206,-737.552
17264,2016122533,51148.000,-50279.000,346.833,-698.974
17265,2016122534,51148.000,-50279.000,342.683,-691.368
17266,2016122535,51226.500,-50356.000,407.432,-702.626
17267,2016122536,51331.000,-50026.000,477.533,-856.556
17268,2016122537,51353.000,-50043.500,678.707,-878.991
17269,2016122538,51353.000,-49987.500,517.337,-915.906
17270,2016122539,51566.500,-50205.500,374.592,-862.797
17271,2016122540,51500.000,-50155.500,598.106,-803.264
17272,2016122541,51500.500,-49864.500,556.600,-634.259
17273,2016122542,51716.000,-49664.500,538.819,-638.548
17274,2016122543,51719.000,-49662.500,913.816,-487.407
17275,2016122544,51545.500,-49662.500,671.462,-494.047
17276,2016122545,51639.500,-49493.000,497.917,-515.331
17277,2016122546,51533.500,-49342.000,474.133,-683.640
17278,2016122547,51439.500,-49265.000,635.804,-893.164
17279,2016122548,51357.000,-49176.000,722.958,-1113.425
17280,201612261,51934.000,-49468.000,820.626,-1082.162
17281,201612262,51933.500,-49468.000,853.725,-1011.217
17282,201612263,51934.000,-49468.000,953.750,-973.733
17283,201612264,51933.000,-49468.000,774.401,-983.401
17284,201612265,51932.500,-49468.000,707.027,-1037.096
17285,201612266,52069.000,-49461.000,658.102,-1070.950
17286,201612267,52068.500,-49461.000,612.042,-1090.825
17287,201612268,52067.500,-49461.000,691.487,-1126.797
17288,201612269,52067.000,-49386.000,990.252,-997.172
17289,2016122610,52066.000,-49386.000,1040.917,-985.858
17290,2016122611,51586.000,-48913.500,943.051,-1062.992
17291,2016122612,51447.500,-48913.500,856.341,-1062.250
17292,2016122613,51403.000,-48738.500,1099.965,-1061.000
17293,2016122614,51540.000,-48994.500,993.581,-1037.908
17294,2016122615,51622.500,-48803.500,749.790,-1161.717
17295,2016122616,51622.500,-48808.500,913.524,-1077.210
17296,2016122617,51694.000,-48962.500,881.129,-1052.400
17297,2016122618,51818.500,-49056.500,1171.241,-971.466
17298,2016122619,51486.000,-49216.500,1158.309,-1030.798
17299,2016122620,51256.000,-49216.500,1336.044,-1033.551
17300,2016122621,51196.500,-49216.500,1115.280,-976.308
17301,2016122622,51097.000,-49310.500,1167.256,-818.750
17302,2016122623,50981.500,-49156.500,1076.788,-610.342
17303,2016122624,50576.500,-49250.500,767.893,-571.566
17304,2016122625,50604.000,-49250.500,579.111,-412.240
17305,2016122626,50581.500,-49253.000,594.942,-363.581
17306,2016122627,50579.000,-49310.500,585.863,-292.648
17307,2016122628,50551.500,-49316.000,538.394,-413.229
17308,2016122629,50481.500,-49337.500,461.347,-300.043
17309,2016122630,50656.000,-49342.500,420.900,-239.988
17310,2016122631,50514.000,-49453.500,483.843,-176.188
17311,2016122632,50194.000,-49548.500,518.524,-144.317
17312,2016122633,50245.500,-49698.500,496.019,-237.663
17313,2016122634,49776.500,-50226.000,653.180,-194.542
17314,2016122635,49735.000,-50239.000,653.975,-122.300
17315,2016122636,49756.500,-50242.500,684.225,-178.817
17316,2016122637,49826.500,-50243.000,592.942,-205.417
17317,2016122638,49990.500,-50243.000,453.743,-210.909
17318,2016122639,50000.500,-50248.500,354.442,-187.125
17319,2016122640,50001.000,-50236.500,308.075,-208.410
17320,2016122641,49950.000,-49590.500,454.263,-105.144
17321,2016122642,49954.000,-49591.500,493.587,-189.235
17322,2016122643,49950.500,-49586.000,470.667,-65.640
17323,2016122644,49949.500,-49595.000,336.667,-96.800
17324,2016122645,50078.500,-49597.000,338.099,-266.332
17325,2016122646,50222.500,-49297.500,428.950,-459.975
17326,2016122647,50597.500,-49006.500,399.500,-484.930
17327,2016122648,50517.000,-48806.000,371.544,-544.627
17328,201612271,51278.500,-49276.500,312.819,-485.757
17329,201612272,51138.000,-49436.500,451.954,-370.508
17330,201612273,51202.500,-49463.000,444.953,-441.240
17331,201612274,51201.500,-49403.500,343.011,-349.658
17332,201612275,51201.500,-49403.500,351.868,-421.000
17333,201612276,51201.000,-49991.500,376.696,-520.493
17334,201612277,51200.500,-49991.500,508.681,-362.744
17335,201612278,51200.000,-49991.500,508.946,-401.133
17336,201612279,51200.500,-49991.500,761.950,-358.229
17337,2016122710,51005.500,-50154.000,667.355,-325.716
17338,2016122711,50284.500,-49727.500,745.768,-296.914
17339,2016122712,50284.500,-49744.000,851.610,-287.500
17340,2016122713,50283.500,-49902.000,730.031,-254.017
17341,2016122714,50093.500,-50140.000,453.429,-188.185
17342,2016122715,49780.500,-50616.500,607.647,-433.444
17343,2016122716,49693.500,-50695.500,473.973,-243.726
17344,2016122717,49683.000,-51116.000,397.317,-354.662
17345,2016122718,49103.500,-51177.500,388.438,-704.373
17346,2016122719,48649.000,-51181.000,317.783,-717.879
17347,2016122720,48530.000,-51095.000,297.084,-566.478
17348,2016122721,48523.000,-51091.000,265.000,-753.097
17349,2016122722,48585.000,-51090.000,322.883,-706.916
17350,2016122723,48470.500,-51091.500,250.454,-645.917
17351,2016122724,48362.500,-51091.500,287.284,-538.087
17352,2016122725,48389.000,-51090.500,236.825,-474.224
17353,2016122726,48451.500,-50932.500,230.000,-446.290
17354,2016122727,48382.500,-51001.500,230.000,-586.496
17355,2016122728,48375.000,-50981.000,229.992,-569.358
17356,2016122729,48175.500,-51006.500,251.623,-780.971
17357,2016122730,48284.000,-51066.000,306.983,-652.729
17358,2016122731,48406.500,-51115.500,74.260,-276.481
17359,2016122732,48405.500,-51306.500,131.593,-149.895
17360,2016122733,48326.500,-51474.500,72.915,-412.937
17361,2016122734,48059.500,-51948.500,211.312,-46.921
17362,2016122735,47967.000,-51934.000,613.600,-3.883
17363,2016122736,47948.000,-51934.500,676.108,-11.400
17364,2016122737,47947.500,-51934.500,445.116,-38.492
17365,2016122738,47941.000,-51940.500,310.817,-123.179
17366,2016122739,48012.000,-51940.500,346.540,-19.138
17367,2016122740,48120.000,-51582.500,25.103,-70.462
17368,2016122741,48165.000,-51565.500,76.242,-114.743
17369,2016122742,48522.000,-51366.000,158.954,-121.740
17370,2016122743,49165.000,-51118.000,193.216,-169.576
17371,2016122744,49337.500,-51073.000,232.867,-318.764
17372,2016122745,49334.000,-50933.000,268.658,-199.280
17373,2016122746,49400.000,-50941.500,351.833,-457.088
17374,2016122747,49856.500,-50916.000,375.050,-487.609
17375,2016122748,49927.000,-50645.500,367.908,-480.184
17376,201612281,50285.500,-51073.000,197.526,-480.892
17377,201612282,50280.500,-51040.500,219.092,-433.075
17378,201612283,50401.000,-51040.000,295.092,-359.618
17379,201612284,50423.500,-51040.000,217.530,-237.440
17380,201612285,50624.000,-51017.000,156.725,-144.008
17381,201612286,50673.000,-50933.000,110.000,-357.082
17382,201612287,50861.000,-50876.500,122.500,-290.981
17383,201612288,50893.000,-50726.000,144.742,-356.128
17384,201612289,50910.500,-50693.000,169.117,-309.050
17385,2016122810,51153.000,-50675.500,148.000,-211.252
17386,2016122811,50523.000,-50221.000,148.333,-240.533
17387,2016122812,50499.500,-50353.500,243.234,-379.238
17388,2016122813,50195.500,-50424.500,298.125,-262.774
17389,2016122814,50020.500,-50995.000,428.394,-610.858
17390,2016122815,49494.500,-51007.000,639.101,-854.743
17391,2016122816,48940.000,-51115.000,652.869,-771.567
17392,2016122817,48730.500,-51153.500,731.425,-733.417
17393,2016122818,48571.500,-51230.500,605.893,-76.272
17394,2016122819,48676.500,-51367.500,487.818,-17.952
17395,2016122820,48613.500,-51178.000,549.042,-75.797
17396,2016122821,48748.500,-51529.500,515.940,-306.407
17397,2016122822,48689.000,-51623.500,421.077,-337.589
17398,2016122823,48452.500,-51512.000,420.000,-277.875
17399,2016122824,48452.000,-51498.000,420.000,-302.858
17400,2016122825,48373.500,-51555.500,420.000,-512.263
17401,2016122826,48368.000,-51652.000,415.117,-588.965
17402,2016122827,48350.000,-51748.000,369.083,-489.849
17403,2016122828,48274.500,-51747.000,339.312,-524.115
17404,2016122829,48328.000,-51609.500,253.139,-291.306
17405,2016122830,48377.500,-51605.500,212.034,-260.467
17406,2016122831,48425.000,-51604.000,280.256,-371.495
17407,2016122832,48370.000,-51741.000,349.068,-288.746
17408,2016122833,48278.500,-52227.000,349.608,-353.187
17409,2016122834,47998.500,-52331.500,432.750,-193.761
17410,2016122835,47945.000,-52284.500,454.167,-75.615
17411,2016122836,47960.500,-52304.500,455.500,-138.075
17412,2016122837,47959.500,-52308.500,383.583,-240.943
17413,2016122838,47992.500,-52329.500,225.917,-132.557
17414,2016122839,47995.000,-52270.000,264.833,-389.130
17415,2016122840,48114.000,-52107.000,414.405,-437.188
17416,2016122841,48355.500,-51924.500,300.167,-337.813
17417,2016122842,48293.000,-51666.500,340.500,-443.861
17418,2016122843,48613.000,-51520.000,391.658,-319.853
17419,2016122844,48900.000,-51359.000,436.692,-465.058
17420,2016122845,49168.000,-51422.500,545.808,-481.083
17421,2016122846,49569.500,-51427.500,442.173,-755.304
17422,2016122847,50261.000,-51002.000,302.333,-762.299
17423,2016122848,50129.000,-50513.000,330.000,-872.162
17424,201612291,50710.000,-51223.500,271.175,-566.097
17425,201612292,50710.500,-51223.000,220.000,-393.792
17426,201612293,50815.000,-51223.000,220.000,-511.342
17427,201612294,50815.000,-51073.000,220.000,-659.575
17428,201612295,50988.500,-51073.000,220.000,-648.300
17429,201612296,50989.000,-50892.000,220.000,-714.917
17430,201612297,51253.500,-51042.000,248.618,-648.410
17431,201612298,51327.500,-50967.500,220.167,-650.324
17432,201612299,51367.000,-50818.500,261.600,-504.428
17433,2016122910,51344.000,-50671.500,299.037,-414.510
17434,2016122911,50867.000,-50255.500,230.300,-322.845
17435,2016122912,50867.000,-50465.000,220.000,-446.157
17436,2016122913,50674.500,-50687.500,180.392,-481.388
17437,2016122914,50130.500,-50968.500,221.050,-801.260
17438,2016122915,50011.500,-51622.000,443.733,-605.755
17439,2016122916,49522.000,-51720.000,472.326,-364.188
17440,2016122917,49082.500,-51740.000,492.299,-287.207
17441,2016122918,48643.000,-51743.500,566.962,-77.875
17442,2016122919,48482.000,-51738.500,704.628,-56.517
17443,2016122920,48414.000,-51736.000,817.883,-0.615
17444,2016122921,48411.000,-51744.500,611.762,-193.501
17445,2016122922,48411.000,-51744.000,499.192,-363.893
17446,2016122923,48318.000,-51748.500,379.394,-586.945
17447,2016122924,48285.000,-51748.000,372.983,-779.479
17448,2016122925,48283.500,-51747.000,291.591,-995.114
17449,2016122926,48182.500,-51790.500,275.000,-947.755
17450,2016122927,48283.500,-51636.500,303.500,-1104.798
17451,2016122928,48284.500,-51677.000,275.039,-1012.980
17452,2016122929,48285.000,-51732.000,273.365,-1028.417
17453,2016122930,48419.000,-51732.000,311.793,-684.963
17454,2016122931,48671.000,-51733.000,295.269,-335.583
17455,2016122932,48303.500,-51884.000,245.315,-576.473
17456,2016122933,48281.500,-52003.500,402.560,-758.020
17457,2016122934,48108.000,-52308.500,529.907,-413.668
17458,2016122935,48004.500,-52333.000,452.671,-155.030
17459,2016122936,47982.500,-52333.500,435.833,-197.455
17460,2016122937,47991.500,-52336.000,437.500,-463.563
17461,2016122938,47983.500,-52334.500,435.000,-796.553
17462,2016122939,48213.000,-52335.000,435.000,-760.568
17463,2016122940,48550.500,-52050.500,530.836,-922.642
17464,2016122941,48741.000,-51806.500,734.958,-862.965
17465,2016122942,48926.000,-51612.500,733.500,-804.234
17466,2016122943,49152.000,-51398.000,733.500,-505.712
17467,2016122944,49836.000,-51352.500,670.890,-652.302
17468,2016122945,50152.500,-51352.000,821.069,-835.970
17469,2016122946,50415.000,-51357.500,761.962,-1025.554
17470,2016122947,51415.000,-51352.000,980.332,-1257.469
17471,2016122948,51190.500,-50963.000,752.197,-1041.375
17472,201612301,51701.000,-51523.500,708.500,-879.072
17473,201612302,51701.000,-51520.500,708.500,-923.475
17474,201612303,51851.000,-51520.000,581.133,-761.097
17475,201612304,51866.500,-51370.000,488.667,-778.489
17476,201612305,51940.500,-51355.000,544.479,-925.350
17477,201612306,51691.000,-51122.000,477.765,-845.259
17478,201612307,51696.000,-51121.500,477.085,-860.974
17479,201612308,51697.500,-50982.000,465.500,-1147.987
17480,201612309,51757.000,-50982.000,465.500,-906.987
17481,2016123010,51756.500,-51121.500,482.835,-877.358
17482,2016123011,51150.500,-50778.500,761.034,-1093.725
17483,2016123012,51132.000,-50845.000,1184.589,-1489.357
17484,2016123013,51131.500,-51031.000,1076.105,-1520.091
17485,2016123014,50742.500,-51238.500,867.983,-1300.320
17486,2016123015,50459.500,-51239.500,789.509,-1149.871
17487,2016123016,49857.500,-51125.500,648.197,-786.912
17488,2016123017,49333.500,-51365.000,398.483,-628.216
17489,2016123018,48531.500,-51490.000,464.517,-657.284
17490,2016123019,48111.000,-51492.000,666.944,-597.993
17491,2016123020,48109.000,-51488.500,895.565,-542.933
17492,2016123021,48101.500,-51487.500,772.250,-659.538
17493,2016123022,48101.000,-51489.500,779.249,-859.979
17494,2016123023,47989.000,-51489.000,762.500,-839.800
17495,2016123024,47908.000,-51485.000,762.500,-842.917
17496,2016123025,47855.000,-51479.000,769.173,-947.230
17497,2016123026,47946.000,-51461.000,764.922,-1011.476
17498,2016123027,47869.500,-51610.000,763.774,-890.444
17499,2016123028,47810.500,-51610.500,752.592,-885.603
17500,2016123029,47925.500,-51621.500,734.474,-809.277
17501,2016123030,47845.500,-51682.000,619.900,-785.162
17502,2016123031,47813.000,-51689.500,462.514,-699.625
17503,2016123032,47753.500,-51688.000,360.461,-806.084
17504,2016123033,47542.500,-51737.000,364.820,-743.845
17505,2016123034,47478.500,-52117.500,345.937,-560.319
17506,2016123035,47473.500,-52168.500,426.270,-419.817
17507,2016123036,47421.500,-52120.500,418.103,-389.755
17508,2016123037,47411.000,-52120.000,393.738,-575.608
17509,2016123038,47700.500,-52102.500,357.250,-796.435
17510,2016123039,48065.500,-51883.000,359.250,-698.101
17511,2016123040,48319.500,-51659.500,404.792,-835.597
17512,2016123041,48462.500,-51675.500,601.834,-853.746
17513,2016123042,48815.000,-51406.500,654.917,-1073.151
17514,2016123043,49228.000,-51324.000,606.893,-917.362
17515,2016123044,49503.000,-51205.000,420.799,-788.186
17516,2016123045,50477.000,-50954.000,389.231,-777.590
17517,2016123046,50525.000,-50690.500,405.000,-767.481
17518,2016123047,51353.000,-50675.000,643.994,-1103.269
17519,2016123048,50942.500,-50165.000,836.903,-985.979
17520,201612311,51378.000,-50841.000,891.439,-1133.638
17521,201612312,51378.000,-50689.500,861.068,-1238.911
17522,201612313,51370.000,-50682.000,893.590,-1044.608
17523,201612314,51120.000,-50682.000,779.660,-949.226
17524,201612315,51306.000,-50679.500,545.467,-974.750
17525,201612316,51305.500,-50560.500,483.617,-991.817
17526,201612317,51306.000,-50486.500,600.647,-818.891
17527,201612318,51305.500,-50444.000,475.367,-742.464
17528,201612319,51344.000,-49845.000,649.819,-843.415
17529,2016123110,51344.000,-50042.500,671.867,-970.008
17530,2016123111,50823.500,-49858.000,830.521,-1102.316
17531,2016123112,50736.500,-49858.000,838.967,-1081.667
17532,2016123113,51088.000,-49858.000,538.595,-1257.771
17533,2016123114,51043.500,-49912.000,509.516,-1086.119
17534,2016123115,51094.500,-49973.500,454.843,-1215.375
17535,2016123116,50814.000,-50550.500,584.939,-1330.379
17536,2016123117,50456.000,-50576.500,630.805,-1209.074
17537,2016123118,50066.500,-50624.500,679.247,-1058.982
17538,2016123119,49830.500,-50818.500,616.631,-1041.275
17539,2016123120,49443.500,-50818.000,715.211,-821.639
17540,2016123121,49323.000,-50688.000,708.151,-578.747
17541,2016123122,49267.500,-50617.000,504.030,-313.034
17542,2016123123,49215.500,-50663.500,644.069,-230.017
17543,2016123124,49213.500,-50661.500,601.793,-202.500
17544,2016123125,49215.500,-50686.000,666.283,-170.450
17545,2016123126,49195.500,-50722.500,591.158,-147.967
17546,2016123127,49196.500,-50726.000,455.723,-172.675
17547,2016123128,49196.500,-50727.000,415.533,-338.247
17548,2016123129,49137.000,-50546.500,491.418,-513.384
17549,2016123130,49119.000,-50648.500,450.567,-726.088
17550,2016123131,48995.000,-50819.500,363.416,-483.942
17551,2016123132,48836.000,-51063.500,257.493,-600.595
17552,2016123133,48520.500,-51068.000,324.976,-983.024
17553,2016123134,48377.500,-51078.000,511.952,-638.013
17554,2016123135,48398.000,-51234.000,467.750,-456.348
17555,2016123136,48326.500,-51240.500,470.000,-540.390
17556,2016123137,48374.500,-51240.500,520.459,-510.738
17557,2016123138,48396.500,-51185.500,482.425,-898.607
17558,2016123139,48532.000,-51165.000,480.500,-948.254
17559,2016123140,48705.500,-51120.000,480.684,-919.348
17560,2016123141,49283.000,-51058.000,490.255,-984.914
17561,2016123142,49416.500,-51139.500,401.317,-972.295
17562,2016123143,49526.000,-51046.500,347.376,-851.069
17563,2016123144,50018.000,-50908.000,353.208,-805.211
17564,2016123145,50213.500,-50843.000,389.177,-790.920
17565,2016123146,50119.000,-50798.500,512.425,-1066.354
17566,2016123147,50898.500,-50773.000,606.913,-1295.632
17567,2016123148,50364.500,-50527.500,505.642,-969.245
17568,201701011,50885.000,-50228.000,457.213,-918.866
17569,201701012,50886.000,-50191.000,553.189,-736.471
17570,201701013,50922.000,-50191.000,385.542,-688.700
17571,201701014,50968.000,-50222.000,348.567,-962.404
17572,201701015,50915.500,-50109.000,290.167,-948.142
17573,201701016,50958.500,-49948.500,161.460,-623.732
17574,201701017,51305.000,-49804.500,200.000,-629.849
17575,201701018,51305.000,-49785.500,225.000,-760.628
17576,201701019,51467.500,-49785.500,361.127,-677.603
17577,2017010110,51490.500,-49807.000,236.909,-470.716
17578,2017010111,51036.000,-49958.500,254.507,-386.841
17579,2017010112,51034.000,-50203.500,237.525,-551.712
17580,2017010113,51034.500,-50203.500,270.098,-761.643
17581,2017010114,50916.500,-50203.500,286.061,-828.757
17582,2017010115,51132.000,-50203.500,398.827,-811.921
17583,2017010116,51206.500,-50303.500,372.833,-1212.325
17584,2017010117,51550.000,-49944.500,342.250,-924.044
17585,2017010118,51520.000,-50236.000,389.492,-692.823
17586,2017010119,51059.000,-50360.500,633.686,-859.333
17587,2017010120,50924.000,-50065.000,564.322,-547.389
17588,2017010121,50590.500,-49936.000,392.142,-608.469
17589,2017010122,50432.500,-50001.000,250.370,-565.702
17590,2017010123,49987.500,-50134.500,179.883,-393.010
17591,2017010124,49810.500,-50159.000,150.642,-354.774
17592,2017010125,49768.000,-50609.000,116.960,-463.275
17593,2017010126,49706.000,-50609.000,133.085,-531.526
17594,2017010127,49703.000,-50648.000,175.652,-635.868
17595,2017010128,49654.500,-50665.500,169.395,-591.313
17596,2017010129,49773.500,-50892.000,214.311,-580.413
17597,2017010130,49754.000,-50864.000,268.409,-423.602
17598,2017010131,49618.500,-50760.500,247.127,-285.561
17599,2017010132,49662.000,-50993.000,254.000,-444.243
17600,2017010133,49354.000,-51107.000,245.000,-398.295
17601,2017010134,49222.500,-51334.000,284.461,-589.194
17602,2017010135,49164.500,-51401.500,440.291,-454.733
17603,2017010136,49104.500,-51406.000,272.783,-437.723
17604,2017010137,48886.000,-51156.500,280.024,-785.633
17605,2017010138,48958.500,-51111.500,297.653,-491.018
17606,2017010139,49014.000,-50961.000,401.792,-229.905
17607,2017010140,49012.500,-50953.500,297.333,-387.017
17608,2017010141,49339.000,-51057.000,320.465,-287.932
17609,2017010142,49639.500,-50792.500,470.815,-192.606
17610,2017010143,49855.000,-50794.000,297.158,-214.881
17611,2017010144,50115.000,-50771.500,351.826,-121.474
17612,2017010145,50428.000,-50671.500,561.600,-168.271
17613,2017010146,50348.500,-50670.500,468.017,-195.670
17614,2017010147,50082.000,-50584.000,523.168,-580.297
17615,2017010148,49823.000,-50415.500,583.924,-557.845
17616,201701021,50231.000,-49847.500,638.081,-922.186
17617,201701022,50229.500,-49847.500,571.083,-714.386
17618,201701023,50230.000,-49847.500,418.223,-605.545
17619,201701024,50265.500,-49847.000,213.611,-635.961
17620,201701025,50315.000,-49735.000,167.117,-782.630
17621,201701026,50434.000,-49728.000,112.325,-562.103
17622,201701027,50583.000,-49719.000,158.325,-201.791
17623,201701028,50621.000,-49719.000,127.892,-290.923
17624,201701029,50621.000,-49851.500,135.226,-270.451
17625,2017010210,50620.000,-49875.500,190.310,-169.176
17626,2017010211,50165.000,-50290.500,246.682,-237.027
17627,2017010212,49857.000,-50324.500,189.344,-188.669
