,y_pred,spike_upperlim,spike_lowerlim
0,109.06299,140.40596566221274,84.03570100445276
1,106.02949,132.45985971960368,86.89639028039512
2,103.859985,131.93636890086867,86.46154776579685
3,102.24604,131.37897770271016,85.97727229728866
4,101.02491,130.8337190457455,85.56419762091998
5,100.261215,130.2778744742762,85.16170885905599
6,100.05509,129.7113356200621,84.76991437993674
7,100.127754,128.093378546032,84.51287145396681
8,100.26,128.154269910113,84.66031342321915
9,100.512985,128.04889572156299,84.51568761176915
10,101.19897,128.09418998747773,84.61622667918779
11,101.24846,128.11204560981824,84.66087105684727
12,101.09545,128.11204560981824,84.66087105684727
13,100.756935,128.11204560981824,84.66087105684727
14,99.92408,128.11204560981824,84.66087105684727
15,99.19767,128.11204560981824,84.66087105684727
16,98.95766,128.11204560981824,84.66087105684727
17,99.230286,128.11204560981824,84.66087105684727
18,99.5974,127.8190881337778,84.30799519955438
19,99.552185,127.8190881337778,84.30799519955438
20,99.479164,127.8190881337778,84.30799519955438
21,98.98324,127.8190881337778,84.30799519955438
22,103.83953,126.42354980470272,83.93270019529609
23,192.02382,129.38603411033472,82.67854922299746
24,113.856834,129.68148618156368,83.02893048510184
25,193.4025,135.92908423210338,79.90633243456212
26,180.5791,137.01878006882734,79.69163659783817
27,188.74985,137.29295805916598,79.66745860749951
28,107.2222,137.29295805916598,79.66745860749951
29,174.95508,137.30567429048705,79.69640904284512
30,165.13739,137.31837284085248,79.72537715914635
31,163.18608,137.44005085846428,79.93703247486789
32,152.66493,137.52111741307235,80.06429925359316
33,105.640724,137.48140764148545,79.97900902518006
34,103.871315,137.52111741307235,80.06429925359316
35,102.523094,137.56067011546065,80.14974655120487
36,101.556465,137.56067011546065,80.14974655120487
37,100.851036,137.52111741307235,80.06429925359316
38,100.71065,137.4954018712699,80.00668146206223
39,101.30118,137.4954018712699,80.00668146206223
40,102.05057,137.43571654777816,79.90178345222068
41,102.744255,137.37577324609998,79.79714342056553
42,103.658424,137.31557256655924,79.69276076677296
43,104.27822,129.03583206740095,82.7225012659312
44,104.98264,128.97118305559638,82.62256694440245
45,153.01694,137.19440143155666,79.48476523510887
46,160.21431,144.27310848547614,77.49147484785604
47,124.98552,144.22927097523802,77.41239569142749
48,148.4718,150.58696391375096,76.14011941958125
49,110.97545,150.53253960354164,76.02996039645726
50,120.60257,158.4970404529804,74.31545954701848
51,101.83369,158.4857577456994,74.28507558763283
52,99.6162,158.4857577456994,74.28507558763283
53,97.82292,158.4857577456994,74.28507558763283
54,96.522964,158.4857577456994,74.28507558763283
55,95.99429,158.45031837019022,74.19551496314202
56,95.6835,158.41476698648282,74.10606634684942
57,95.46715,158.41476698648282,74.10606634684942
58,116.62989,158.37910380925575,74.01672952407647
59,95.59943,158.36769557733948,73.9864710893261
60,127.66079,158.3732121370482,74.00178786295069
61,94.44261,158.3787255003591,74.01710783297312
62,93.69105,158.38423566615737,74.0324310005082
63,93.43064,158.38974263332688,74.04775736667202
64,93.264946,158.39524640075038,74.06308693258187
65,92.89214,158.40074696730917,74.07841969935636
66,92.978455,158.4062443318836,74.09375566811525
67,92.81042,158.41173849335257,74.10909483997966
68,92.4301,158.41722945059368,74.12443721607191
69,157.97372,166.53523160443353,72.81893506223204
70,158.19435,168.0857072771184,73.9142927228805
71,95.23384,165.5391633833739,72.16916994995833
72,161.03087,166.36635479631644,72.7169785370158
73,100.03007,161.68426892971692,72.815731070282
74,138.99797,161.11673178684586,72.75826821315303
75,102.89847,160.04832935706182,71.95167064293706
76,100.557304,160.08541775011398,72.03958224988492
77,124.27959,160.08541775011398,72.03958224988492
78,103.05111,160.11056832056337,72.09776501276889
79,100.39337,160.03915086045478,71.96084913954411
80,100.18175,159.9075480803601,71.67578525297215
81,99.74392,159.8849477967351,71.61505220326377
82,99.320335,159.8849477967351,71.61505220326377
83,99.26584,159.8849477967351,71.61505220326377
84,99.3042,159.8849477967351,71.61505220326377
85,99.5142,159.9224478575894,71.70255214240947
86,99.78455,160.43679085829604,72.35487580836956
87,99.847084,160.36678950024555,72.17071049975337
88,100.19836,160.27330982521067,71.88919017478818
89,100.61362,160.1788197968757,71.60868020312321
90,101.18608,160.08332576804335,71.32917423195553
91,102.18167,160.06461686144223,71.28538313855663
92,132.41464,167.17694125940727,70.46472540725826
93,105.93713,162.0002309376959,70.32893572896961
94,101.768074,156.52927403011475,70.5498926365508
95,101.183846,156.5153834963627,70.52211650363621
96,100.441864,150.66473485958574,71.12276514041316
97,100.05416,150.66473485958574,71.12276514041316
98,99.64487,141.84953570592302,73.6462976274092
99,99.38896,141.8566756735981,73.65999099306745
100,98.81577,141.75387522166153,73.45029144500401
101,98.356705,141.6502623008251,73.24140436584044
102,97.89093,141.5458406563309,73.03332601033462
103,97.58879,141.59190082627038,73.11226584039517
104,97.55331,141.53324093028283,72.98342573638273
105,97.69086,141.53324093028283,72.98342573638273
106,97.838875,141.57936827444456,73.06229839222098
107,98.0751,141.52060197896918,72.93356468769636
108,99.823326,141.46153855525176,72.80512811141378
109,165.4135,141.4336441641696,72.7496891691626
110,153.41246,141.37415468433682,72.62167864899541
111,171.3157,141.31437023956582,72.4939630937664
112,103.01692,141.25429170246295,72.36654163086924
113,103.78349,141.19391993468506,72.23941339864717
114,184.31818,141.1332557870659,72.11257754626631
115,105.52467,141.07230009974091,71.98603323359134
116,102.027176,141.01105370226912,71.85977963106309
117,104.324036,129.13270446993005,76.77979553006885
118,107.57539,126.38162190753346,76.73921142579877
119,110.71836,126.4844713624766,77.3030286375223
120,110.15439,124.71224280493747,77.20025719506141
121,106.026054,124.41019489428476,76.96063843904747
122,171.45569,122.51538783149924,76.89711216849962
123,152.31076,122.51538783149924,76.89711216849962
124,137.27663,122.47499985626564,76.8541668103999
125,127.21764,122.47499985626564,76.8541668103999
126,124.33827,122.43453408375716,76.81129924957506
127,109.073326,122.37508850050716,76.74574483282508
128,108.11126,122.41007455684513,76.7940921098204
129,106.04462,122.44498089481043,76.84251910518843
130,118.92317,122.40447672751141,76.79968993915416
131,121.81692,122.3638947476078,76.75693858572444
132,121.82502,122.32323496620295,76.71426503379591
133,122.95059,122.28249739360207,76.67166927306349
134,123.86676,121.40792030970577,76.42124635695976
135,125.52301,121.5232982548001,76.56003507853214
136,127.00283,121.6923611607022,76.80763883929667
137,113.16869,121.81854095500505,77.0147923783272
138,111.57011,121.9433787537922,77.22328791287336
139,110.48533,122.13726392983193,77.3835694035003
140,131.88637,118.052206297735,80.42696036893057
141,144.09186,120.518732873824,80.14793379284158
142,149.3408,122.81414880369562,79.97751786296995
143,126.933975,122.796181603168,79.95381839683087
144,119.14535,122.81514216390605,79.97652450275953
145,112.30587,122.87487926669101,80.04178739997455
146,105.90586,122.93442971339957,80.10723695326602
147,102.35551,123.11270067888792,80.28313265444429
148,100.340836,123.22773314423279,80.48060018909945
149,99.330986,123.34151712188255,80.67931621144965
150,114.42163,125.26699694843788,80.94133638489436
151,98.54058,125.26699694843788,80.94133638489436
152,97.314064,125.26699694843788,80.94133638489436
153,96.87322,125.170773640261,80.7667263597379
154,96.59354,125.170773640261,80.7667263597379
155,96.45086,125.27811802652565,80.97188197347323
156,96.06782,125.38422617630638,81.1782738236925
157,96.20999,125.46029879769048,81.31053453564175
158,96.79156,126.51005383947269,81.82327949385956
159,157.76648,126.5928932857024,82.01127338096319
160,157.47702,126.61972023907593,82.08861309425632
161,97.9331,126.64639394420315,82.16610605579575
162,98.56982,126.6729138752158,82.24375279144977
163,183.04742,126.69927950063247,82.32155383269975
164,101.90581,126.69927950063247,82.32155383269975
165,191.37447,126.72074042547143,82.38342624119414
166,113.827385,126.71598412198489,82.36734921134735
167,192.36772,137.0946913500049,78.11364198332738
168,113.96857,136.9993934961029,77.89643983722935
169,102.085754,136.94660358379676,77.76172974953549
170,101.280594,136.97622475631618,77.81544191034939
171,136.0022,138.62602554311607,78.24897445688283
172,106.106155,138.7192932786354,78.40570672136349
173,130.64499,138.7192932786354,78.40570672136349
174,107.92363,138.70625654070258,78.37707679262967
175,103.626114,138.70625654070258,78.37707679262967
176,128.75896,138.74743420708887,78.46089912624338
177,130.73807,138.7884643393612,78.54486899397101
178,107.21451,138.81644232326562,78.60022434339997
179,103.68477,138.80352121864442,78.57147878135451
180,102.89431,138.8314671253872,78.62686620794503
181,102.341194,138.8185622684329,78.59810439823266
182,102.330635,139.00632619108904,78.86867380890983
183,102.63787,139.00632619108904,78.86867380890983
184,102.91124,138.96590836044555,78.78409163955335
185,103.2285,138.95310959241596,78.75522374091629
186,103.88569,138.9402939573065,78.72637270935907
187,104.81029,138.9402939573065,78.72637270935907
188,105.41396,131.11707611601165,81.59125721732059
189,106.1929,130.52361785410775,81.72638214589114
190,105.525185,129.9224051337706,81.86926153289498
191,105.21108,129.90899631194742,81.84100368805149
192,132.62267,138.0071840748169,78.95114925851531
193,105.82393,139.08661180922869,79.4133881907702
194,100.869064,139.23425631575725,79.59907701757497
195,99.90423,139.23425631575725,79.59907701757497
196,99.0303,139.3895619049849,79.81877142834733
197,98.2782,139.3895619049849,79.81877142834733
198,97.63402,138.0193158517689,79.31401748156331
199,97.04279,138.0193158517689,79.31401748156331
200,96.68522,138.0801328212571,79.4823671787418
201,96.394554,138.09553281146924,79.52946718852965
202,96.451775,138.00723611013922,79.30526388985969
203,96.82331,138.00723611013922,79.30526388985969
204,96.84205,137.917934897207,79.08206510279192
205,96.661705,137.917934897207,79.08206510279192
206,96.38464,137.14474692589042,78.60525307410849
207,96.13532,137.15948414563863,78.63218252102695
208,96.00787,137.13305460698905,78.55444539300984
209,95.96851,137.10650811391488,78.47682521941735
