Date,GBP,EUR
21/01/2016,1,1.2956
20/01/2016,1,1.2987
19/01/2016,1,1.3077
18/01/2016,1,1.3113
17/01/2016,1,1.3132
16/01/2016,1,1.3132
15/01/2016,1,1.3132
14/01/2016,1,1.321
13/01/2016,1,1.333
12/01/2016,1,1.3319
11/01/2016,1,1.3386
10/01/2016,1,1.3419
09/01/2016,1,1.3419
08/01/2016,1,1.3419
07/01/2016,1,1.3415
06/01/2016,1,1.3617
05/01/2016,1,1.3655
04/01/2016,1,1.3548
03/01/2016,1,1.3625
02/01/2016,1,1.3625
01/01/2016,1,1.3625
