,PrevDay,PrevWeek
2016032005,39.0,43.35
2016032006,160.0,160.0
2016032007,160.0,42.0
2016032008,120.89174783506277,42.0
2016032009,120.89174783506277,42.0
2016032010,39.5,56.95
2016032011,38.0,56.95
2016032012,120.89174783506277,160.0
2016032013,140.0,160.0
2016032014,160.0,160.0
2016032015,45.0,47.0
2016032016,130.0,142.0
2016032017,139.0,142.0
2016032018,140.0,110.0
2016032019,140.0,120.89174783506277
2016032020,138.0,120.89174783506277
2016032021,140.0,45.0
2016032022,85.0,45.0
2016032023,85.0,120.89174783506277
2016032024,85.0,139.0
2016032025,85.0,139.0
2016032026,85.0,120.89174783506277
2016032027,42.22,48.0
2016032028,120.89174783506277,139.0
2016032029,46.0,140.0
2016032030,46.0,140.0
2016032031,69.0,140.0
2016032032,69.0,140.0
2016032033,49.8,160.0
2016032034,49.8,160.0
2016032035,139.0,160.0
2016032036,139.0,160.0
2016032037,140.0,160.0
2016032038,139.0,170.0
2016032039,160.0,170.0
2016032040,139.5,170.0
2016032041,72.0,139.0
2016032042,155.0,53.0
2016032043,155.0,120.89174783506277
2016032044,139.0,139.0
2016032045,140.0,40.0
2016032046,66.95,140.0
2016032047,120.89174783506277,140.0
2016032048,42.0,39.25
2016032101,60.0,40.0
2016032102,140.0,160.0
2016032103,160.0,160.0
2016032104,120.89174783506277,120.89174783506277
2016032105,120.89174783506277,120.89174783506277
2016032106,120.89174783506277,50.0
2016032107,120.89174783506277,160.0
2016032108,120.89174783506277,120.89174783506277
2016032109,120.89174783506277,120.89174783506277
2016032110,120.89174783506277,120.89174783506277
2016032111,120.89174783506277,120.89174783506277
2016032112,40.0,160.0
2016032113,42.0,45.0
2016032114,160.0,46.0
2016032115,200.0,140.0
2016032116,160.0,139.0
2016032117,120.89174783506277,120.89174783506277
2016032118,120.89174783506277,120.89174783506277
2016032119,46.0,120.89174783506277
2016032120,46.0,120.89174783506277
2016032121,39.0,45.0
2016032122,120.89174783506277,40.0
2016032123,50.0,120.89174783506277
2016032124,120.89174783506277,120.89174783506277
2016032125,36.0,139.0
2016032126,120.89174783506277,40.0
2016032127,140.0,140.0
2016032128,39.0,139.0
2016032129,120.89174783506277,39.0
2016032130,120.89174783506277,49.0
2016032131,140.0,120.89174783506277
2016032132,40.0,49.0
2016032133,120.89174783506277,49.0
2016032134,85.0,139.0
2016032135,160.0,58.0
2016032136,160.0,139.0
2016032137,160.0,149.0
2016032138,179.0,170.0
2016032139,179.0,170.0
2016032140,179.0,139.0
2016032141,179.0,48.0
2016032142,140.0,140.0
2016032143,155.0,139.0
2016032144,63.0,140.0
2016032145,139.0,160.0
2016032146,140.0,42.0
2016032147,140.0,40.0
2016032148,39.5,140.0
2016032201,120.89174783506277,140.0
2016032202,42.0,160.0
2016032203,42.0,160.0
2016032204,38.47,120.89174783506277
2016032205,38.0,120.89174783506277
2016032206,38.0,120.89174783506277
2016032207,120.89174783506277,160.0
2016032208,120.89174783506277,48.0
2016032209,120.89174783506277,42.0
2016032210,120.89174783506277,42.0
2016032211,39.5,160.0
2016032212,160.0,39.9
2016032213,140.0,160.0
2016032214,50.0,140.0
2016032215,50.0,139.0
2016032216,50.0,139.0
2016032217,140.0,140.0
2016032218,140.0,139.0
2016032219,140.0,139.0
2016032220,140.0,140.0
2016032221,36.0,139.0
2016032222,140.0,120.89174783506277
2016032223,48.0,140.0
2016032224,48.0,160.0
2016032225,139.0,160.0
2016032226,58.5,38.5
2016032227,139.0,64.95
2016032228,139.0,140.0
2016032229,139.0,140.0
2016032230,58.5,48.0
2016032231,140.0,48.0
2016032232,140.0,48.0
2016032233,73.0,66.1
2016032234,74.85,66.1
2016032235,140.0,66.1
2016032236,140.0,139.0
2016032237,170.0,139.0
2016032238,160.0,140.0
2016032239,95.0,90.0
2016032240,139.0,139.0
2016032241,95.0,74.89
2016032242,140.0,66.1
2016032243,140.0,139.0
2016032244,140.0,45.0
2016032245,120.89174783506277,140.0
2016032246,140.0,140.0
2016032247,160.0,130.0
2016032248,39.0,140.0
2016032301,39.7,140.0
2016032302,160.0,120.89174783506277
2016032303,42.0,49.0
2016032304,160.0,120.89174783506277
2016032305,140.0,40.0
2016032306,140.0,160.0
2016032307,140.0,39.0
2016032308,39.0,120.89174783506277
2016032309,39.0,120.89174783506277
2016032310,42.0,120.89174783506277
2016032311,120.89174783506277,120.89174783506277
2016032312,65.0,120.89174783506277
2016032313,52.75,160.0
2016032314,160.0,140.0
2016032315,66.95,140.0
2016032316,52.75,140.0
2016032317,139.0,139.0
2016032318,160.0,139.0
2016032319,160.0,140.0
2016032320,139.0,139.0
2016032321,120.89174783506277,74.89
2016032322,140.0,120.89174783506277
2016032323,139.0,120.89174783506277
2016032324,140.0,139.0
2016032325,160.0,140.0
2016032326,49.99,120.89174783506277
2016032327,139.0,120.89174783506277
2016032328,48.9,40.0
2016032329,139.0,40.0
2016032330,140.0,120.89174783506277
2016032331,200.0,120.89174783506277
2016032332,400.0,140.0
2016032333,650.0,140.0
2016032334,580.0,62.2
2016032335,500.0,62.2
2016032336,500.0,130.0
2016032337,944.0,136.0
2016032338,944.0,80.0
2016032339,899.0,139.0
2016032340,500.0,170.0
2016032341,500.0,140.0
2016032342,500.0,62.2
2016032343,500.0,48.0
2016032344,325.0,140.0
2016032345,325.0,140.0
2016032346,120.89174783506277,140.0
2016032347,160.0,140.0
2016032348,140.0,140.0
2016032401,160.0,200.0
2016032402,160.0,44.9
2016032403,160.0,140.0
2016032404,120.89174783506277,42.0
2016032405,120.89174783506277,42.0
2016032406,120.89174783506277,42.0
2016032407,120.89174783506277,140.0
2016032408,120.89174783506277,42.0
2016032409,120.89174783506277,42.0
2016032410,120.89174783506277,120.89174783506277
2016032411,120.89174783506277,140.0
2016032412,160.0,42.0
2016032413,140.0,140.0
2016032414,140.0,142.0
2016032415,140.0,140.0
2016032416,140.0,160.0
2016032417,155.0,160.0
2016032418,140.0,120.0
2016032419,140.0,64.0
2016032420,140.0,45.0
2016032421,139.0,45.0
2016032422,140.0,120.89174783506277
2016032423,67.0,43.0
2016032424,130.0,120.89174783506277
2016032425,130.0,170.0
2016032426,53.0,170.0
2016032427,53.0,130.0
2016032428,50.0,43.0
2016032429,140.0,40.0
2016032430,120.0,120.0
2016032431,120.0,139.0
2016032432,120.0,200.0
2016032433,140.0,200.0
2016032434,170.0,200.0
2016032435,140.0,200.0
2016032436,120.0,200.0
2016032437,139.0,200.0
2016032438,120.0,200.0
2016032439,139.0,200.0
2016032440,155.0,200.0
2016032441,140.0,185.0
2016032442,140.0,185.0
2016032443,125.0,140.0
2016032444,46.0,139.0
2016032445,46.0,140.0
2016032446,140.0,140.0
2016032447,120.0,120.0
2016032448,160.0,120.89174783506277
2016032501,160.0,120.89174783506277
2016032502,160.0,48.0
2016032503,160.0,47.0
2016032504,160.0,50.0
2016032505,140.0,120.89174783506277
2016032506,54.12,120.89174783506277
2016032507,41.44,160.0
2016032508,41.44,39.5
2016032509,120.89174783506277,160.0
2016032510,120.89174783506277,140.0
2016032511,120.89174783506277,50.0
2016032512,140.0,160.0
2016032513,200.0,200.0
2016032514,50.0,120.89174783506277
2016032515,140.0,140.0
2016032516,140.0,140.0
2016032517,140.0,170.0
2016032518,140.0,64.9
2016032519,139.0,140.0
2016032520,125.0,140.0
2016032521,139.0,140.0
2016032522,140.0,130.0
2016032523,44.5,139.0
2016032524,44.5,130.0
2016032525,119.0,130.0
2016032526,44.5,130.0
2016032527,139.0,140.0
2016032528,44.5,600.0
2016032529,44.5,140.0
2016032530,44.5,139.0
2016032531,120.0,64.5
2016032532,120.0,140.0
2016032533,120.0,85.0
2016032534,69.99,90.0
2016032535,69.99,90.0
2016032536,69.99,160.0
2016032537,69.99,160.0
2016032538,69.99,90.0
2016032539,69.99,90.0
2016032540,149.0,139.0
2016032541,52.95,139.0
2016032542,120.0,139.0
2016032543,139.0,139.0
2016032544,47.5,130.0
2016032545,44.44,48.0
2016032546,139.0,48.0
2016032547,120.0,48.0
2016032548,160.0,140.0
2016032601,80.0,140.0
2016032602,120.0,43.95
2016032603,120.0,160.0
2016032604,85.0,43.95
2016032605,52.0,39.0
2016032606,41.39,160.0
2016032607,50.0,160.0
2016032608,50.0,120.89174783506277
2016032609,50.0,120.89174783506277
2016032610,50.0,39.5
2016032611,50.0,38.0
2016032612,50.0,120.89174783506277
2016032613,160.0,140.0
2016032614,65.0,160.0
2016032615,65.0,45.0
2016032616,43.0,130.0
2016032617,53.0,139.0
2016032618,120.89174783506277,140.0
2016032619,120.89174783506277,140.0
2016032620,40.0,138.0
2016032621,40.0,140.0
2016032622,49.0,85.0
2016032623,140.0,85.0
2016032624,120.89174783506277,85.0
2016032625,140.0,85.0
2016032626,120.89174783506277,85.0
2016032627,120.89174783506277,42.22
2016032628,40.0,120.89174783506277
2016032629,40.0,46.0
2016032630,139.0,46.0
2016032631,39.0,69.0
2016032632,139.0,69.0
2016032633,160.0,49.8
2016032634,140.0,49.8
2016032635,69.8,139.0
2016032636,139.0,139.0
2016032637,69.8,140.0
2016032638,155.0,139.0
2016032639,95.0,160.0
2016032640,170.0,139.5
2016032641,139.0,72.0
2016032642,155.0,155.0
2016032643,155.0,155.0
2016032644,54.0,139.0
2016032645,57.0,140.0
2016032646,140.0,66.95
2016032647,120.0,120.89174783506277
2016032648,120.0,42.0
2016032701,85.0,60.0
2016032702,85.0,140.0
2016032703,85.0,160.0
2016032704,85.0,120.89174783506277
2016032705,85.0,120.89174783506277
2016032706,85.0,120.89174783506277
2016032707,100.0,120.89174783506277
2016032708,160.0,120.89174783506277
2016032709,160.0,120.89174783506277
2016032710,85.0,120.89174783506277
2016032711,160.0,120.89174783506277
2016032712,85.0,40.0
2016032713,85.0,42.0
2016032714,140.0,160.0
2016032715,85.0,200.0
2016032716,140.0,160.0
2016032717,140.0,120.89174783506277
2016032718,83.0,120.89174783506277
2016032719,170.0,46.0
2016032720,149.0,46.0
2016032721,149.0,39.0
2016032722,170.0,120.89174783506277
2016032723,140.0,50.0
2016032724,67.0,120.89174783506277
2016032725,140.0,36.0
2016032726,66.95,120.89174783506277
2016032727,140.0,140.0
2016032728,140.0,39.0
2016032729,140.0,120.89174783506277
2016032730,140.0,120.89174783506277
2016032731,140.0,140.0
2016032732,54.0,40.0
2016032733,54.0,120.89174783506277
2016032734,64.45,85.0
2016032735,64.45,160.0
2016032736,64.45,160.0
2016032737,64.45,160.0
2016032738,140.0,179.0
2016032739,140.0,179.0
2016032740,64.45,179.0
2016032741,140.0,179.0
2016032742,140.0,140.0
2016032743,139.0,155.0
2016032744,139.0,63.0
2016032745,160.0,139.0
2016032746,160.0,140.0
2016032747,140.0,140.0
2016032748,120.0,39.5
2016032801,160.0,120.89174783506277
2016032802,160.0,42.0
2016032803,160.0,42.0
2016032804,160.0,38.47
2016032805,85.0,38.0
2016032806,85.0,38.0
2016032807,140.0,120.89174783506277
2016032808,140.0,120.89174783506277
2016032809,85.0,120.89174783506277
2016032810,85.0,120.89174783506277
2016032811,160.0,39.5
2016032812,140.0,160.0
2016032813,85.0,140.0
2016032814,85.0,50.0
2016032815,85.0,50.0
2016032816,600.0,50.0
2016032817,140.0,140.0
2016032818,140.0,140.0
2016032819,85.0,140.0
2016032820,50.0,140.0
2016032821,139.0,36.0
2016032822,139.0,140.0
2016032823,140.0,48.0
2016032824,140.0,48.0
2016032825,140.0,139.0
2016032826,47.0,58.5
2016032827,139.0,139.0
2016032828,139.0,139.0
2016032829,44.25,139.0
2016032830,44.25,58.5
2016032831,139.0,140.0
2016032832,160.0,140.0
2016032833,160.0,73.0
2016032834,139.0,74.85
2016032835,139.0,140.0
2016032836,140.0,140.0
2016032837,140.0,170.0
2016032838,119.0,160.0
2016032839,67.0,95.0
2016032840,67.0,139.0
2016032841,139.0,95.0
2016032842,120.0,140.0
2016032843,140.0,140.0
2016032844,139.0,140.0
2016032845,140.0,120.89174783506277
2016032846,44.95,140.0
2016032847,120.89174783506277,160.0
2016032848,120.89174783506277,39.0
2016032901,160.0,39.7
2016032902,44.95,160.0
2016032903,44.95,42.0
2016032904,160.0,160.0
2016032905,160.0,140.0
2016032906,61.95,140.0
2016032907,61.95,140.0
2016032908,61.95,39.0
2016032909,44.95,39.0
2016032910,160.0,42.0
2016032911,160.0,120.89174783506277
2016032912,61.95,65.0
2016032913,160.0,52.75
2016032914,160.0,160.0
2016032915,140.0,66.95
2016032916,140.0,52.75
2016032917,140.0,139.0
2016032918,130.0,160.0
2016032919,44.0,160.0
2016032920,47.5,139.0
2016032921,44.0,120.89174783506277
2016032922,135.0,140.0
2016032923,135.0,139.0
2016032924,44.95,140.0
2016032925,44.95,160.0
2016032926,41.5,49.99
2016032927,50.0,139.0
2016032928,49.0,48.9
2016032929,48.0,139.0
2016032930,41.5,140.0
2016032931,41.5,200.0
2016032932,45.0,400.0
2016032933,64.0,650.0
2016032934,85.0,580.0
2016032935,140.0,500.0
2016032936,155.0,500.0
2016032937,85.0,944.0
2016032938,140.0,944.0
2016032939,149.0,899.0
2016032940,155.0,500.0
2016032941,160.0,500.0
2016032942,185.0,500.0
2016032943,185.0,500.0
2016032944,130.0,325.0
2016032945,47.5,325.0
2016032946,139.0,120.89174783506277
2016032947,130.0,160.0
2016032948,40.0,140.0
2016033001,40.0,160.0
2016033002,120.89174783506277,160.0
2016033003,42.0,160.0
2016033004,42.0,120.89174783506277
2016033005,35.0,120.89174783506277
2016033006,50.0,120.89174783506277
2016033007,50.0,120.89174783506277
2016033008,42.0,120.89174783506277
2016033009,42.0,120.89174783506277
2016033010,35.0,120.89174783506277
2016033011,61.95,120.89174783506277
2016033012,61.95,160.0
2016033013,140.0,140.0
2016033014,160.0,140.0
2016033015,139.0,140.0
2016033016,58.94,140.0
2016033017,160.0,155.0
2016033018,139.0,140.0
2016033019,69.89,140.0
2016033020,84.89,140.0
2016033021,58.94,139.0
2016033022,140.0,140.0
2016033023,155.0,67.0
2016033024,139.0,130.0
2016033025,155.0,130.0
2016033026,64.95,53.0
2016033027,49.99,53.0
2016033028,139.0,50.0
2016033029,140.0,140.0
2016033030,140.0,120.0
2016033031,140.0,120.0
2016033032,140.0,120.0
2016033033,140.0,140.0
2016033034,325.0,170.0
2016033035,325.0,140.0
2016033036,149.0,120.0
2016033037,140.0,139.0
2016033038,170.0,120.0
2016033039,170.0,139.0
2016033040,160.0,155.0
2016033041,160.0,140.0
2016033042,160.0,140.0
2016033043,170.0,125.0
2016033044,125.0,46.0
2016033045,140.0,46.0
2016033046,75.0,140.0
2016033047,47.0,120.0
2016033048,43.0,160.0
2016033101,160.0,160.0
2016033102,41.0,160.0
2016033103,59.95,160.0
2016033104,59.95,160.0
2016033105,59.95,140.0
2016033106,39.45,54.12
2016033107,42.0,41.44
2016033108,41.0,41.44
2016033109,41.0,120.89174783506277
2016033110,37.85,120.89174783506277
2016033111,39.0,120.89174783506277
2016033112,59.95,140.0
2016033113,50.0,200.0
2016033114,140.0,50.0
2016033115,139.0,140.0
2016033116,42.22,140.0
2016033117,140.0,140.0
2016033118,140.0,140.0
2016033119,140.0,139.0
2016033120,120.89174783506277,125.0
2016033121,140.0,139.0
2016033122,139.0,140.0
2016033123,139.0,44.5
2016033124,140.0,44.5
2016033125,47.0,119.0
2016033126,139.0,44.5
2016033127,120.89174783506277,139.0
2016033128,40.0,44.5
2016033129,43.0,44.5
2016033130,42.0,44.5
2016033131,42.0,120.0
2016033132,120.89174783506277,120.0
2016033133,40.0,120.0
2016033134,40.0,69.99
2016033135,120.89174783506277,69.99
2016033136,41.5,69.99
2016033137,120.89174783506277,69.99
2016033138,325.0,69.99
2016033139,140.0,69.99
2016033140,170.0,149.0
2016033141,155.0,52.95
2016033142,120.0,120.0
2016033143,140.0,139.0
2016033144,84.89,47.5
2016033145,139.0,44.44
2016033146,43.0,139.0
2016033147,41.0,120.0
2016033148,120.0,160.0
2016040101,38.9,80.0
2016040102,38.9,120.0
2016040103,41.0,120.0
2016040104,160.0,85.0
2016040105,64.89,52.0
2016040106,69.99,41.39
2016040107,69.99,50.0
2016040108,37.99,50.0
2016040109,39.0,50.0
2016040110,38.29,50.0
2016040111,43.33,50.0
2016040112,160.0,50.0
2016040113,160.0,160.0
2016040114,140.0,65.0
2016040115,139.0,65.0
2016040116,140.0,43.0
2016040117,179.0,53.0
2016040118,179.0,120.89174783506277
2016040119,170.0,120.89174783506277
2016040120,75.0,40.0
2016040121,120.89174783506277,40.0
2016040122,42.95,49.0
2016040123,42.95,140.0
2016040124,40.0,120.89174783506277
2016040125,40.0,140.0
2016040126,120.89174783506277,120.89174783506277
2016040127,140.0,120.89174783506277
2016040128,130.0,40.0
2016040129,530.0,40.0
2016040130,530.0,139.0
2016040131,140.0,39.0
2016040132,120.89174783506277,139.0
2016040133,120.89174783506277,160.0
2016040134,140.0,140.0
2016040135,780.0,69.8
2016040136,780.0,139.0
2016040137,900.0,69.8
2016040138,780.0,155.0
2016040139,550.0,95.0
2016040140,550.0,170.0
2016040141,550.0,139.0
2016040142,550.0,155.0
2016040143,550.0,155.0
2016040144,550.0,54.0
2016040145,510.0,57.0
2016040146,120.0,140.0
2016040147,160.0,120.0
2016040148,48.0,120.0
2016040201,38.75,85.0
2016040202,140.0,85.0
2016040203,140.0,85.0
2016040204,160.0,85.0
2016040205,140.0,85.0
2016040206,79.89,85.0
2016040207,120.89174783506277,100.0
2016040208,47.0,160.0
2016040209,47.0,160.0
2016040210,47.0,85.0
2016040211,40.0,160.0
2016040212,55.6,85.0
2016040213,60.0,85.0
2016040214,110.0,140.0
2016040215,150.0,85.0
2016040216,110.0,140.0
2016040217,150.0,140.0
2016040218,150.0,83.0
2016040219,110.0,170.0
2016040220,110.0,149.0
2016040221,110.0,149.0
2016040222,110.0,170.0
2016040223,55.6,140.0
2016040224,55.6,67.0
2016040225,54.0,140.0
2016040226,54.0,66.95
2016040227,39.25,140.0
2016040228,110.0,140.0
2016040229,44.75,140.0
2016040230,42.95,140.0
2016040231,44.75,140.0
2016040232,110.0,54.0
2016040233,110.0,54.0
2016040234,65.0,64.45
2016040235,70.0,64.45
2016040236,110.0,64.45
2016040237,110.0,64.45
2016040238,68.0,140.0
2016040239,160.0,140.0
2016040240,325.0,64.45
2016040241,325.0,140.0
2016040242,160.0,140.0
2016040243,119.8,139.0
2016040244,119.8,139.0
2016040245,119.8,160.0
2016040246,52.0,160.0
2016040247,120.0,140.0
2016040248,52.0,120.0
2016040301,52.0,160.0
2016040302,140.0,160.0
2016040303,44.0,160.0
2016040304,140.0,160.0
2016040305,140.0,85.0
2016040306,140.0,85.0
2016040307,41.57,140.0
2016040308,39.25,140.0
2016040309,39.25,85.0
2016040310,41.57,85.0
2016040311,40.0,160.0
2016040312,160.0,140.0
2016040313,160.0,85.0
2016040314,160.0,85.0
2016040315,110.0,85.0
2016040316,130.0,600.0
2016040317,130.0,140.0
2016040318,325.0,140.0
2016040319,325.0,85.0
2016040320,170.0,50.0
2016040321,160.0,139.0
2016040322,71.0,139.0
2016040323,71.0,140.0
2016040324,120.89174783506277,140.0
2016040325,110.0,140.0
2016040326,110.0,47.0
2016040327,110.0,139.0
2016040328,110.0,139.0
2016040329,120.89174783506277,44.25
2016040330,37.0,44.25
2016040331,37.98,139.0
2016040332,39.25,160.0
2016040333,110.0,160.0
2016040334,110.0,139.0
2016040335,140.0,139.0
2016040336,130.0,140.0
2016040337,160.0,140.0
2016040338,130.0,119.0
2016040339,130.0,67.0
2016040340,140.0,67.0
2016040341,110.0,139.0
2016040342,160.0,120.0
2016040343,170.0,140.0
2016040344,110.0,139.0
2016040345,110.0,140.0
2016040346,54.55,44.95
2016040347,140.0,120.89174783506277
2016040348,64.98,120.89174783506277
2016040401,54.55,160.0
2016040402,200.0,44.95
2016040403,54.55,44.95
2016040404,140.0,160.0
2016040405,54.55,160.0
2016040406,54.55,61.95
2016040407,54.55,61.95
2016040408,54.55,61.95
2016040409,54.55,44.95
2016040410,54.55,160.0
2016040411,54.55,160.0
2016040412,54.55,61.95
2016040413,140.0,160.0
2016040414,54.55,160.0
2016040415,160.0,140.0
2016040416,160.0,140.0
2016040417,40.0,140.0
2016040418,40.0,130.0
2016040419,40.0,44.0
2016040420,40.0,47.5
2016040421,120.89174783506277,44.0
2016040422,39.0,135.0
2016040423,39.0,135.0
2016040424,120.89174783506277,44.95
2016040425,120.89174783506277,44.95
2016040426,120.89174783506277,41.5
2016040427,120.89174783506277,50.0
2016040428,39.25,49.0
2016040429,120.89174783506277,48.0
2016040430,36.0,41.5
2016040431,120.89174783506277,41.5
2016040432,120.89174783506277,45.0
2016040433,65.45,64.0
2016040434,120.0,85.0
2016040435,130.0,140.0
2016040436,130.0,155.0
2016040437,110.0,85.0
2016040438,325.0,140.0
2016040439,85.0,149.0
2016040440,130.0,155.0
2016040441,130.0,160.0
2016040442,170.0,185.0
2016040443,170.0,185.0
2016040444,110.0,130.0
2016040445,140.0,47.5
2016040446,140.0,139.0
2016040447,140.0,130.0
2016040448,65.0,40.0
2016040501,44.45,40.0
2016040502,44.45,120.89174783506277
2016040503,38.95,42.0
2016040504,44.45,42.0
2016040505,44.45,35.0
2016040506,160.0,50.0
2016040507,44.45,50.0
2016040508,44.45,42.0
2016040509,44.45,42.0
2016040510,38.95,35.0
2016040511,38.95,61.95
2016040512,160.0,61.95
2016040513,38.21,140.0
2016040514,110.0,160.0
2016040515,110.0,139.0
2016040516,130.0,58.94
2016040517,160.0,160.0
2016040518,50.48,139.0
2016040519,49.25,69.89
2016040520,49.25,84.89
2016040521,170.0,58.94
2016040522,170.0,140.0
2016040523,150.0,155.0
2016040524,65.45,139.0
2016040525,65.45,155.0
2016040526,65.45,64.95
2016040527,49.25,49.99
2016040528,49.25,139.0
2016040529,140.0,140.0
2016040530,140.0,140.0
2016040531,140.0,140.0
2016040532,140.0,140.0
2016040533,49.25,140.0
2016040534,110.0,325.0
2016040535,140.0,325.0
2016040536,140.0,149.0
2016040537,130.0,140.0
2016040538,71.0,170.0
2016040539,140.0,170.0
2016040540,140.0,160.0
2016040541,110.0,160.0
2016040542,150.0,160.0
2016040543,155.0,170.0
2016040544,59.0,125.0
2016040545,39.0,140.0
2016040546,48.0,75.0
2016040547,52.0,47.0
2016040548,160.0,43.0
2016040601,39.0,160.0
2016040602,38.48,41.0
2016040603,140.0,59.95
2016040604,41.0,59.95
2016040605,39.0,59.95
2016040606,44.85,39.45
2016040607,44.85,42.0
2016040608,42.0,41.0
2016040609,42.0,41.0
2016040610,38.95,37.85
2016040611,38.95,39.0
2016040612,160.0,59.95
2016040613,39.0,50.0
2016040614,39.0,140.0
2016040615,120.89174783506277,139.0
2016040616,110.0,42.22
2016040617,110.0,140.0
2016040618,40.0,140.0
2016040619,120.89174783506277,140.0
2016040620,44.45,120.89174783506277
2016040621,120.89174783506277,140.0
2016040622,110.0,139.0
2016040623,129.0,139.0
2016040624,40.0,140.0
2016040625,44.5,47.0
2016040626,110.0,139.0
2016040627,110.0,120.89174783506277
2016040628,120.89174783506277,40.0
2016040629,39.0,43.0
2016040630,39.0,42.0
2016040631,39.0,42.0
2016040632,120.89174783506277,120.89174783506277
2016040633,120.89174783506277,40.0
2016040634,41.0,40.0
2016040635,110.0,120.89174783506277
2016040636,110.0,41.5
2016040637,110.0,120.89174783506277
2016040638,120.89174783506277,325.0
2016040639,110.0,140.0
2016040640,140.0,170.0
2016040641,325.0,155.0
2016040642,110.0,120.0
2016040643,140.0,140.0
2016040644,85.0,84.89
2016040645,85.0,139.0
2016040646,110.0,43.0
2016040647,140.0,41.0
2016040648,70.0,120.0
2016040701,160.0,38.9
2016040702,160.0,38.9
2016040703,54.95,41.0
2016040704,42.6,160.0
2016040705,160.0,64.89
2016040706,40.0,69.99
2016040707,50.0,69.99
2016040708,39.0,37.99
2016040709,140.0,39.0
2016040710,42.6,38.29
2016040711,39.0,43.33
2016040712,120.89174783506277,160.0
2016040713,36.0,160.0
2016040714,140.0,140.0
2016040715,110.0,139.0
2016040716,130.0,140.0
2016040717,110.0,179.0
2016040718,130.0,179.0
2016040719,130.0,170.0
2016040720,130.0,75.0
2016040721,42.0,120.89174783506277
2016040722,42.0,42.95
2016040723,42.0,42.95
2016040724,110.0,40.0
2016040725,130.0,40.0
2016040726,130.0,120.89174783506277
2016040727,42.95,140.0
2016040728,41.84,130.0
2016040729,41.84,530.0
2016040730,39.0,530.0
2016040731,140.0,140.0
2016040732,140.0,120.89174783506277
2016040733,120.89174783506277,120.89174783506277
2016040734,120.89174783506277,140.0
2016040735,120.89174783506277,780.0
2016040736,45.0,780.0
2016040737,110.0,900.0
2016040738,110.0,780.0
2016040739,110.0,550.0
2016040740,325.0,550.0
2016040741,325.0,550.0
2016040742,160.0,550.0
2016040743,160.0,550.0
2016040744,140.0,550.0
2016040745,140.0,510.0
2016040746,56.0,120.0
2016040747,160.0,160.0
2016040748,85.0,48.0
2016040801,85.0,38.75
2016040802,85.0,140.0
2016040803,160.0,140.0
2016040804,140.0,160.0
2016040805,85.0,140.0
2016040806,85.0,79.89
2016040807,140.0,120.89174783506277
2016040808,140.0,47.0
2016040809,160.0,47.0
2016040810,85.0,47.0
2016040811,140.0,40.0
2016040812,85.0,55.6
2016040813,160.0,60.0
2016040814,150.0,110.0
2016040815,110.0,150.0
2016040816,110.0,110.0
2016040817,140.0,150.0
2016040818,140.0,150.0
2016040819,140.0,110.0
2016040820,40.0,110.0
2016040821,140.0,110.0
2016040822,55.0,110.0
2016040823,140.0,55.6
2016040824,110.0,55.6
2016040825,140.0,54.0
2016040826,149.95,54.0
2016040827,69.95,39.25
2016040828,130.0,110.0
2016040829,68.0,44.75
2016040830,68.0,42.95
2016040831,140.0,44.75
2016040832,68.0,110.0
2016040833,110.0,110.0
2016040834,140.0,65.0
2016040835,119.95,70.0
2016040836,119.95,110.0
2016040837,110.0,110.0
2016040838,110.0,68.0
2016040839,110.0,160.0
2016040840,170.0,325.0
2016040841,170.0,325.0
2016040842,140.0,160.0
2016040843,155.0,119.8
2016040844,57.5,119.8
2016040845,110.0,119.8
2016040846,41.0,52.0
2016040847,140.0,120.0
2016040848,40.0,52.0
2016040901,40.0,52.0
2016040902,160.0,140.0
2016040903,42.0,44.0
2016040904,160.0,140.0
2016040905,40.0,140.0
2016040906,37.0,140.0
2016040907,39.24,41.57
2016040908,39.24,39.25
2016040909,37.48,39.25
2016040910,140.0,41.57
2016040911,140.0,40.0
2016040912,160.0,160.0
2016040913,160.0,160.0
2016040914,120.89174783506277,160.0
2016040915,139.0,110.0
2016040916,139.0,130.0
2016040917,110.0,130.0
2016040918,155.0,325.0
2016040919,200.0,325.0
2016040920,120.89174783506277,170.0
2016040921,110.0,160.0
2016040922,47.23,71.0
2016040923,79.89,71.0
2016040924,79.89,120.89174783506277
2016040925,110.0,110.0
2016040926,110.0,110.0
2016040927,84.89,110.0
2016040928,110.0,110.0
2016040929,42.0,120.89174783506277
2016040930,42.0,37.0
2016040931,52.0,37.98
2016040932,52.0,39.25
2016040933,110.0,110.0
2016040934,110.0,110.0
2016040935,75.0,140.0
2016040936,90.0,130.0
2016040937,140.0,160.0
2016040938,110.0,130.0
2016040939,110.0,130.0
2016040940,110.0,140.0
2016040941,110.0,110.0
2016040942,170.0,160.0
2016040943,110.0,170.0
2016040944,140.0,110.0
2016040945,42.5,110.0
2016040946,110.0,54.55
2016040947,42.95,140.0
2016040948,120.0,64.98
2016041001,40.0,54.55
2016041002,40.0,200.0
2016041003,40.0,54.55
2016041004,40.0,140.0
2016041005,38.95,54.55
2016041006,40.0,54.55
2016041007,38.6,54.55
2016041008,36.9,54.55
2016041009,36.75,54.55
2016041010,36.75,54.55
2016041011,33.95,54.55
2016041012,33.95,54.55
2016041013,160.0,140.0
2016041014,33.95,54.55
