,PrevDay,PrevWeek
2017100945,115.0,155.0
2017100946,75.0,75.0
2017100947,92.5,160.0
2017100948,92.5,160.0
2017101001,140.0,140.0
2017101002,92.5,160.0
2017101003,92.5,130.0
2017101004,140.0,80.0
2017101005,92.5,80.0
2017101006,92.5,80.0
2017101007,92.5,160.0
2017101008,92.5,160.0
2017101009,92.5,160.0
2017101010,92.5,150.0
2017101011,145.0,80.0
2017101012,92.5,140.0
2017101013,92.5,145.0
2017101014,140.0,130.0
2017101015,140.0,140.0
2017101016,140.0,140.0
2017101017,145.0,130.0
2017101018,145.0,115.0
2017101019,145.0,115.0
2017101020,119.37,68.0
2017101021,114.0,115.0
2017101022,109.89,140.0
2017101023,114.0,140.0
2017101024,114.0,140.0
2017101025,130.0,140.0
2017101026,150.0,140.0
2017101027,150.0,140.0
2017101028,109.89,140.0
2017101029,84.95,140.0
2017101030,69.0,140.0
2017101031,65.95,68.0
2017101032,115.0,130.0
2017101033,72.95,115.0
2017101034,114.0,130.0
2017101035,130.0,130.0
2017101036,124.99,130.0
2017101037,125.0,130.0
2017101038,119.37,140.0
2017101039,114.0,145.0
2017101040,114.0,150.0
2017101041,124.99,150.0
2017101042,115.0,150.0
2017101043,115.0,140.0
2017101044,60.95,65.0
2017101045,65.1,180.0
2017101046,600.0,180.0
2017101047,120.0,120.0
2017101048,92.0,120.0
2017101101,92.0,120.0
2017101102,92.0,120.0
2017101103,92.0,80.0
2017101104,92.0,80.0
2017101105,92.0,103.0
2017101106,92.0,103.0
2017101107,92.0,160.0
2017101108,92.0,160.0
2017101109,92.0,160.0
2017101110,92.0,103.0
2017101111,92.0,145.0
2017101112,145.0,103.0
2017101113,145.0,115.0
2017101114,85.0,140.0
2017101115,130.0,145.0
2017101116,130.0,130.0
2017101117,130.0,140.0
2017101118,130.0,115.0
2017101119,130.0,140.0
2017101120,115.0,115.0
2017101121,102.0,115.0
2017101122,45.0,115.0
2017101123,45.0,140.0
2017101124,120.89174783506277,115.0
2017101125,120.89174783506277,79.95
2017101126,45.0,115.0
2017101127,120.89174783506277,130.0
2017101128,58.7,130.0
2017101129,120.89174783506277,124.99
2017101130,45.0,115.0
2017101131,45.0,115.0
2017101132,45.0,140.0
2017101133,120.89174783506277,140.0
2017101134,120.89174783506277,100.0
2017101135,74.55,100.0
2017101136,115.0,115.0
2017101137,115.0,180.0
2017101138,160.0,140.0
2017101139,74.55,140.0
2017101140,74.55,140.0
2017101141,145.0,115.0
2017101142,74.55,140.0
2017101143,115.0,140.0
2017101144,115.0,69.95
2017101145,115.0,65.0
2017101146,64.5,120.0
2017101147,92.0,96.0
2017101148,160.0,96.0
2017101201,160.0,96.0
2017101202,92.0,96.0
2017101203,92.0,96.0
2017101204,140.0,96.0
2017101205,92.0,140.0
2017101206,92.0,160.0
2017101207,92.0,160.0
2017101208,92.0,96.0
2017101209,92.0,140.0
2017101210,92.0,140.0
2017101211,145.0,96.0
2017101212,145.0,145.0
2017101213,115.0,145.0
2017101214,130.0,160.0
2017101215,130.0,140.0
2017101216,130.0,140.0
2017101217,130.0,115.0
2017101218,115.0,115.0
2017101219,115.0,115.0
2017101220,63.95,115.0
2017101221,115.0,62.0
2017101222,115.0,62.0
2017101223,115.0,58.2
2017101224,115.0,58.2
2017101225,115.0,115.0
2017101226,115.0,58.2
2017101227,115.0,58.2
2017101228,115.0,58.2
2017101229,115.0,115.0
2017101230,115.0,115.0
2017101231,115.0,115.0
2017101232,115.0,114.0
2017101233,115.0,160.0
2017101234,114.0,115.0
2017101235,114.0,115.0
2017101236,120.89174783506277,115.0
2017101237,120.89174783506277,114.0
2017101238,114.0,130.0
2017101239,120.89174783506277,130.0
2017101240,114.0,130.0
2017101241,114.0,124.99
2017101242,110.0,114.0
2017101243,115.0,94.95
2017101244,67.5,115.0
2017101245,68.95,115.0
2017101246,160.0,115.0
2017101247,120.0,120.0
2017101248,75.0,160.0
2017101301,75.0,140.0
2017101302,75.0,160.0
2017101303,75.0,160.0
2017101304,75.0,160.0
2017101305,75.0,140.0
2017101306,75.0,92.5
2017101307,140.0,140.0
2017101308,75.0,92.5
2017101309,75.0,140.0
2017101310,140.0,92.5
2017101311,145.0,145.0
2017101312,145.0,145.0
2017101313,145.0,145.0
2017101314,115.0,140.0
2017101315,130.0,140.0
2017101316,130.0,140.0
2017101317,130.0,129.89
2017101318,124.99,140.0
2017101319,130.0,140.0
2017101320,130.0,140.0
2017101321,125.0,140.0
2017101322,125.0,115.0
2017101323,109.99,114.0
2017101324,75.0,140.0
2017101325,75.0,114.0
2017101326,75.0,114.0
2017101327,75.0,115.0
2017101328,115.0,115.0
2017101329,115.0,115.0
2017101330,130.0,61.0
2017101331,130.0,54.45
2017101332,130.0,115.0
2017101333,115.0,115.0
2017101334,130.0,115.0
2017101335,130.0,115.0
2017101336,130.0,150.0
2017101337,107.0,80.5
2017101338,99.95,130.0
2017101339,130.0,130.0
2017101340,115.0,115.0
2017101341,130.0,150.0
2017101342,130.0,150.0
2017101343,130.0,115.0
2017101344,115.0,100.0
2017101345,130.0,114.0
2017101346,65.0,115.0
2017101347,67.5,120.0
2017101348,67.5,92.5
2017101401,75.0,92.5
2017101402,75.0,92.5
2017101403,75.0,92.5
2017101404,75.0,92.5
2017101405,75.0,92.5
2017101406,75.0,92.5
2017101407,75.0,140.0
2017101408,75.0,92.5
2017101409,75.0,140.0
2017101410,130.0,92.5
2017101411,140.0,125.0
2017101412,88.0,145.0
2017101413,100.0,145.0
2017101414,99.95,145.0
2017101415,130.0,90.0
2017101416,130.0,90.0
2017101417,130.0,90.0
2017101418,115.0,115.0
2017101419,130.0,115.0
2017101420,83.95,124.99
2017101421,83.95,124.99
2017101422,130.0,130.0
2017101423,130.0,65.0
2017101424,103.5,125.0
2017101425,115.0,115.0
2017101426,109.9,115.0
2017101427,109.9,75.0
2017101428,75.0,115.0
2017101429,115.0,75.0
2017101430,75.0,115.0
2017101431,88.45,140.0
2017101432,88.45,140.0
2017101433,88.88,125.0
2017101434,130.0,125.0
2017101435,115.0,125.0
2017101436,130.0,81.99
2017101437,115.0,129.89
2017101438,98.95,129.89
2017101439,98.95,129.89
2017101440,115.0,140.0
2017101441,115.0,140.0
2017101442,115.0,130.0
2017101443,130.0,130.0
2017101444,100.0,100.0
2017101445,115.0,100.0
2017101446,115.0,120.0
2017101447,160.0,140.0
2017101448,160.0,92.5
2017101501,160.0,92.5
2017101502,140.0,92.5
2017101503,140.0,160.0
2017101504,160.0,140.0
2017101505,95.0,140.0
2017101506,95.0,140.0
2017101507,95.0,130.0
2017101508,95.0,92.5
2017101509,95.0,92.5
2017101510,140.0,140.0
2017101511,145.0,145.0
2017101512,95.0,145.0
2017101513,145.0,145.0
2017101514,91.0,120.0
2017101515,160.0,62.5
2017101516,91.0,145.0
2017101517,115.0,80.0
2017101518,115.0,119.0
2017101519,115.0,119.0
2017101520,115.0,80.0
2017101521,115.0,120.89174783506277
2017101522,85.0,44.0
2017101523,115.0,120.89174783506277
2017101524,115.0,120.89174783506277
2017101525,124.99,120.89174783506277
2017101526,115.0,120.89174783506277
2017101527,115.0,124.99
2017101528,115.0,124.99
2017101529,115.0,115.0
2017101530,115.0,115.0
2017101531,91.59,64.95
2017101532,91.59,85.75
2017101533,91.59,115.0
2017101534,99.95,114.0
2017101535,150.0,114.0
2017101536,175.0,86.25
2017101537,167.0,86.25
2017101538,220.0,86.25
2017101539,220.0,115.0
2017101540,220.0,114.0
2017101541,149.95,115.0
2017101542,75.0,115.0
2017101543,115.0,115.0
2017101544,115.0,114.0
2017101545,130.0,115.0
2017101546,160.0,75.0
2017101547,160.0,92.5
2017101548,68.0,92.5
2017101601,140.0,140.0
2017101602,68.0,92.5
2017101603,160.0,92.5
2017101604,160.0,140.0
2017101605,68.0,92.5
2017101606,140.0,92.5
2017101607,160.0,92.5
2017101608,68.0,92.5
2017101609,140.0,92.5
2017101610,68.0,92.5
2017101611,145.0,145.0
2017101612,68.0,92.5
2017101613,145.0,92.5
2017101614,99.95,140.0
2017101615,145.0,140.0
2017101616,145.0,140.0
2017101617,129.89,145.0
2017101618,130.0,145.0
2017101619,130.0,145.0
2017101620,129.89,119.37
2017101621,129.89,114.0
2017101622,129.89,109.89
2017101623,130.0,114.0
2017101624,130.0,114.0
2017101625,129.89,130.0
2017101626,129.89,150.0
2017101627,129.89,150.0
2017101628,64.5,109.89
2017101629,65.5,84.95
2017101630,64.5,69.0
2017101631,115.0,65.95
2017101632,115.0,115.0
2017101633,115.0,72.95
2017101634,115.0,114.0
2017101635,115.0,130.0
2017101636,115.0,124.99
2017101637,150.0,125.0
2017101638,150.0,119.37
2017101639,140.0,114.0
2017101640,130.0,114.0
2017101641,325.0,124.99
2017101642,100.0,115.0
2017101643,150.0,115.0
2017101644,130.0,60.95
2017101645,115.0,65.1
2017101646,115.0,600.0
2017101647,140.0,120.0
2017101648,160.0,92.0
2017101701,124.99,92.0
2017101702,140.0,92.0
2017101703,84.0,92.0
2017101704,84.0,92.0
2017101705,84.0,92.0
2017101706,84.0,92.0
2017101707,140.0,92.0
2017101708,84.0,92.0
2017101709,140.0,92.0
2017101710,140.0,92.0
2017101711,145.0,92.0
2017101712,84.0,145.0
2017101713,84.0,145.0
2017101714,84.0,85.0
2017101715,130.0,130.0
2017101716,145.0,130.0
2017101717,172.14,130.0
2017101718,172.14,130.0
2017101719,172.14,130.0
2017101720,172.14,115.0
2017101721,149.95,102.0
2017101722,125.0,45.0
2017101723,72.0,45.0
2017101724,72.0,120.89174783506277
2017101725,72.0,120.89174783506277
2017101726,72.0,45.0
2017101727,72.0,120.89174783506277
2017101728,72.0,58.7
2017101729,72.0,120.89174783506277
2017101730,115.0,45.0
2017101731,86.0,45.0
2017101732,86.0,45.0
2017101733,86.0,120.89174783506277
2017101734,86.0,120.89174783506277
2017101735,115.0,74.55
2017101736,130.0,115.0
2017101737,130.0,115.0
2017101738,130.0,160.0
2017101739,115.0,74.55
2017101740,115.0,74.55
2017101741,84.0,145.0
2017101742,115.0,74.55
2017101743,115.0,115.0
2017101744,130.0,115.0
2017101745,130.0,115.0
2017101746,88.0,64.5
2017101747,120.0,92.0
2017101748,120.0,160.0
2017101801,98.0,160.0
2017101802,98.0,92.0
2017101803,98.0,92.0
2017101804,98.0,140.0
2017101805,98.0,92.0
2017101806,98.0,92.0
2017101807,98.0,92.0
2017101808,98.0,92.0
2017101809,98.0,92.0
2017101810,98.0,92.0
2017101811,98.0,145.0
2017101812,98.0,145.0
2017101813,145.0,115.0
2017101814,99.95,130.0
2017101815,115.0,130.0
2017101816,115.0,130.0
2017101817,145.0,130.0
2017101818,115.0,115.0
2017101819,160.0,115.0
2017101820,100.0,63.95
2017101821,71.0,115.0
2017101822,100.0,115.0
2017101823,115.0,115.0
2017101824,115.0,115.0
2017101825,115.0,115.0
2017101826,102.0,115.0
2017101827,100.0,115.0
2017101828,100.0,115.0
2017101829,100.0,115.0
2017101830,115.0,115.0
2017101831,115.0,115.0
2017101832,100.0,115.0
2017101833,115.0,115.0
2017101834,115.0,114.0
2017101835,145.0,114.0
2017101836,225.0,120.89174783506277
2017101837,225.0,120.89174783506277
2017101838,169.5,114.0
2017101839,169.5,120.89174783506277
2017101840,225.0,114.0
2017101841,145.0,114.0
2017101842,145.0,110.0
2017101843,150.0,115.0
2017101844,100.0,67.5
2017101845,115.0,68.95
2017101846,62.0,160.0
2017101847,114.0,120.0
2017101848,140.0,75.0
2017101901,58.9,75.0
2017101902,58.9,75.0
2017101903,140.0,75.0
2017101904,55.0,75.0
2017101905,58.0,75.0
2017101906,58.0,75.0
2017101907,58.0,140.0
2017101908,58.0,75.0
2017101909,58.0,75.0
2017101910,58.0,140.0
2017101911,58.0,145.0
2017101912,58.0,145.0
2017101913,115.0,145.0
2017101914,115.0,115.0
2017101915,145.0,130.0
2017101916,145.0,130.0
2017101917,140.0,130.0
2017101918,125.0,124.99
2017101919,125.0,130.0
2017101920,115.0,130.0
2017101921,125.0,125.0
2017101922,125.0,125.0
2017101923,169.5,109.99
2017101924,170.0,75.0
2017101925,170.0,75.0
2017101926,170.0,75.0
2017101927,170.0,75.0
2017101928,170.0,115.0
2017101929,169.5,115.0
2017101930,180.0,130.0
2017101931,150.0,130.0
2017101932,115.0,130.0
2017101933,115.0,115.0
2017101934,89.88,130.0
2017101935,105.0,130.0
2017101936,128.0,130.0
2017101937,325.0,107.0
2017101938,130.0,99.95
2017101939,115.0,130.0
2017101940,115.0,115.0
2017101941,115.0,130.0
2017101942,115.0,130.0
2017101943,84.4,130.0
2017101944,84.4,115.0
2017101945,115.0,130.0
2017101946,114.0,65.0
2017101947,120.0,67.5
2017101948,140.0,67.5
2017102001,140.0,75.0
2017102002,80.0,75.0
2017102003,80.0,75.0
2017102004,80.0,75.0
2017102005,72.5,75.0
2017102006,72.5,75.0
2017102007,72.5,75.0
2017102008,72.5,75.0
2017102009,120.0,75.0
2017102010,120.0,130.0
2017102011,145.0,140.0
2017102012,72.5,88.0
2017102013,145.0,100.0
2017102014,145.0,99.95
2017102015,145.0,130.0
2017102016,145.0,130.0
2017102017,145.0,130.0
2017102018,145.0,115.0
2017102019,140.0,130.0
2017102020,140.0,83.95
2017102021,140.0,83.95
2017102022,140.0,130.0
2017102023,140.0,130.0
2017102024,102.0,103.5
2017102025,115.0,115.0
2017102026,140.0,109.9
2017102027,95.0,109.9
2017102028,85.0,75.0
2017102029,115.0,115.0
2017102030,85.0,75.0
2017102031,150.0,88.45
2017102032,140.0,88.45
2017102033,115.0,88.88
2017102034,140.0,130.0
2017102035,115.0,115.0
2017102036,140.0,130.0
2017102037,140.0,115.0
2017102038,84.0,98.95
2017102039,140.0,98.95
2017102040,140.0,115.0
2017102041,140.0,115.0
2017102042,140.0,115.0
2017102043,150.0,130.0
2017102044,62.0,100.0
2017102045,115.0,115.0
2017102046,115.0,115.0
2017102047,125.0,160.0
2017102048,140.0,160.0
2017102101,140.0,160.0
2017102102,140.0,140.0
2017102103,80.0,140.0
2017102104,80.0,160.0
2017102105,80.0,95.0
2017102106,140.0,95.0
2017102107,80.0,95.0
2017102108,80.0,95.0
2017102109,80.0,95.0
2017102110,80.0,140.0
2017102111,84.95,145.0
2017102112,94.95,95.0
2017102113,140.0,145.0
2017102114,140.0,91.0
2017102115,140.0,160.0
2017102116,140.0,91.0
2017102117,115.0,115.0
2017102118,83.95,115.0
2017102119,84.95,115.0
2017102120,115.0,115.0
2017102121,120.89174783506277,115.0
2017102122,160.0,85.0
2017102123,140.0,115.0
2017102124,140.0,115.0
2017102125,140.0,124.99
2017102126,140.0,115.0
2017102127,140.0,115.0
2017102128,140.0,115.0
2017102129,140.0,115.0
2017102130,140.0,115.0
2017102131,140.0,91.59
2017102132,55.0,91.59
2017102133,98.5,91.59
2017102134,98.5,99.95
2017102135,180.0,150.0
2017102136,180.0,175.0
2017102137,115.0,167.0
2017102138,98.5,220.0
2017102139,180.0,220.0
2017102140,140.0,220.0
2017102141,140.0,149.95
2017102142,120.89174783506277,75.0
2017102143,150.0,115.0
2017102144,58.15,115.0
2017102145,150.0,130.0
2017102146,65.0,160.0
2017102147,120.0,160.0
2017102148,95.0,68.0
2017102201,120.0,140.0
2017102202,160.0,68.0
2017102203,95.0,160.0
2017102204,95.0,160.0
2017102205,95.0,68.0
2017102206,95.0,140.0
2017102207,100.0,160.0
2017102208,95.0,68.0
2017102209,95.0,140.0
2017102210,95.0,68.0
2017102211,95.0,145.0
2017102212,145.0,68.0
2017102213,145.0,145.0
2017102214,99.95,99.95
2017102215,115.0,145.0
2017102216,99.95,145.0
2017102217,74.1,129.89
2017102218,140.0,130.0
2017102219,140.0,130.0
2017102220,115.0,129.89
2017102221,99.0,129.89
2017102222,115.0,129.89
2017102223,115.0,130.0
2017102224,115.0,130.0
2017102225,115.0,129.89
2017102226,74.1,129.89
2017102227,115.0,129.89
2017102228,59.89,64.5
2017102229,115.0,65.5
2017102230,115.0,64.5
2017102231,140.0,115.0
2017102232,140.0,115.0
2017102233,140.0,115.0
2017102234,140.0,115.0
2017102235,140.0,115.0
2017102236,140.0,115.0
2017102237,140.0,150.0
2017102238,88.0,150.0
2017102239,140.0,140.0
2017102240,140.0,130.0
2017102241,115.0,325.0
2017102242,115.0,100.0
2017102243,100.0,150.0
2017102244,85.0,130.0
2017102245,85.0,115.0
2017102246,85.0,115.0
2017102247,160.0,140.0
2017102248,105.0,160.0
2017102301,105.0,124.99
2017102302,105.0,140.0
2017102303,160.0,84.0
2017102304,160.0,84.0
2017102305,105.0,84.0
2017102306,105.0,84.0
2017102307,105.0,140.0
2017102308,105.0,84.0
2017102309,160.0,140.0
2017102310,105.0,140.0
2017102311,105.0,145.0
2017102312,105.0,84.0
2017102313,105.0,84.0
2017102314,145.0,84.0
2017102315,145.0,130.0
2017102316,145.0,145.0
2017102317,160.0,172.14
2017102318,61.48,172.14
2017102319,98.0,172.14
2017102320,115.0,172.14
2017102321,130.0,149.95
2017102322,115.0,125.0
2017102323,115.0,72.0
2017102324,60.0,72.0
2017102325,115.0,72.0
2017102326,130.0,72.0
2017102327,145.0,72.0
2017102328,115.0,72.0
2017102329,115.0,72.0
2017102330,63.24,115.0
2017102331,60.0,86.0
2017102332,76.0,86.0
2017102333,76.0,86.0
2017102334,76.0,86.0
2017102335,76.0,115.0
2017102336,130.0,130.0
2017102337,130.0,130.0
2017102338,125.0,130.0
2017102339,180.0,115.0
2017102340,140.0,115.0
2017102341,140.0,84.0
2017102342,130.0,115.0
2017102343,130.0,115.0
2017102344,100.0,130.0
2017102345,130.0,130.0
2017102346,120.0,88.0
2017102347,120.0,120.0
2017102348,82.5,120.0
2017102401,120.0,98.0
2017102402,160.0,98.0
2017102403,130.0,98.0
2017102404,160.0,98.0
2017102405,95.0,98.0
2017102406,95.0,98.0
2017102407,98.0,98.0
2017102408,98.0,98.0
2017102409,97.0,98.0
2017102410,97.0,98.0
2017102411,82.5,98.0
2017102412,145.0,98.0
2017102413,145.0,145.0
2017102414,130.0,99.95
2017102415,115.0,115.0
2017102416,60.0,115.0
2017102417,115.0,145.0
2017102418,130.0,115.0
2017102419,150.0,160.0
2017102420,150.0,100.0
2017102421,150.0,71.0
2017102422,150.0,100.0
2017102423,149.95,115.0
2017102424,149.95,115.0
2017102425,180.0,115.0
2017102426,180.0,102.0
2017102427,115.0,100.0
2017102428,60.0,100.0
2017102429,120.89174783506277,100.0
2017102430,120.89174783506277,115.0
2017102431,90.0,115.0
2017102432,114.0,100.0
2017102433,110.0,115.0
2017102434,127.0,115.0
2017102435,127.0,145.0
2017102436,127.0,225.0
2017102437,180.0,225.0
2017102438,180.0,169.5
2017102439,140.0,169.5
2017102440,115.0,225.0
2017102441,127.0,145.0
2017102442,60.0,145.0
2017102443,100.0,150.0
2017102444,120.89174783506277,100.0
2017102445,100.0,115.0
2017102446,127.0,62.0
2017102447,160.0,114.0
2017102448,160.0,140.0
2017102501,160.0,58.9
2017102502,160.0,58.9
2017102503,86.66,140.0
2017102504,160.0,55.0
2017102505,160.0,58.0
2017102506,86.66,58.0
2017102507,86.66,58.0
2017102508,86.66,58.0
2017102509,86.66,58.0
2017102510,86.66,58.0
2017102511,86.66,58.0
2017102512,86.66,58.0
2017102513,145.0,115.0
2017102514,86.66,115.0
2017102515,99.95,145.0
2017102516,86.66,145.0
2017102517,130.0,140.0
2017102518,75.0,125.0
2017102519,100.0,125.0
2017102520,115.0,115.0
2017102521,130.0,125.0
2017102522,75.0,125.0
2017102523,65.0,169.5
2017102524,65.0,170.0
2017102525,65.0,170.0
2017102526,60.7,170.0
2017102527,60.7,170.0
2017102528,60.7,170.0
2017102529,60.7,169.5
2017102530,115.0,180.0
2017102531,100.0,150.0
2017102532,100.0,115.0
2017102533,67.0,115.0
2017102534,115.0,89.88
2017102535,129.0,105.0
2017102536,129.0,128.0
2017102537,129.0,325.0
2017102538,129.0,130.0
2017102539,180.0,115.0
2017102540,180.0,115.0
2017102541,130.0,115.0
2017102542,130.0,115.0
2017102543,128.0,84.4
2017102544,128.0,84.4
2017102545,128.0,115.0
2017102546,108.0,114.0
2017102547,124.99,120.0
2017102548,124.99,140.0
2017102601,160.0,140.0
2017102602,160.0,80.0
2017102603,160.0,80.0
2017102604,125.0,80.0
2017102605,59.9,72.5
2017102606,59.9,72.5
2017102607,59.9,72.5
2017102608,59.9,72.5
2017102609,160.0,120.0
2017102610,59.9,120.0
2017102611,125.0,145.0
2017102612,145.0,72.5
2017102613,145.0,145.0
2017102614,61.13,145.0
2017102615,130.0,145.0
2017102616,115.0,145.0
2017102617,124.99,145.0
2017102618,124.99,145.0
2017102619,124.99,140.0
2017102620,75.0,140.0
2017102621,75.0,140.0
2017102622,115.0,140.0
2017102623,73.0,140.0
2017102624,73.0,102.0
2017102625,115.0,115.0
2017102626,114.0,140.0
2017102627,54.45,95.0
2017102628,54.4,85.0
2017102629,54.4,115.0
2017102630,54.4,85.0
2017102631,115.0,150.0
2017102632,115.0,140.0
2017102633,115.0,115.0
2017102634,115.0,140.0
2017102635,130.0,115.0
2017102636,115.0,140.0
2017102637,145.0,140.0
2017102638,115.0,84.0
2017102639,115.0,140.0
2017102640,107.0,140.0
2017102641,115.0,140.0
2017102642,115.0,140.0
2017102643,115.0,150.0
2017102644,115.0,62.0
2017102645,115.0,115.0
2017102646,115.0,115.0
2017102647,98.0,125.0
2017102648,67.0,140.0
2017102701,62.0,140.0
2017102702,62.0,140.0
2017102703,58.95,80.0
2017102704,56.8,80.0
2017102705,55.0,80.0
2017102706,55.0,140.0
2017102707,55.0,80.0
2017102708,55.0,80.0
2017102709,58.5,80.0
2017102710,160.0,80.0
2017102711,59.9,84.95
2017102712,61.5,94.95
2017102713,145.0,140.0
2017102714,70.0,140.0
2017102715,90.0,140.0
2017102716,115.0,140.0
2017102717,130.0,115.0
2017102718,130.0,83.95
2017102719,130.0,84.95
2017102720,115.0,115.0
2017102721,115.0,120.89174783506277
2017102722,108.0,160.0
2017102723,115.0,140.0
2017102724,115.0,140.0
2017102725,105.0,140.0
2017102726,105.0,140.0
2017102727,99.95,140.0
2017102728,105.0,140.0
2017102729,115.0,140.0
2017102730,105.0,140.0
2017102731,74.25,140.0
2017102732,105.0,55.0
2017102733,108.0,98.5
2017102734,124.99,98.5
2017102735,124.99,180.0
2017102736,108.0,180.0
2017102737,119.95,115.0
2017102738,124.95,98.5
2017102739,108.0,180.0
2017102740,150.0,140.0
2017102741,150.0,140.0
2017102742,115.0,120.89174783506277
2017102743,104.0,150.0
2017102744,65.95,58.15
2017102745,104.0,150.0
2017102746,75.0,65.0
2017102747,90.0,120.0
2017102748,90.0,95.0
2017102801,90.0,120.0
2017102802,90.0,160.0
2017102803,90.0,95.0
2017102804,90.0,95.0
2017102805,90.0,95.0
2017102806,90.0,95.0
2017102807,90.0,100.0
2017102808,90.0,95.0
2017102809,90.0,95.0
2017102810,90.0,95.0
2017102811,90.0,95.0
2017102812,90.0,145.0
2017102813,145.0,145.0
2017102814,90.0,99.95
2017102815,130.0,115.0
2017102816,130.0,99.95
2017102817,140.0,74.1
2017102818,140.0,140.0
2017102819,140.0,140.0
2017102820,115.0,115.0
2017102821,105.0,99.0
2017102822,42.05,115.0
2017102823,99.0,115.0
2017102824,120.89174783506277,115.0
2017102825,120.89174783506277,115.0
2017102826,120.89174783506277,74.1
2017102827,59.95,115.0
2017102828,120.89174783506277,59.89
2017102829,45.0,115.0
2017102830,120.89174783506277,115.0
2017102831,61.0,140.0
2017102832,115.0,140.0
2017102833,115.0,140.0
2017102834,115.0,140.0
2017102835,130.0,140.0
2017102836,124.99,140.0
2017102837,125.0,140.0
2017102838,125.0,88.0
2017102839,115.0,140.0
2017102840,130.0,140.0
2017102841,130.0,115.0
2017102842,105.0,115.0
2017102843,115.0,100.0
2017102844,110.0,85.0
2017102845,70.0,85.0
2017102846,115.0,85.0
2017102847,80.0,160.0
2017102848,80.0,105.0
2017102901,80.0,105.0
2017102902,80.0,105.0
2017102903,80.0,160.0
2017102904,160.0,160.0
2017102905,160.0,105.0
2017102906,85.0,105.0
2017102907,85.0,105.0
2017102908,85.0,105.0
2017102909,85.0,160.0
2017102910,97.0,105.0
2017102911,98.0,105.0
2017102912,98.0,105.0
2017102913,98.0,105.0
2017102914,98.0,145.0
2017102915,99.95,145.0
2017102916,85.0,145.0
2017102917,85.0,160.0
2017102918,145.0,61.48
2017102919,145.0,98.0
2017102920,69.95,115.0
2017102921,69.95,130.0
2017102922,69.95,115.0
2017102923,115.0,115.0
2017102924,69.95,60.0
2017102925,69.95,115.0
2017102926,59.9,130.0
2017102927,59.9,145.0
2017102928,59.9,115.0
2017102929,59.9,115.0
2017102930,59.9,63.24
2017102931,59.9,60.0
2017102932,74.53,76.0
2017102933,84.3,76.0
2017102934,84.3,76.0
2017102935,115.0,76.0
2017102936,115.0,130.0
2017102937,102.0,130.0
2017102938,84.3,125.0
2017102939,115.0,180.0
2017102940,115.0,140.0
2017102941,115.0,140.0
2017102942,115.0,130.0
2017102943,97.0,130.0
2017102944,115.0,100.0
2017102945,97.0,130.0
2017102946,88.0,120.0
2017102947,88.0,120.0
2017102948,120.0,82.5
2017102949,88.0,120.0
2017102950,9999.0,160.0
2017103001,9999.0,130.0
2017103002,160.0,160.0
2017103003,90.0,95.0
2017103004,90.0,95.0
2017103005,88.0,98.0
2017103006,88.0,98.0
2017103007,160.0,97.0
2017103008,88.0,97.0
2017103009,88.0,82.5
2017103010,88.0,145.0
2017103011,88.0,145.0
2017103012,145.0,130.0
2017103013,145.0,115.0
2017103014,88.0,60.0
2017103015,83.0,115.0
2017103016,64.0,130.0
2017103017,99.95,150.0
2017103018,59.9,150.0
2017103019,65.0,150.0
2017103020,65.0,150.0
2017103021,65.0,149.95
2017103022,65.0,149.95
2017103023,65.0,180.0
2017103024,65.0,180.0
2017103025,115.0,115.0
2017103026,115.0,60.0
2017103027,65.0,120.89174783506277
2017103028,65.0,120.89174783506277
2017103029,115.0,90.0
2017103030,115.0,114.0
2017103031,115.0,110.0
2017103032,95.0,127.0
2017103033,95.0,127.0
2017103034,130.0,127.0
2017103035,130.0,180.0
2017103036,125.0,180.0
2017103037,132.0,140.0
2017103038,114.0,115.0
2017103039,115.0,127.0
2017103040,124.99,60.0
2017103041,125.0,100.0
2017103042,124.99,120.89174783506277
2017103043,130.0,100.0
2017103044,124.99,127.0
2017103045,115.0,160.0
2017103046,120.0,160.0
2017103047,120.89174783506277,160.0
2017103048,120.89174783506277,160.0
2017103101,140.0,86.66
2017103102,58.0,160.0
2017103103,160.0,160.0
2017103104,160.0,86.66
2017103105,58.0,86.66
2017103106,55.95,86.66
2017103107,160.0,86.66
2017103108,58.0,86.66
2017103109,58.0,86.66
2017103110,58.0,86.66
2017103111,58.0,145.0
2017103112,58.0,86.66
2017103113,145.0,99.95
2017103114,99.95,86.66
2017103115,115.0,130.0
2017103116,115.0,75.0
2017103117,120.89174783506277,100.0
2017103118,120.89174783506277,115.0
2017103119,115.0,130.0
2017103120,120.89174783506277,75.0
2017103121,120.89174783506277,65.0
2017103122,120.89174783506277,65.0
2017103123,115.0,65.0
2017103124,115.0,60.7
2017103125,115.0,60.7
2017103126,115.0,60.7
2017103127,115.0,60.7
2017103128,64.95,115.0
2017103129,115.0,100.0
2017103130,115.0,100.0
2017103131,115.0,67.0
2017103132,115.0,115.0
2017103133,115.0,129.0
2017103134,170.0,129.0
2017103135,170.0,129.0
2017103136,180.0,129.0
2017103137,132.0,180.0
2017103138,115.0,180.0
2017103139,115.0,130.0
2017103140,115.0,130.0
2017103141,115.0,128.0
2017103142,115.0,128.0
2017103143,115.0,128.0
2017103144,109.0,108.0
2017103145,60.95,124.99
2017103146,56.5,124.99
2017103147,60.96,160.0
